source_gro,HBN_atom_count,center_x_nm,center_y_nm,center_z_nm,axis_x,axis_y,axis_z,nearest_cartesian_axis,pca_eigenvalue_1_nm2,pca_eigenvalue_2_nm2,pca_eigenvalue_3_nm2,axial_min_nm,axial_max_nm,axial_span_nm,mean_wall_radius_nm,median_wall_radius_nm,p05_wall_radius_nm,p95_wall_radius_nm,axis_minus_atom_count,axis_plus_atom_count,box_vector_1_nm,box_vector_2_nm,box_vector_3_nm
runs/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032_nvt_100ps_frozenSolute/nvt_100ps_frozenSolute.gro,1680,3.6973333333333422,3.6973333333333445,5.00871428571429,0.0,1.0339757656912846e-25,1.0,z,3.0923542755101994,0.7189512777777771,0.7189512333333328,-3.00871428571429,3.009285714285711,6.018000000000001,1.1991257007481553,1.199110734397998,1.1986694938787432,1.1996007206103714,180,180,7.39453,7.39453,10.0175
