0	0	0.0499838	0.0999676	0.149951	0.199935	0.249919	0.299903	0.349887	0.399871	0.449854	0.499838	0.549822	0.599806	0.64979	0.699773	0.749757	0.799741	0.849725	0.899709	0.949692	0.999676	1.04966	1.09964	1.14963	1.19961	1.2496	1.29958	1.34956	1.39955	1.44953	1.49951	1.5495	1.59948	1.64947	1.69945	1.74943	1.79942	1.8494	1.89938	1.94937	1.99935	2.04934	2.09932	2.1493	2.19929	2.24927	2.29926	2.34924	2.39922	2.44921	2.49919	2.54917	2.59916	2.64914	
-4.009	0	12.6488	25.2976	18.0697	11.2434	22.9978	13.6218	19.3948	14.1369	10.6516	19.2744	17.5983	13.6607	8.43253	7.41481	7.34446	8.04923	6.86649	1.7093	0	0	0	0	0	0	0	0	0	0.221909	10.2906	23.8461	29.1123	33.8599	24.7312	30.0638	33.6707	31.8819	28.8393	28.2544	38.7469	36.0725	29.2599	31.994	32.1309	36.9515	36.1394	31.146	30.3571	27.9056	32.8358	33.0622	33.0342	34.4529	31.2083	
-3.95889	0	16.8651	10.119	28.9115	14.0542	14.9486	22.3786	24.4543	22.3214	12.6488	13.8534	13.7487	14.6726	7.96405	6.10632	11.0167	8.81583	4.69812	1.02558	0	0	0	0	0	0	0	0	0	0	7.71792	24.0534	25.2976	33.0815	32.8491	30.7971	34.9178	30.3225	33.5615	33.3468	32.9829	32.0124	29.7171	30.5059	30.0954	35.9566	36.4174	32.098	33.8189	36.9032	27.2141	33.9389	30.8237	33.6096	34.8729	
-3.90877	0	8.43253	10.119	12.6488	25.2976	19.5481	20.4327	21.9246	17.8571	24.6319	18.0697	9.34911	11.1309	12.1803	8.28715	8.97656	10.7323	5.42091	1.02558	0	0	0	0	0	0	0	0	0	0	12.22	29.8594	29.3131	29.7733	33.9818	32.6302	30.6421	29.4561	33.2242	38.4392	32.8228	32.9493	28.3455	31.2499	38.3826	33.6827	30.9965	33.8661	32.6206	34.8168	31.9414	35.066	34.8763	33.1278	33.6908	
-3.85866	37.9464	16.8651	17.7083	27.1046	19.6759	12.6488	20.4327	23.6111	16.369	15.3117	14.4558	13.7487	14.6726	7.49558	7.85098	9.38459	6.51605	4.69812	2.39302	0	0	0	0	0	0	0	0	0	0.221909	11.1481	26.7491	25.4984	26.6598	29.0733	28.7806	30.2858	34.1344	40.6448	41.5603	37.1458	32.4808	30.6315	36.9047	37.5102	36.0988	29.4675	29.3779	33.02	32.7304	37.8186	36.3184	38.806	37.585	33.809	
-3.80855	12.6488	25.2976	7.58928	23.4906	22.4867	10.349	10.7028	16.8651	24.5535	12.6488	15.6604	14.2986	8.09523	8.43253	9.15948	6.93644	5.36616	3.97533	3.07673	0	0	0	0	0	0	0	0	0	0	12.8632	24.0534	26.703	30.7463	25.6752	30.2471	27.9699	32.7483	38.4523	35.6466	30.4211	33.1055	28.3455	29.3154	32.4216	29.9876	27.6606	32.234	30.6234	36.3816	30.9193	34.6903	32.2974	29.2729	34.5183	
-3.75844	12.6488	25.2976	25.2976	36.1394	25.2976	18.3982	23.3516	10.9623	15.625	16.6432	13.2511	13.1987	13.1547	9.36948	8.72331	8.16051	8.04923	3.61394	1.02558	0	0	0	0	0	0	0	0	0	0	8.36108	26.9564	31.3208	30.1625	29.8285	29.6972	31.8892	30.669	34.0674	35.9751	31.2217	29.0454	27.1264	31.8452	35.6202	30.8403	31.9695	25.8416	30.8897	32.9912	33.9856	32.1856	31.8062	33.3687	30.7355	
-3.70832	0	29.5139	32.8869	21.6837	18.2705	19.5481	20.4327	11.8055	22.3214	17.3089	21.0813	14.2986	12.1428	10.7749	10.9041	8.16051	8.81583	5.42091	1.02558	0	0	0	0	0	0	0	0	0	0	10.0762	30.8962	35.3363	30.5517	31.3388	29.5138	28.8606	33.7879	33.8988	31.7041	34.9043	31.0754	31.3934	26.7857	35.184	32.5457	30.8575	30.0579	28.6262	31.8176	30.7915	33.8136	35.2447	33.1278	29.7897	
-3.65821	12.6488	21.0813	7.58928	23.4906	23.8922	11.4989	21.4057	10.9623	20.0893	17.9746	16.8651	18.6982	16.6964	11.7118	11.3403	8.97656	8.04923	6.50509	1.7093	0	0	0	0	0	0	0	0	0	0	11.1481	32.5551	30.5177	33.2761	36.0585	32.9968	37.0556	30.8423	32.3809	32.6897	33.143	29.67	31.3934	28.869	33.4394	32.6879	31.5525	32.098	33.2863	32.9912	31.4303	30.4323	29.1045	32.2845	31.6812	
-3.6081	12.6488	16.8651	17.7083	12.6488	19.6759	20.698	18.4867	15.1786	14.1369	19.9718	17.4674	13.1987	16.1905	14.0542	12.6488	10.6087	7.66594	5.7823	2.05116	0	0	0	0	0	0	0	0	0	0.443817	10.9337	32.1404	34.5332	33.0815	34.3594	35.38	33.3144	32.9215	29.0079	30.2257	35.2245	32.7932	36.2701	36.6071	34.7479	36.0988	33.9155	31.146	30.7565	31.1656	29.0028	33.3127	31.1922	33.1278	30.2626	
-3.55799	0	8.43253	7.58928	18.0697	21.0813	22.9978	22.3786	17.7083	11.1607	21.969	15.6604	13.1987	15.1786	11.7118	12.6488	12.6488	4.98286	6.86649	2.73488	0	0	0	0	0	0	0	0	0	0.221909	12.6488	28.8227	28.7108	34.0545	35.4921	32.9968	35.6304	34.1344	31.875	35.3181	29.3004	28.5769	35.3557	34.6726	35.6202	32.9721	32.8035	31.69	30.0908	32.3392	36.0299	33.0622	31.0694	34.4529	35.464	
-3.50787	12.6488	8.43253	37.9464	25.2976	18.2705	18.3982	17.5137	23.6111	16.369	16.6432	18.0697	12.0988	11.6369	15.4596	13.085	9.38459	8.43253	5.05952	1.36744	0	0	0	0	0	0	0	0	0	0	8.78985	24.0534	29.3131	32.3031	34.5482	34.4634	34.7396	36.9068	36.0912	32.5255	34.7441	28.8892	31.3934	33.4821	34.6025	33.1142	35.0274	35.2262	32.6206	31.948	33.219	29.9313	32.543	33.4892	34.9911	
-3.45776	37.9464	16.8651	17.7083	9.03485	29.5139	21.8479	25.2976	18.5516	17.1131	17.3089	15.0581	14.2986	13.6607	15.9281	11.3403	10.6087	11.4989	4.33673	3.41859	0	0	0	0	0	0	0	0	0	0	10.9337	20.9431	32.927	30.5517	30.3949	33.3635	27.9699	28.2432	31.875	40.4104	32.1824	30.9193	33.9842	32.5892	28.6415	31.1245	31.8305	32.5061	33.6857	34.556	33.3468	34.1894	38.192	30.3571	31.9176	
-3.40765	37.9464	33.7301	30.3571	28.9115	12.6488	20.698	12.6488	21.0813	23.8095	17.3089	19.2744	13.1987	16.1905	9.36948	12.2126	12.2408	8.81583	9.39625	2.39302	0	0	0	0	0	0	0	0	0	0.221909	10.0762	25.7123	32.927	27.8274	32.2827	28.414	29.5732	30.669	30.3571	32.3612	34.1037	32.1685	33.3746	32.1428	31.1132	33.2563	30.5795	32.098	33.5526	33.5128	36.1577	35.5669	36.1043	32.5254	31.7994	
-3.35754	25.2976	46.3789	45.5357	27.1046	25.2976	18.3982	18.4867	16.8651	14.8809	21.3032	21.6837	18.1483	14.1667	11.7118	11.7765	7.75249	9.96572	9.75764	2.05116	0	0	0	0	0	0	0	0	0	0	10.5049	25.0902	25.0968	27.8274	25.864	30.9804	27.7917	30.1492	33.2242	34.661	37.466	36.8533	32.4602	28.7202	35.6202	35.1039	33.0815	31.146	33.6857	32.9912	33.7301	31.3089	31.929	31.8027	32.5087	
-3.30742	50.5952	50.5952	30.3571	23.4906	21.0813	29.8972	19.4597	30.3571	19.3452	28.6262	18.0697	19.7981	15.1786	15.4596	10.468	9.38459	12.6488	6.50509	1.36744	0	0	0	0	0	0	0	0	0	0	10.5049	25.5049	26.3015	25.6868	28.6958	28.7806	28.6825	32.9215	35.5853	29.5686	30.5813	31.3877	31.6982	33.0356	32.4216	32.83	31.8305	35.4982	29.4251	31.948	29.8971	32.6865	32.1746	35.0552	31.3265	
-3.25731	12.6488	12.6488	27.8273	23.4906	14.0542	19.5481	17.5137	19.3948	23.8095	15.3117	21.6837	17.5983	20.744	17.3335	10.0318	13.8729	10.349	7.22788	0.683719	0	0	0	0	0	0	0	0	0	0	7.28914	25.0902	28.7108	29.9679	25.864	24.0144	27.7917	30.3225	29.5139	38.2749	35.0644	34.3547	29.1075	28.1249	31.9855	33.5406	31.9695	29.2418	33.4194	33.3824	32.4525	32.937	32.0518	31.4413	31.0901	
-3.2072	0	4.21627	20.2381	12.6488	30.9193	22.9978	28.2165	21.0813	29.0178	28.6262	22.286	19.2482	18.7202	17.3335	12.6488	11.4247	7.66594	9.03485	1.36744	0	0	0	0	0	0	0	0	0	0	8.36108	27.7859	28.1084	26.076	26.4303	24.1977	21.9127	26.5105	28.6706	34.8253	37.9464	31.7001	29.7171	31.994	30.5316	29.5612	32.3865	33.8661	33.2863	29.7312	35.5188	32.4361	31.5606	32.0436	30.6172	
-3.15709	37.9464	33.7301	30.3571	19.8767	25.2976	20.698	19.4597	21.9246	20.0893	21.969	16.8651	18.6982	15.1786	12.6488	14.8296	11.8327	9.96572	8.67346	2.05116	0	0	0	0	0	0	0	0	0	0	10.5049	18.4548	28.3092	30.1625	24.7312	26.5808	27.0791	28.5898	31.0317	29.0758	35.7048	33.8863	32.003	34.2261	30.8224	28.8506	31.5525	31.69	27.0285	31.6872	30.7915	31.4342	27.9993	33.6096	31.6812	
-3.10697	0	12.6488	7.58928	41.5603	19.6759	28.7473	20.4327	28.6706	23.8095	17.3089	13.2511	21.9979	17.2024	17.802	15.2658	12.2408	13.0321	6.1437	1.36744	0	0	0	0	0	0	0	0	0	0	6.86037	20.7357	28.51	24.7138	28.3182	26.5808	25.6539	33.0948	30.5258	39.0963	35.2245	33.1055	30.3267	31.3987	29.2231	33.3985	31.8305	36.7223	30.4903	32.4696	34.3689	33.1875	31.6834	34.4529	32.9815	
