classification,end,mapping_id,fit_mode,seed_parity,orientation,rotation_index,chirality,linear_determinant,singular_value_minimum,singular_value_maximum,maximum_principal_strain,affine_anisotropy,annulus_center_offset_nm,optimal_axial_gap_nm,lateral_residual_mean_nm,lateral_residual_minimum_nm,lateral_residual_maximum_nm,attachment_bond_mean_nm,attachment_bond_minimum_nm,attachment_bond_maximum_nm,attachment_RMS_deviation_nm,attachment_maximum_deviation_nm,annulus_bond_count,annulus_bond_mean_nm,annulus_bond_minimum_nm,annulus_bond_maximum_nm,annulus_bond_maximum_deviation_nm,attachment_thresholds_pass,annulus_strain_thresholds_pass,annulus_center_threshold_pass,positive_axial_gap_pass,local_preoptimization_pass,similarity_scale
BEST_RIGID,LOWER,LOWER:P0:O1:R1,RIGID,0,1,1,1,1.0000000000000004,1.0,1.0000000000000002,2.220446049250313e-16,1.0000000000000002,9.036268867696523e-16,2e-05,0.3101536558531137,0.1778910370782511,0.4411209479242165,0.31015393366234467,0.17789103782362703,0.44112094822480463,0.19819666938005956,0.2961479482248046,168,0.14497300000000002,0.14497299999999985,0.14497300000000016,1.6653345369377348e-16,False,True,True,True,False,
BEST_SIMILARITY,LOWER,LOWER:P0:O1:R6,SIMILARITY,0,1,6,1,1.1414115784757621,1.0683686528889558,1.068368652888956,0.068368652888956,1.0000000000000002,9.24980234148712e-16,3.0000000000000004e-05,0.2891408974123967,0.1085098055885307,0.45200754781528063,0.2891412161926089,0.10850980877204638,0.4520075485795216,0.19992817292711396,0.3070345485795216,168,0.1548846087152706,0.1548846087152704,0.1548846087152708,0.009911608715270803,False,False,True,True,False,1.0683686528889562
BEST_AFFINE,LOWER,LOWER:P0:O1:R11,AFFINE,0,1,11,0,1.1414115777935216,1.0683425331286993,1.0683947726492136,0.06839477264921356,1.0000488977260515,8.664984659342297e-16,3.0000000000000004e-05,0.28914089631535284,0.10853602227938662,0.45200604517642584,0.28914121510556196,0.10853602546213334,0.45200604594066934,0.19992817174306687,0.3070330459406694,168,0.15488460873841473,0.1548808641471615,0.1548869686212128,0.009913968621212799,False,False,True,True,False,
BEST_RIGID,UPPER,UPPER:P0:O1:R3,RIGID,0,1,3,1,1.0000000000000004,1.0,1.0000000000000004,4.440892098500626e-16,1.0000000000000004,5.212511512021326e-16,2e-05,0.31015365585311366,0.17789103707825116,0.44112094792421663,0.3101539336623446,0.17789103782362709,0.4411209482248047,0.19819666938005956,0.2961479482248047,168,0.14497300000000002,0.14497299999999988,0.14497300000000027,2.7755575615628914e-16,False,True,True,True,False,
BEST_SIMILARITY,UPPER,UPPER:P0:O1:R8,SIMILARITY,0,1,8,1,1.1414115784757628,1.068368652888956,1.0683686528889562,0.06836865288895622,1.0000000000000002,6.233989228634334e-16,3.0000000000000004e-05,0.2891408974123966,0.10850980558853025,0.45200754781528085,0.28914121619260885,0.10850980877204594,0.4520075485795218,0.199928172927114,0.30703454857952184,168,0.15488460871527063,0.15488460871527046,0.1548846087152708,0.009911608715270803,False,False,True,True,False,1.0683686528889564
BEST_AFFINE,UPPER,UPPER:P0:O1:R3,AFFINE,0,1,3,0,1.141411577793522,1.0683425331286993,1.068394772649214,0.06839477264921401,1.000048897726052,6.704856191733177e-16,3.0000000000000004e-05,0.28914089631535267,0.10853602227938602,0.45200604517642556,0.2891412151055619,0.10853602546213274,0.45200604594066907,0.1999281717430669,0.30703304594066905,168,0.15488460873841475,0.15488086414716157,0.1548869686212127,0.009913968621212715,False,False,True,True,False,
