,PYR2,PYR3,PYR4,PYR5
PYR2,0.04974999999999996,0.0,0.0,0.0
PYR3,0.0,0.06574999999999953,0.0,0.0
PYR4,0.0,0.0,0.07275000000000009,0.0
PYR5,0.0,0.0,0.0,-0.18825000000000047
