,PYR2,PYR3,PYR4,PYR5
PYR2,0.0405000000000002,0.0,0.0,0.0
PYR3,0.0,0.05349999999999966,0.0,0.0
PYR4,0.0,0.0,0.06649999999999956,0.0
PYR5,0.0,0.0,0.0,-0.16049999999999986
