metric,value
hbn_atoms,1680
candidate_bonds_lt_0p20nm,2460
degree0_atoms,0
degree1_atoms,60
degree2_atoms,0
degree3_atoms,1620
degree_gt3_atoms,0

atom_i,atom_j,name_i,name_j,elem_i,elem_j,distance_nm
1406,1463,N1406,B1463,N,B,0.14514
1446,1505,N1446,B1505,N,B,0.14514
1450,1507,N1450,B1507,N,B,0.14514
1462,1519,N1462,B1519,N,B,0.14514
1464,1523,N1464,B1523,N,B,0.14514
90,147,N0090,B0147,N,B,0.14514
92,151,N0092,B0151,N,B,0.14514
104,163,N0104,B0163,N,B,0.14514
108,165,N0108,B0165,N,B,0.14514
208,265,N0208,B0265,N,B,0.14514
210,269,N0210,B0269,N,B,0.14514
222,281,N0222,B0281,N,B,0.14514
226,283,N0226,B0283,N,B,0.14514
326,383,N0326,B0383,N,B,0.14514
328,387,N0328,B0387,N,B,0.14514
340,399,N0340,B0399,N,B,0.14514
344,401,N0344,B0401,N,B,0.14514
444,501,N0444,B0501,N,B,0.14514
446,505,N0446,B0505,N,B,0.14514
458,517,N0458,B0517,N,B,0.14514
462,519,N0462,B0519,N,B,0.14514
502,561,N0502,B0561,N,B,0.14514
506,563,N0506,B0563,N,B,0.14514
518,575,N0518,B0575,N,B,0.14514
520,579,N0520,B0579,N,B,0.14514
680,737,N0680,B0737,N,B,0.14514
682,741,N0682,B0741,N,B,0.14514
694,753,N0694,B0753,N,B,0.14514
698,755,N0698,B0755,N,B,0.14514
1034,1091,N1034,B1091,N,B,0.14514
1036,1095,N1036,B1095,N,B,0.14514
1048,1107,N1048,B1107,N,B,0.14514
1052,1109,N1052,B1109,N,B,0.14514
1092,1151,N1092,B1151,N,B,0.14514
1096,1153,N1096,B1153,N,B,0.14514
1108,1165,N1108,B1165,N,B,0.14514
1110,1169,N1110,B1169,N,B,0.14514
1564,1623,N1564,B1623,N,B,0.14514
1568,1625,N1568,B1625,N,B,0.14514
1580,1637,N1580,B1637,N,B,0.14514
1582,1641,N1582,B1641,N,B,0.14514
370,429,N0370,B0429,N,B,0.14524
416,475,N0416,B0475,N,B,0.14524
2,61,N0002,B0061,N,B,0.14524
16,75,N0016,B0075,N,B,0.14524
134,193,N0134,B0193,N,B,0.14524
180,239,N0180,B0239,N,B,0.14524
252,311,N0252,B0311,N,B,0.14524
298,357,N0298,B0357,N,B,0.14524
548,605,N0548,B0605,N,B,0.14524
594,651,N0594,B0651,N,B,0.14524
724,783,N0724,B0783,N,B,0.14524
770,829,N0770,B0829,N,B,0.14524
784,841,N0784,B0841,N,B,0.14524
830,887,N0830,B0887,N,B,0.14524
902,1019,N0902,B1019,N,B,0.14524
948,1005,N0948,B1005,N,B,0.14524
1006,1065,N1006,B1065,N,B,0.14524
1020,1079,N1020,B1079,N,B,0.14524
1242,1301,N1242,B1301,N,B,0.14524
1256,1315,N1256,B1315,N,B,0.14524
1302,1359,N1302,B1359,N,B,0.14524
1316,1373,N1316,B1373,N,B,0.14524
1360,1419,N1360,B1419,N,B,0.14524
1374,1433,N1374,B1433,N,B,0.14524
1538,1595,N1538,B1595,N,B,0.14524
1552,1609,N1552,B1609,N,B,0.14524
606,663,N0606,B0663,N,B,0.14528
608,667,N0608,B0667,N,B,0.14528
650,709,N0650,B0709,N,B,0.14528
654,711,N0654,B0711,N,B,0.14528
842,959,N0842,B0959,N,B,0.14528
844,903,N0844,B0903,N,B,0.14528
886,945,N0886,B0945,N,B,0.14528
890,947,N0890,B0947,N,B,0.14528
1182,1239,N1182,B1239,N,B,0.14528
1184,1243,N1184,B1243,N,B,0.14528
1196,1255,N1196,B1255,N,B,0.14528
1200,1257,N1200,B1257,N,B,0.14528
1418,1475,N1418,B1475,N,B,0.14528
1420,1479,N1420,B1479,N,B,0.14528
1432,1491,N1432,B1491,N,B,0.14528
1436,1493,N1436,B1493,N,B,0.14528
1476,1535,N1476,B1535,N,B,0.14528
1480,1537,N1480,B1537,N,B,0.14528
1492,1549,N1492,B1549,N,B,0.14528
1494,1553,N1494,B1553,N,B,0.14528
62,121,N0062,B0121,N,B,0.14528
74,133,N0074,B0133,N,B,0.14528
78,135,N0078,B0135,N,B,0.14528
120,177,N0120,B0177,N,B,0.14528
192,251,N0192,B0251,N,B,0.14528
196,253,N0196,B0253,N,B,0.14528
238,295,N0238,B0295,N,B,0.14528
240,299,N0240,B0299,N,B,0.14528
310,369,N0310,B0369,N,B,0.14528
314,371,N0314,B0371,N,B,0.14528
356,413,N0356,B0413,N,B,0.14528
358,417,N0358,B0417,N,B,0.14528
428,487,N0428,B0487,N,B,0.14528
432,489,N0432,B0489,N,B,0.14528
474,531,N0474,B0531,N,B,0.14528
476,535,N0476,B0535,N,B,0.14528
488,545,N0488,B0545,N,B,0.14528
490,549,N0490,B0549,N,B,0.14528
532,591,N0532,B0591,N,B,0.14528
536,593,N0536,B0593,N,B,0.14528
664,723,N0664,B0723,N,B,0.14528
668,725,N0668,B0725,N,B,0.14528
710,767,N0710,B0767,N,B,0.14528
712,771,N0712,B0771,N,B,0.14528
1022,1139,N1022,B1139,N,B,0.14528
1064,1121,N1064,B1121,N,B,0.14528
1066,1125,N1066,B1125,N,B,0.14528
1078,1137,N1078,B1137,N,B,0.14528
1122,1181,N1122,B1181,N,B,0.14528
1126,1183,N1126,B1183,N,B,0.14528
1138,1195,N1138,B1195,N,B,0.14528
1140,1199,N1140,B1199,N,B,0.14528
1594,1653,N1594,B1653,N,B,0.14528
1598,1655,N1598,B1655,N,B,0.14528
1610,1667,N1610,B1667,N,B,0.14528
1612,1671,N1612,B1671,N,B,0.14528
386,443,N0386,B0443,N,B,0.14529
402,459,N0402,B0459,N,B,0.14529
32,89,N0032,B0089,N,B,0.14529
48,105,N0048,B0105,N,B,0.14529
150,207,N0150,B0207,N,B,0.14529
166,223,N0166,B0223,N,B,0.14529
268,325,N0268,B0325,N,B,0.14529
284,341,N0284,B0341,N,B,0.14529
562,621,N0562,B0621,N,B,0.14529
578,637,N0578,B0637,N,B,0.14529
740,797,N0740,B0797,N,B,0.14529
756,813,N0756,B0813,N,B,0.14529
798,857,N0798,B0857,N,B,0.14529
814,873,N0814,B0873,N,B,0.14529
916,975,N0916,B0975,N,B,0.14529
932,991,N0932,B0991,N,B,0.14529
976,1033,N0976,B1033,N,B,0.14529
992,1049,N0992,B1049,N,B,0.14529
1212,1269,N1212,B1269,N,B,0.14529
1228,1285,N1228,B1285,N,B,0.14529
1270,1329,N1270,B1329,N,B,0.14529
1286,1345,N1286,B1345,N,B,0.14529
1330,1387,N1330,B1387,N,B,0.14529
1346,1403,N1346,B1403,N,B,0.14529
1506,1565,N1506,B1565,N,B,0.14529
1522,1581,N1522,B1581,N,B,0.14529
602,719,N0602,B0719,N,B,0.14531
658,715,N0658,B0715,N,B,0.14531
894,951,N0894,B0951,N,B,0.14531
898,955,N0898,B0955,N,B,0.14531
1188,1247,N1188,B1247,N,B,0.14531
1192,1251,N1192,B1251,N,B,0.14531
1424,1483,N1424,B1483,N,B,0.14531
1428,1487,N1428,B1487,N,B,0.14531
1484,1541,N1484,B1541,N,B,0.14531
1488,1545,N1488,B1545,N,B,0.14531
66,125,N0066,B0125,N,B,0.14531
70,129,N0070,B0129,N,B,0.14531
184,243,N0184,B0243,N,B,0.14531
188,247,N0188,B0247,N,B,0.14531
302,361,N0302,B0361,N,B,0.14531
306,365,N0306,B0365,N,B,0.14531
424,483,N0424,B0483,N,B,0.14531
480,539,N0480,B0539,N,B,0.14531
484,541,N0484,B0541,N,B,0.14531
540,597,N0540,B0597,N,B,0.14531
716,775,N0716,B0775,N,B,0.14531
720,779,N0720,B0779,N,B,0.14531
1070,1129,N1070,B1129,N,B,0.14531
1074,1133,N1074,B1133,N,B,0.14531
1130,1187,N1130,B1187,N,B,0.14531
1134,1191,N1134,B1191,N,B,0.14531
1602,1659,N1602,B1659,N,B,0.14531
1606,1663,N1606,B1663,N,B,0.14531
618,675,N0618,B0675,N,B,0.14533
626,685,N0626,B0685,N,B,0.14533
632,691,N0632,B0691,N,B,0.14533
642,699,N0642,B0699,N,B,0.14533
854,911,N0854,B0911,N,B,0.14533
862,921,N0862,B0921,N,B,0.14533
868,927,N0868,B0927,N,B,0.14533
878,935,N0878,B0935,N,B,0.14533
1148,1207,N1148,B1207,N,B,0.14533
1158,1215,N1158,B1215,N,B,0.14533
1164,1221,N1164,B1221,N,B,0.14533
1172,1231,N1172,B1231,N,B,0.14533
1384,1443,N1384,B1443,N,B,0.14533
1394,1451,N1394,B1451,N,B,0.14533
1400,1457,N1400,B1457,N,B,0.14533
1408,1467,N1408,B1467,N,B,0.14533
1444,1501,N1444,B1501,N,B,0.14533
1452,1511,N1452,B1511,N,B,0.14533
1458,1517,N1458,B1517,N,B,0.14533
1468,1525,N1468,B1525,N,B,0.14533
602,661,N0602,B0661,N,B,0.14533
612,669,N0612,B0669,N,B,0.14533
648,705,N0648,B0705,N,B,0.14533
656,715,N0656,B0715,N,B,0.14533
848,905,N0848,B0905,N,B,0.14533
884,941,N0884,B0941,N,B,0.14533
892,951,N0892,B0951,N,B,0.14533
898,957,N0898,B0957,N,B,0.14533
1142,1201,N1142,B1201,N,B,0.14533
1178,1237,N1178,B1237,N,B,0.14533
1188,1245,N1188,B1245,N,B,0.14533
1194,1251,N1194,B1251,N,B,0.14533
1414,1473,N1414,B1473,N,B,0.14533
1424,1481,N1424,B1481,N,B,0.14533
1430,1487,N1430,B1487,N,B,0.14533
1438,1497,N1438,B1497,N,B,0.14533
1474,1531,N1474,B1531,N,B,0.14533
1482,1541,N1482,B1541,N,B,0.14533
1488,1547,N1488,B1547,N,B,0.14533
1498,1555,N1498,B1555,N,B,0.14533
86,145,N0086,B0145,N,B,0.14533
96,153,N0096,B0153,N,B,0.14533
102,159,N0102,B0159,N,B,0.14533
110,169,N0110,B0169,N,B,0.14533
204,263,N0204,B0263,N,B,0.14533
214,271,N0214,B0271,N,B,0.14533
220,277,N0220,B0277,N,B,0.14533
228,287,N0228,B0287,N,B,0.14533
322,381,N0322,B0381,N,B,0.14533
332,389,N0332,B0389,N,B,0.14533
338,395,N0338,B0395,N,B,0.14533
346,405,N0346,B0405,N,B,0.14533
66,123,N0066,B0123,N,B,0.14533
72,129,N0072,B0129,N,B,0.14533
80,139,N0080,B0139,N,B,0.14533
116,175,N0116,B0175,N,B,0.14533
184,241,N0184,B0241,N,B,0.14533
190,247,N0190,B0247,N,B,0.14533
198,257,N0198,B0257,N,B,0.14533
234,293,N0234,B0293,N,B,0.14533
302,419,N0302,B0419,N,B,0.14533
308,365,N0308,B0365,N,B,0.14533
316,375,N0316,B0375,N,B,0.14533
352,411,N0352,B0411,N,B,0.14533
440,499,N0440,B0499,N,B,0.14533
450,507,N0450,B0507,N,B,0.14533
456,513,N0456,B0513,N,B,0.14533
464,523,N0464,B0523,N,B,0.14533
500,557,N0500,B0557,N,B,0.14533
508,567,N0508,B0567,N,B,0.14533
514,573,N0514,B0573,N,B,0.14533
524,581,N0524,B0581,N,B,0.14533
676,735,N0676,B0735,N,B,0.14533
686,743,N0686,B0743,N,B,0.14533
692,749,N0692,B0749,N,B,0.14533
700,759,N0700,B0759,N,B,0.14533
1030,1089,N1030,B1089,N,B,0.14533
1040,1097,N1040,B1097,N,B,0.14533
1046,1103,N1046,B1103,N,B,0.14533
1054,1113,N1054,B1113,N,B,0.14533
1090,1147,N1090,B1147,N,B,0.14533
1098,1157,N1098,B1157,N,B,0.14533
1104,1163,N1104,B1163,N,B,0.14533
1114,1171,N1114,B1171,N,B,0.14533
1562,1679,N1562,B1679,N,B,0.14533
1570,1629,N1570,B1629,N,B,0.14533
1576,1635,N1576,B1635,N,B,0.14533
1586,1643,N1586,B1643,N,B,0.14533
426,483,N0426,B0483,N,B,0.14533
434,493,N0434,B0493,N,B,0.14533
470,529,N0470,B0529,N,B,0.14533
480,537,N0480,B0537,N,B,0.14533
484,543,N0484,B0543,N,B,0.14533
494,551,N0494,B0551,N,B,0.14533
530,587,N0530,B0587,N,B,0.14533
538,597,N0538,B0597,N,B,0.14533
662,779,N0662,B0779,N,B,0.14533
670,729,N0670,B0729,N,B,0.14533
706,765,N0706,B0765,N,B,0.14533
716,773,N0716,B0773,N,B,0.14533
1024,1083,N1024,B1083,N,B,0.14533
1060,1119,N1060,B1119,N,B,0.14533
1070,1127,N1070,B1127,N,B,0.14533
1076,1133,N1076,B1133,N,B,0.14533
1084,1141,N1084,B1141,N,B,0.14533
1120,1177,N1120,B1177,N,B,0.14533
1128,1187,N1128,B1187,N,B,0.14533
1134,1193,N1134,B1193,N,B,0.14533
1592,1649,N1592,B1649,N,B,0.14533
1600,1659,N1600,B1659,N,B,0.14533
1606,1665,N1606,B1665,N,B,0.14533
1616,1673,N1616,B1673,N,B,0.14533
630,687,N0630,B0687,N,B,0.14550
866,923,N0866,B0923,N,B,0.14550
1160,1219,N1160,B1219,N,B,0.14550
1396,1455,N1396,B1455,N,B,0.14550
1456,1513,N1456,B1513,N,B,0.14550
98,157,N0098,B0157,N,B,0.14550
216,275,N0216,B0275,N,B,0.14550
334,393,N0334,B0393,N,B,0.14550
452,511,N0452,B0511,N,B,0.14550
512,569,N0512,B0569,N,B,0.14550
688,747,N0688,B0747,N,B,0.14550
1042,1101,N1042,B1101,N,B,0.14550
1102,1159,N1102,B1159,N,B,0.14550
1574,1631,N1574,B1631,N,B,0.14550
658,717,N0658,B0717,N,B,0.14551
660,719,N0660,B0719,N,B,0.14551
894,953,N0894,B0953,N,B,0.14551
896,955,N0896,B0955,N,B,0.14551
1190,1247,N1190,B1247,N,B,0.14551
1192,1249,N1192,B1249,N,B,0.14551
1426,1483,N1426,B1483,N,B,0.14551
1428,1485,N1428,B1485,N,B,0.14551
1484,1543,N1484,B1543,N,B,0.14551
1486,1545,N1486,B1545,N,B,0.14551
68,125,N0068,B0125,N,B,0.14551
70,127,N0070,B0127,N,B,0.14551
186,243,N0186,B0243,N,B,0.14551
188,245,N0188,B0245,N,B,0.14551
304,361,N0304,B0361,N,B,0.14551
306,363,N0306,B0363,N,B,0.14551
616,673,N0616,B0673,N,B,0.14551
644,701,N0644,B0701,N,B,0.14551
852,909,N0852,B0909,N,B,0.14551
880,937,N0880,B0937,N,B,0.14551
1146,1205,N1146,B1205,N,B,0.14551
1174,1233,N1174,B1233,N,B,0.14551
1382,1441,N1382,B1441,N,B,0.14551
1410,1469,N1410,B1469,N,B,0.14551
1442,1559,N1442,B1559,N,B,0.14551
1470,1527,N1470,B1527,N,B,0.14551
84,143,N0084,B0143,N,B,0.14551
112,171,N0112,B0171,N,B,0.14551
202,261,N0202,B0261,N,B,0.14551
230,289,N0230,B0289,N,B,0.14551
320,379,N0320,B0379,N,B,0.14551
348,407,N0348,B0407,N,B,0.14551
422,539,N0422,B0539,N,B,0.14551
424,481,N0424,B0481,N,B,0.14551
482,541,N0482,B0541,N,B,0.14551
540,599,N0540,B0599,N,B,0.14551
718,775,N0718,B0775,N,B,0.14551
720,777,N0720,B0777,N,B,0.14551
1072,1129,N1072,B1129,N,B,0.14551
1074,1131,N1074,B1131,N,B,0.14551
1130,1189,N1130,B1189,N,B,0.14551
1132,1191,N1132,B1191,N,B,0.14551
1602,1661,N1602,B1661,N,B,0.14551
1604,1663,N1604,B1663,N,B,0.14551
438,497,N0438,B0497,N,B,0.14551
466,525,N0466,B0525,N,B,0.14551
498,555,N0498,B0555,N,B,0.14551
526,583,N0526,B0583,N,B,0.14551
674,733,N0674,B0733,N,B,0.14551
702,761,N0702,B0761,N,B,0.14551
1028,1087,N1028,B1087,N,B,0.14551
1056,1115,N1056,B1115,N,B,0.14551
1088,1145,N1088,B1145,N,B,0.14551
1116,1173,N1116,B1173,N,B,0.14551
1588,1645,N1588,B1645,N,B,0.14551
1620,1677,N1620,B1677,N,B,0.14551
376,435,N0376,B0435,N,B,0.14554
410,469,N0410,B0469,N,B,0.14554
22,81,N0022,B0081,N,B,0.14554
56,115,N0056,B0115,N,B,0.14554
140,199,N0140,B0199,N,B,0.14554
174,233,N0174,B0233,N,B,0.14554
258,317,N0258,B0317,N,B,0.14554
292,351,N0292,B0351,N,B,0.14554
554,611,N0554,B0611,N,B,0.14554
588,645,N0588,B0645,N,B,0.14554
730,789,N0730,B0789,N,B,0.14554
764,823,N0764,B0823,N,B,0.14554
790,847,N0790,B0847,N,B,0.14554
824,881,N0824,B0881,N,B,0.14554
908,965,N0908,B0965,N,B,0.14554
942,999,N0942,B0999,N,B,0.14554
966,1025,N0966,B1025,N,B,0.14554
1000,1059,N1000,B1059,N,B,0.14554
1202,1261,N1202,B1261,N,B,0.14554
1236,1295,N1236,B1295,N,B,0.14554
1262,1379,N1262,B1379,N,B,0.14554
1296,1353,N1296,B1353,N,B,0.14554
1354,1413,N1354,B1413,N,B,0.14554
1380,1439,N1380,B1439,N,B,0.14554
1532,1589,N1532,B1589,N,B,0.14554
1558,1615,N1558,B1615,N,B,0.14554
628,685,N0628,B0685,N,B,0.14556
632,689,N0632,B0689,N,B,0.14556
864,921,N0864,B0921,N,B,0.14556
868,925,N0868,B0925,N,B,0.14556
1158,1217,N1158,B1217,N,B,0.14556
1162,1221,N1162,B1221,N,B,0.14556
1394,1453,N1394,B1453,N,B,0.14556
1398,1457,N1398,B1457,N,B,0.14556
1454,1511,N1454,B1511,N,B,0.14556
1458,1515,N1458,B1515,N,B,0.14556
96,155,N0096,B0155,N,B,0.14556
100,159,N0100,B0159,N,B,0.14556
214,273,N0214,B0273,N,B,0.14556
218,277,N0218,B0277,N,B,0.14556
332,391,N0332,B0391,N,B,0.14556
336,395,N0336,B0395,N,B,0.14556
450,509,N0450,B0509,N,B,0.14556
454,513,N0454,B0513,N,B,0.14556
510,567,N0510,B0567,N,B,0.14556
514,571,N0514,B0571,N,B,0.14556
686,745,N0686,B0745,N,B,0.14556
690,749,N0690,B0749,N,B,0.14556
1040,1099,N1040,B1099,N,B,0.14556
1044,1103,N1044,B1103,N,B,0.14556
1100,1157,N1100,B1157,N,B,0.14556
1104,1161,N1104,B1161,N,B,0.14556
1572,1629,N1572,B1629,N,B,0.14556
1576,1633,N1576,B1633,N,B,0.14556
606,665,N0606,B0665,N,B,0.14574
652,711,N0652,B0711,N,B,0.14574
842,901,N0842,B0901,N,B,0.14574
888,947,N0888,B0947,N,B,0.14574
1184,1241,N1184,B1241,N,B,0.14574
1198,1255,N1198,B1255,N,B,0.14574
1420,1477,N1420,B1477,N,B,0.14574
1434,1491,N1434,B1491,N,B,0.14574
1478,1537,N1478,B1537,N,B,0.14574
1492,1551,N1492,B1551,N,B,0.14574
62,179,N0062,B0179,N,B,0.14574
76,133,N0076,B0133,N,B,0.14574
194,251,N0194,B0251,N,B,0.14574
240,297,N0240,B0297,N,B,0.14574
312,369,N0312,B0369,N,B,0.14574
358,415,N0358,B0415,N,B,0.14574
430,487,N0430,B0487,N,B,0.14574
476,533,N0476,B0533,N,B,0.14574
488,547,N0488,B0547,N,B,0.14574
534,593,N0534,B0593,N,B,0.14574
666,723,N0666,B0723,N,B,0.14574
712,769,N0712,B0769,N,B,0.14574
1066,1123,N1066,B1123,N,B,0.14574
1080,1137,N1080,B1137,N,B,0.14574
1124,1183,N1124,B1183,N,B,0.14574
1138,1197,N1138,B1197,N,B,0.14574
1596,1655,N1596,B1655,N,B,0.14574
1610,1669,N1610,B1669,N,B,0.14574
622,679,N0622,B0679,N,B,0.14579
638,695,N0638,B0695,N,B,0.14579
858,915,N0858,B0915,N,B,0.14579
874,931,N0874,B0931,N,B,0.14579
1152,1211,N1152,B1211,N,B,0.14579
1168,1227,N1168,B1227,N,B,0.14579
1388,1447,N1388,B1447,N,B,0.14579
1404,1463,N1404,B1463,N,B,0.14579
1448,1505,N1448,B1505,N,B,0.14579
1464,1521,N1464,B1521,N,B,0.14579
90,149,N0090,B0149,N,B,0.14579
106,165,N0106,B0165,N,B,0.14579
208,267,N0208,B0267,N,B,0.14579
224,283,N0224,B0283,N,B,0.14579
326,385,N0326,B0385,N,B,0.14579
342,401,N0342,B0401,N,B,0.14579
444,503,N0444,B0503,N,B,0.14579
460,519,N0460,B0519,N,B,0.14579
504,561,N0504,B0561,N,B,0.14579
520,577,N0520,B0577,N,B,0.14579
680,739,N0680,B0739,N,B,0.14579
696,755,N0696,B0755,N,B,0.14579
1034,1093,N1034,B1093,N,B,0.14579
1050,1109,N1050,B1109,N,B,0.14579
1094,1151,N1094,B1151,N,B,0.14579
1110,1167,N1110,B1167,N,B,0.14579
1566,1623,N1566,B1623,N,B,0.14579
1582,1639,N1582,B1639,N,B,0.14579
781,782,B0781,N0782,B,N,0.14600
783,784,B0783,N0784,B,N,0.14600
785,786,B0785,N0786,B,N,0.14600
787,788,B0787,N0788,B,N,0.14600
789,790,B0789,N0790,B,N,0.14600
791,792,B0791,N0792,B,N,0.14600
793,794,B0793,N0794,B,N,0.14600
795,796,B0795,N0796,B,N,0.14600
797,798,B0797,N0798,B,N,0.14600
799,800,B0799,N0800,B,N,0.14600
801,802,B0801,N0802,B,N,0.14600
803,804,B0803,N0804,B,N,0.14600
805,806,B0805,N0806,B,N,0.14600
807,808,B0807,N0808,B,N,0.14600
809,810,B0809,N0810,B,N,0.14600
811,812,B0811,N0812,B,N,0.14600
813,814,B0813,N0814,B,N,0.14600
815,816,B0815,N0816,B,N,0.14600
817,818,B0817,N0818,B,N,0.14600
819,820,B0819,N0820,B,N,0.14600
821,822,B0821,N0822,B,N,0.14600
823,824,B0823,N0824,B,N,0.14600
825,826,B0825,N0826,B,N,0.14600
827,828,B0827,N0828,B,N,0.14600
829,830,B0829,N0830,B,N,0.14600
831,832,B0831,N0832,B,N,0.14600
833,834,B0833,N0834,B,N,0.14600
835,836,B0835,N0836,B,N,0.14600
837,838,B0837,N0838,B,N,0.14600
839,840,B0839,N0840,B,N,0.14600
1261,1262,B1261,N1262,B,N,0.14600
1263,1264,B1263,N1264,B,N,0.14600
1265,1266,B1265,N1266,B,N,0.14600
1267,1268,B1267,N1268,B,N,0.14600
1269,1270,B1269,N1270,B,N,0.14600
1271,1272,B1271,N1272,B,N,0.14600
1273,1274,B1273,N1274,B,N,0.14600
1275,1276,B1275,N1276,B,N,0.14600
1277,1278,B1277,N1278,B,N,0.14600
1279,1280,B1279,N1280,B,N,0.14600
1281,1282,B1281,N1282,B,N,0.14600
1283,1284,B1283,N1284,B,N,0.14600
1285,1286,B1285,N1286,B,N,0.14600
1287,1288,B1287,N1288,B,N,0.14600
1289,1290,B1289,N1290,B,N,0.14600
1291,1292,B1291,N1292,B,N,0.14600
1293,1294,B1293,N1294,B,N,0.14600
1295,1296,B1295,N1296,B,N,0.14600
1297,1298,B1297,N1298,B,N,0.14600
1299,1300,B1299,N1300,B,N,0.14600
1301,1302,B1301,N1302,B,N,0.14600
1303,1304,B1303,N1304,B,N,0.14600
1305,1306,B1305,N1306,B,N,0.14600
1307,1308,B1307,N1308,B,N,0.14600
1309,1310,B1309,N1310,B,N,0.14600
1311,1312,B1311,N1312,B,N,0.14600
1313,1314,B1313,N1314,B,N,0.14600
1315,1316,B1315,N1316,B,N,0.14600
1317,1318,B1317,N1318,B,N,0.14600
1319,1320,B1319,N1320,B,N,0.14600
612,671,N0612,B0671,N,B,0.14603
646,705,N0646,B0705,N,B,0.14603
848,907,N0848,B0907,N,B,0.14603
882,941,N0882,B0941,N,B,0.14603
1144,1201,N1144,B1201,N,B,0.14603
1178,1235,N1178,B1235,N,B,0.14603
1414,1471,N1414,B1471,N,B,0.14603
1440,1497,N1440,B1497,N,B,0.14603
1472,1531,N1472,B1531,N,B,0.14603
1498,1557,N1498,B1557,N,B,0.14603
82,139,N0082,B0139,N,B,0.14603
116,173,N0116,B0173,N,B,0.14603
200,257,N0200,B0257,N,B,0.14603
234,291,N0234,B0291,N,B,0.14603
318,375,N0318,B0375,N,B,0.14603
352,409,N0352,B0409,N,B,0.14603
436,493,N0436,B0493,N,B,0.14603
470,527,N0470,B0527,N,B,0.14603
494,553,N0494,B0553,N,B,0.14603
528,587,N0528,B0587,N,B,0.14603
672,729,N0672,B0729,N,B,0.14603
706,763,N0706,B0763,N,B,0.14603
1026,1083,N1026,B1083,N,B,0.14603
1060,1117,N1060,B1117,N,B,0.14603
1084,1143,N1084,B1143,N,B,0.14603
1118,1177,N1118,B1177,N,B,0.14603
1590,1649,N1590,B1649,N,B,0.14603
1616,1675,N1616,B1675,N,B,0.14603
