mapping_id,bridge_atoms_per_attachment,attachments_per_end,end,seed_element,bridge_element_sequence,annulus_endpoint_element,seed_parity,orientation,rotation,endpoint_pairs_evaluated,all_endpoint_pairs_locally_feasible,mapping_geometrically_feasible,interbridge_clashes,minimum_interbridge_clearance_nm,minimum_angle_deg,maximum_bond_deviation_nm,minimum_local_clearance_nm,seed_nodes,annulus_nodes
M4:LOWER:P0:O1:R0,4,15,LOWER,N,B-N-B-N,B,0,1,0,1,False,False,-1,0.0,39.691182061326025,0.0526531815903539,0.1249796463197066,S:1680 | S:1682 | S:1684 | S:1686 | S:1688 | S:1690 | S:1692 | S:1694 | S:1696 | S:1698 | S:1700 | S:1702 | S:1704 | S:1706 | S:1708,A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5
M4:LOWER:P1:O1:R6,4,15,LOWER,N,B-N-B-N,B,1,1,6,1,False,False,-1,0.0,44.70025566762738,0.3188096714705283,0.1405793910557397,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4
M4:LOWER:P1:O1:R7,4,15,LOWER,N,B-N-B-N,B,1,1,7,1,False,False,-1,0.0,50.02395749427874,0.3035786587362046,0.14007481984245113,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2
M4:LOWER:P1:O1:R8,4,15,LOWER,N,B-N-B-N,B,1,1,8,1,False,False,-1,0.0,47.38348736686871,0.2919769837507199,0.1365826973356881,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0
M4:LOWER:P1:O1:R9,4,15,LOWER,N,B-N-B-N,B,1,1,9,1,False,False,-1,0.0,60.96576463245793,0.29260990591699043,0.1127664504188022,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2
M4:LOWER:P1:O1:R10,4,15,LOWER,N,B-N-B-N,B,1,1,10,1,False,False,-1,0.0,37.40142415426887,0.11428150813083107,0.11248009180904359,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4
M4:LOWER:P1:O1:R11,4,15,LOWER,N,B-N-B-N,B,1,1,11,1,False,False,-1,0.0,44.95534168533154,0.06513465145127573,0.12887226784286568,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9
M4:LOWER:P1:O1:R12,4,15,LOWER,N,B-N-B-N,B,1,1,12,1,False,False,-1,0.0,46.82942331262195,0.014853751467018866,0.12175446980419534,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:7:-7 | A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8
M4:LOWER:P1:O1:R13,4,15,LOWER,N,B-N-B-N,B,1,1,13,3,False,False,-1,0.0,45.183804482403566,0.2394376104630284,0.1422370662087369,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:10:-6 | A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7
M4:LOWER:P1:O1:R14,4,15,LOWER,N,B-N-B-N,B,1,1,14,2,False,False,-1,0.0,44.18913921928023,0.17416963035597346,0.12411415575794593,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:13:-5 | A:LOWER:13:5 | A:LOWER:10:6 | A:LOWER:7:7 | A:LOWER:4:8 | A:LOWER:1:9 | A:LOWER:-14:4 | A:LOWER:-14:2 | A:LOWER:-14:0 | A:LOWER:-14:-2 | A:LOWER:-14:-4 | A:LOWER:1:-9 | A:LOWER:4:-8 | A:LOWER:7:-7 | A:LOWER:10:-6
M4:LOWER:P1:O-1:R0,4,15,LOWER,N,B-N-B-N,B,1,-1,0,1,False,False,-1,0.0,29.875781715280517,0.09827120698517725,0.12109874512779818,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6
M4:LOWER:P1:O-1:R1,4,15,LOWER,N,B-N-B-N,B,1,-1,1,1,False,False,-1,0.0,20.979030885897927,0.12789778232068147,0.12293208112768511,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7
M4:LOWER:P1:O-1:R2,4,15,LOWER,N,B-N-B-N,B,1,-1,2,1,False,False,-1,0.0,6.187977191074336,0.16597929466651726,0.12244873375518643,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8
M4:LOWER:P1:O-1:R3,4,15,LOWER,N,B-N-B-N,B,1,-1,3,1,False,False,-1,0.0,17.14970409749932,0.20379661983532368,0.1289959011253891,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9
M4:LOWER:P1:O-1:R4,4,15,LOWER,N,B-N-B-N,B,1,-1,4,1,False,False,-1,0.0,16.84775026135766,0.25067927928440037,0.12955624325342296,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4
M4:LOWER:P1:O-1:R5,4,15,LOWER,N,B-N-B-N,B,1,-1,5,1,False,False,-1,0.0,40.219521928666865,0.33640480603754697,0.13416642805037762,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2
M4:LOWER:P1:O-1:R6,4,15,LOWER,N,B-N-B-N,B,1,-1,6,1,False,False,-1,0.0,44.70025566762738,0.3188096714705283,0.1405793910557397,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0
M4:LOWER:P1:O-1:R7,4,15,LOWER,N,B-N-B-N,B,1,-1,7,1,False,False,-1,0.0,50.02395749427874,0.3035786587362046,0.14007481984245113,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2
M4:LOWER:P1:O-1:R8,4,15,LOWER,N,B-N-B-N,B,1,-1,8,1,False,False,-1,0.0,47.38348736686871,0.2919769837507199,0.1365826973356881,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4
M4:LOWER:P1:O-1:R9,4,15,LOWER,N,B-N-B-N,B,1,-1,9,1,False,False,-1,0.0,60.96576463245793,0.29260990591699043,0.1127664504188022,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9
M4:LOWER:P1:O-1:R10,4,15,LOWER,N,B-N-B-N,B,1,-1,10,1,False,False,-1,0.0,37.40142415426887,0.11428150813083107,0.11248009180904359,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8
M4:LOWER:P1:O-1:R11,4,15,LOWER,N,B-N-B-N,B,1,-1,11,1,False,False,-1,0.0,44.95534168533154,0.06513465145127573,0.12887226784286568,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7
M4:LOWER:P1:O-1:R12,4,15,LOWER,N,B-N-B-N,B,1,-1,12,1,False,False,-1,0.0,46.82942331262195,0.014853751467018866,0.12175446980419534,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5 | A:LOWER:10:-6
M4:LOWER:P1:O-1:R13,4,15,LOWER,N,B-N-B-N,B,1,-1,13,5,False,False,-1,0.0,41.49379728196591,0.009646304303435077,0.1063870657663201,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5 | A:LOWER:13:-5
M4:LOWER:P1:O-1:R14,4,15,LOWER,N,B-N-B-N,B,1,-1,14,5,False,False,-1,0.0,41.695843281517355,0.009632075878339752,0.10687230229885239,S:1681 | S:1683 | S:1685 | S:1687 | S:1689 | S:1691 | S:1693 | S:1695 | S:1697 | S:1699 | S:1701 | S:1703 | S:1705 | S:1707 | S:1709,A:LOWER:13:-5 | A:LOWER:10:-6 | A:LOWER:7:-7 | A:LOWER:4:-8 | A:LOWER:1:-9 | A:LOWER:-14:-4 | A:LOWER:-14:-2 | A:LOWER:-14:0 | A:LOWER:-14:2 | A:LOWER:-14:4 | A:LOWER:1:9 | A:LOWER:4:8 | A:LOWER:7:7 | A:LOWER:10:6 | A:LOWER:13:5
M4:UPPER:P0:O1:R0,4,15,UPPER,B,N-B-N-B,N,0,1,0,2,False,False,-1,0.0,28.25706867607836,0.09266368193924174,0.12340087453924202,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5
M4:UPPER:P0:O1:R1,4,15,UPPER,B,N-B-N-B,N,0,1,1,1,False,False,-1,0.0,39.37590541262253,0.010489664947924915,0.10151524847239288,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5
M4:UPPER:P0:O1:R2,4,15,UPPER,B,N-B-N-B,N,0,1,2,1,False,False,-1,0.0,39.10057999092114,0.05721077296902982,0.12437748890390354,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6
M4:UPPER:P0:O1:R3,4,15,UPPER,B,N-B-N-B,N,0,1,3,1,False,False,-1,0.0,30.278856643981573,0.1059551055441372,0.12719654227710314,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7
M4:UPPER:P0:O1:R4,4,15,UPPER,B,N-B-N-B,N,0,1,4,1,False,False,-1,0.0,18.28473029473951,0.1539949970072099,0.12920504267339705,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8
M4:UPPER:P0:O1:R5,4,15,UPPER,B,N-B-N-B,N,0,1,5,1,False,False,-1,0.0,50.19054666627681,0.3122372032394173,0.13193534136419316,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9
M4:UPPER:P0:O1:R6,4,15,UPPER,B,N-B-N-B,N,0,1,6,1,False,False,-1,0.0,61.05664496662835,0.3047377965318194,0.11156431243292333,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4
M4:UPPER:P0:O1:R7,4,15,UPPER,B,N-B-N-B,N,0,1,7,1,False,False,-1,0.0,49.31579688510448,0.3075213318403246,0.1341679116442694,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2
M4:UPPER:P0:O1:R8,4,15,UPPER,B,N-B-N-B,N,0,1,8,1,False,False,-1,0.0,48.54720323750134,0.3159119380927322,0.14059588694016714,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0
M4:UPPER:P0:O1:R9,4,15,UPPER,B,N-B-N-B,N,0,1,9,1,False,False,-1,0.0,41.92749796902248,0.3342792826015334,0.14004287634867432,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:-14:-4 | A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2
M4:UPPER:P0:O1:R10,4,15,UPPER,B,N-B-N-B,N,0,1,10,1,False,False,-1,0.0,18.288531534040576,0.22410921349216542,0.14009106807105362,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:1:-9 | A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4
M4:UPPER:P0:O1:R11,4,15,UPPER,B,N-B-N-B,N,0,1,11,1,False,False,-1,0.0,12.820073940239938,0.17505466934957117,0.14201097995026515,S:1710 | S:1712 | S:1714 | S:1716 | S:1718 | S:1720 | S:1722 | S:1724 | S:1726 | S:1728 | S:1730 | S:1732 | S:1734 | S:1736 | S:1738,A:UPPER:4:-8 | A:UPPER:7:-7 | A:UPPER:10:-6 | A:UPPER:13:-5 | A:UPPER:13:5 | A:UPPER:10:6 | A:UPPER:7:7 | A:UPPER:4:8 | A:UPPER:1:9 | A:UPPER:-14:4 | A:UPPER:-14:2 | A:UPPER:-14:0 | A:UPPER:-14:-2 | A:UPPER:-14:-4 | A:UPPER:1:-9
