gamma_phi_ps_inv,dephasing_time_ps,frame,snapshot_time_ps,initial_state,minimum_survival_probability,time_of_minimum_survival_ps,time_average_survival_probability,final_survival_probability,time_integrated_l1_coherence,maximum_trace_error,maximum_sampled_hermiticity_error,minimum_sampled_density_eigenvalue,maximum_population_PYR2_bright,time_of_maximum_PYR2_bright_ps,time_average_PYR2_bright,final_population_PYR2_bright,maximum_population_PYR3_bright,time_of_maximum_PYR3_bright_ps,time_average_PYR3_bright,final_population_PYR3_bright,maximum_population_PYR4_bright,time_of_maximum_PYR4_bright_ps,time_average_PYR4_bright,final_population_PYR4_bright,maximum_population_PYR5_bright,time_of_maximum_PYR5_bright_ps,time_average_PYR5_bright,final_population_PYR5_bright
0.0,inf,6,30.0,PYR3_bright,0.7388201286791163,5.73,0.8678085438898848,0.8321861397970598,16.273235544351326,9.547933883205038e-15,9.163983486385581e-15,-3.714841846734747e-15,0.02647717360257447,4.4,0.011452864442228573,0.00044875176110848716,1.0,0.0,0.8678085438898848,0.8321861397970598,0.24245451636090237,5.73,0.12073632839702725,0.16736382873386982,5.794497073414567e-06,8.39,2.263270863284335e-06,1.279707963306751e-06
0.0,inf,6,30.0,PYR4_bright,0.7527903483186333,10.14,0.875465371007129,0.8257468736789826,14.597780943302968,4.2199436408066314e-15,5.483513801007495e-14,-2.194229252229023e-14,0.00977249547392873,10.13,0.0037575612334971578,0.006862268432429585,0.242454516360901,5.73,0.12073632839702535,0.16736382873386496,1.0,0.0,0.875465371007129,0.8257468736789826,8.316284845965532e-05,6.15,4.073936234838841e-05,2.7029154723067855e-05
0.0,inf,6,30.0,PYR5_bright,0.9999132762076846,8.77,0.999956629366536,0.9999708805456693,0.3077812671176587,1.4433452995411917e-14,5.310788481704e-14,-2.7220451015951326e-15,1.0312562195861272e-06,15.47,3.680002608873835e-07,8.105916565683717e-07,5.794497073476217e-06,8.39,2.2632708633248023e-06,1.2797079634717804e-06,8.316284845979289e-05,6.15,4.0739362348330225e-05,2.702915472278657e-05,1.0,0.0,0.999956629366536,0.9999708805456693
0.0,inf,7,35.0,PYR2_bright,0.993371296786738,16.78,0.9966895772168474,0.9955775676848149,2.88446481276306,6.9944108363933325e-15,6.982058802270739e-15,-7.269615253049637e-16,1.0,0.0,0.9966895772168474,0.9955775676848149,0.005137538810578122,18.650000000000002,0.002497870895495999,0.003395394162792412,0.0017731450290698,16.78,0.000812449800353438,0.0010269513033799517,2.9231557039891317e-07,2.49,1.0208730032632524e-07,8.684900941439744e-08
0.0,inf,7,35.0,PYR3_bright,0.9842042698106248,5.8,0.9920972940399541,0.9964349870995883,4.6141330988443325,6.217253452088678e-15,2.914941085936553e-15,-2.781181001743483e-15,0.005137538810578079,18.650000000000002,0.002497870895495959,0.0033953941627923668,1.0,0.0,0.9920972940399541,0.9964349870995883,0.010960390640579454,8.48,0.005402094789468827,0.00016574826006157754,6.51034248297502e-06,7.41,2.7402750784297047e-06,3.870477554691835e-06
0.0,inf,7,35.0,PYR4_bright,0.9874943732775128,8.48,0.9937395260718319,0.9987331017959403,3.996418572355856,8.217051247012495e-15,5.5489542916672546e-14,-9.585367342969023e-15,0.001773145029069798,16.78,0.0008124498003534376,0.0010269513033799446,0.010960390640579479,8.48,0.0054020947894688875,0.00016574826006176432,1.0,0.0,0.9937395260718319,0.9987331017959403,9.315116843094262e-05,18.92,4.592933834904167e-05,7.419864062109569e-05
0.0,inf,7,35.0,PYR5_bright,0.9999025114158187,18.92,0.9999512282992737,0.9999218440328138,0.31681357953124756,9.3283330530705e-15,3.5080491041063625e-14,-1.6651604462439377e-15,2.9231557039670464e-07,2.49,1.0208730032497968e-07,8.684900941224952e-08,6.510342482963577e-06,7.41,2.740275078417318e-06,3.870477554682961e-06,9.315116843099547e-05,18.92,4.592933834904414e-05,7.419864062153704e-05,1.0,0.0,0.9999512282992737,0.9999218440328138
0.0,inf,8,40.0,PYR2_bright,0.8573865461410519,8.52,0.9283255700332059,0.9083811221519569,9.968428802403796,1.0214061702745675e-14,3.1407981748516445e-15,-1.3659460425291862e-16,1.0,0.0,0.9283255700332059,0.9083811221519569,0.14259875859039753,8.52,0.07133771529269212,0.091470560478241,0.0007459009023289649,7.57,0.0003365479340585383,0.00014807433888634321,5.049596433363148e-07,8.85,1.6674004800036725e-07,2.430309239323434e-07
0.0,inf,8,40.0,PYR3_bright,0.8433436262514452,0.32,0.9210158543228592,0.9042409802961022,12.972870979599472,6.439339798520772e-15,6.91304370607588e-15,-1.1223081990323714e-15,0.14259875859039697,8.52,0.07133771529269178,0.09147056047823969,1.0,0.0,0.9210158543228592,0.9042409802961022,0.01534170888278943,0.32,0.007643518720319707,0.004283966199084345,7.106649345048654e-06,2.24,2.911664130372151e-06,4.493026571272566e-06
0.0,inf,8,40.0,PYR4_bright,0.9839718231838473,3.09,0.9919742356203758,0.9954839397981756,4.123850790117771,6.8839756813619316e-15,1.864915269574166e-14,-6.3570073244182585e-15,0.0007459009023289634,7.57,0.0003365479340585332,0.00014807433888633815,0.015341708882789419,0.32,0.007643518720319712,0.0042839661990843846,1.0,0.0,0.9919742356203758,0.9954839397981756,9.301770312261148e-05,11.94,4.569772524760384e-05,8.401966385945535e-05
0.0,inf,8,40.0,PYR5_bright,0.9999024676875408,11.94,0.999951223870574,0.9999112442786448,0.3211683213580696,5.440158992528486e-15,2.588608693101895e-14,-1.5892348262662076e-15,5.049596433384856e-07,8.85,1.6674004800099938e-07,2.4303092393582014e-07,7.106649345046296e-06,2.24,2.9116641303695682e-06,4.4930265712667255e-06,9.301770312298629e-05,11.94,4.5697725247945364e-05,8.401966385977691e-05,1.0,0.0,0.999951223870574,0.9999112442786448
0.0,inf,9,45.0,PYR2_bright,0.983571716765728,5.8500000000000005,0.9917914265738191,0.9999381733678919,3.945989147335691,5.3290792131130845e-15,2.2717328247900646e-15,-1.5067529301050244e-16,1.0,0.0,0.9917914265738191,0.9999381733678919,0.015779031605230958,5.8500000000000005,0.007837209856921538,4.7249880193091875e-05,0.0008268460951595897,9.89,0.0003712620248459935,1.4575910234628492e-05,2.7849817454829735e-07,18.72,1.0154441345354978e-07,8.416754351203797e-10
0.0,inf,9,45.0,PYR3_bright,0.7946298158015302,3.3000000000000003,0.8973768806738963,0.8653360313763938,14.30819623453199,8.215650601640573e-15,5.9908981022566864e-15,-1.2606861231825482e-15,0.015779031605231017,5.8500000000000005,0.007837209856921639,4.7249880193444614e-05,1.0,0.0,0.8973768806738963,0.8653360313763938,0.19129284676426703,15.74,0.0947811524529903,0.134614209225558,1.2724286087129796e-05,15.0,4.757016196081616e-06,2.5095178575285953e-06
0.0,inf,9,45.0,PYR4_bright,0.8086558330191458,2.56,0.9048138015236968,0.8653331889740741,11.468928387617726,6.550316779406807e-15,4.460969505540744e-15,-1.1362304408828815e-15,0.0008268460951595807,9.89,0.0003712620248459976,1.457591023463987e-05,0.19129284676426567,15.74,0.0947811524529898,0.1346142092255597,1.0,0.0,0.9048138015236968,0.8653331889740741,7.391130781819375e-05,0.72,3.378399846437787e-05,3.8025890130936776e-05
0.0,inf,9,45.0,PYR5_bright,0.9999227804915894,5.14,0.9999613574409341,0.999959463750351,0.3032076134094353,1.7985613164839127e-14,9.041408878090633e-16,-2.221753268920987e-16,2.7849817454825394e-07,18.72,1.0154441345355183e-07,8.416754350738677e-10,1.272428608712725e-05,15.0,4.757016196080638e-06,2.5095178575257865e-06,7.391130781819687e-05,0.72,3.378399846438204e-05,3.802589013093853e-05,1.0,0.0,0.9999613574409341,0.999959463750351
0.0,inf,10,50.0,PYR2_bright,0.9697302782559911,10.88,0.9848555197110955,0.998310489728069,4.913232488780987,7.993616357879215e-15,2.1422676073596633e-15,-7.181572953184887e-16,1.0,0.0,0.9848555197110955,0.998310489728069,0.03005189347587467,10.88,0.014969917120186551,0.0012695757836920678,0.00043899473467724374,18.56,0.00017441104156355858,0.00041961307180124664,4.470803083560118e-07,6.94,1.5212715360493092e-07,3.2141643085475767e-07
0.0,inf,10,50.0,PYR3_bright,0.9652016448016443,19.29,0.9825366750426476,0.9943305469556717,6.407861794738797,6.5503175538006695e-15,5.9480586381351684e-15,-1.8781144188201095e-15,0.030051893475874496,10.88,0.014969917120186648,0.0012695757836925369,1.0,0.0,0.9825366750426476,0.9943305469556717,0.005071352822304272,9.13,0.0024906734359513424,0.004395003721779798,6.243071960340181e-06,3.33,2.7344012114574574e-06,4.873538852875949e-06
0.0,inf,10,50.0,PYR4_bright,0.9945784422474242,17.11,0.9972898437969379,0.9951453620595205,2.5570208584221628,7.883748683732589e-15,7.806848626883614e-14,-9.38109686232266e-15,0.0004389947346772447,18.56,0.00017441104156355763,0.0004196130718012455,0.005071352822304213,9.13,0.0024906734359512483,0.004395003721779662,1.0,0.0,0.9972898437969379,0.9951453620595205,9.10441724427536e-05,12.21,4.507172554491981e-05,4.002114689864575e-05
0.0,inf,10,50.0,PYR5_bright,0.9999040869127545,10.76,0.9999520417460841,0.9999547838978079,0.31651190366811305,1.2657018630412909e-14,3.8404251043217944e-14,-2.8740902730018903e-15,4.470803083562572e-07,6.94,1.5212715360548098e-07,3.214164308560856e-07,6.2430719603378284e-06,3.33,2.734401211469242e-06,4.873538852889275e-06,9.104417244273142e-05,12.21,4.507172554471248e-05,4.002114689755879e-05,1.0,0.0,0.9999520417460841,0.9999547838978079
0.0,inf,11,55.0,PYR2_bright,0.9897618428527098,18.93,0.9948687505145888,0.9899054802621599,3.565426407865349,1.1990408708067102e-14,3.0336386178199813e-15,-7.81726790789628e-16,1.0,0.0,0.9948687505145888,0.9899054802621599,0.00826746265468074,14.52,0.004013371045416505,0.007734764972781977,0.0024914402358339363,10.11,0.001117785884031865,0.002359664562937168,2.7210959101420905e-07,11.4,9.255596820644251e-08,9.020213009731503e-08
0.0,inf,11,55.0,PYR3_bright,0.9749370830773167,19.69,0.9874381218090544,0.9918226925606332,5.83452709411984,6.106228152767689e-15,3.501211173666586e-15,-2.5213898520819828e-15,0.008267462654680773,14.52,0.004013371045416559,0.007734764972781996,1.0,0.0,0.9874381218090544,0.9918226925606332,0.017370665792200694,4.41,0.008545534137361059,0.00044118137833981745,7.26955128417982e-06,1.61,2.9730081679804803e-06,1.3610882471283554e-06
0.0,inf,11,55.0,PYR4_bright,0.9806218415629407,18.400000000000002,0.9902889435489532,0.9971486813999337,4.890211718018973,8.883972798643494e-15,3.354869756901772e-14,-9.24012972952374e-15,0.0024914402358339324,10.11,0.0011177858840318645,0.002359664562937166,0.017370665792200764,4.41,0.008545534137361194,0.00044118137834008194,1.0,0.0,0.9902889435489532,0.9971486813999337,9.723240763323766e-05,12.26,4.773642965021806e-05,5.047265878040829e-05
0.0,inf,11,55.0,PYR5_bright,0.9998984159803009,12.26,0.999949198006215,0.999948076050839,0.32383887071743683,1.0215933769916018e-14,4.2098063017649854e-14,-1.5194633653005168e-15,2.721095910152562e-07,11.4,9.255596820716062e-08,9.020213009703207e-08,7.269551284175795e-06,1.61,2.973008167987842e-06,1.3610882471154258e-06,9.72324076337421e-05,12.26,4.7736429650530796e-05,5.047265878164652e-05,1.0,0.0,0.999949198006215,0.999948076050839
0.0,inf,12,60.0,PYR2_bright,0.8839101260865684,11.52,0.941808179194668,0.8937098856226047,9.339111133020058,7.549520350198963e-15,3.664156496154647e-15,-8.499955404532477e-17,1.0,0.0,0.941808179194668,0.8937098856226047,0.11538737993983798,12.08,0.0576932177477308,0.10520330859324617,0.0013048016460141644,11.52,0.0004981864590987571,0.0010861206270130106,1.1314576179943294e-06,6.45,4.1659850526075437e-07,6.851571428045561e-07
0.0,inf,12,60.0,PYR3_bright,0.8687909181452296,16.01,0.9339436398260443,0.8892735584557566,12.240094042536903,1.8651762002886694e-14,5.0550018449241194e-15,-3.1092182941164012e-15,0.1153873799398383,12.08,0.05769321774773118,0.10520330859324666,1.0,0.0,0.9339436398260443,0.8892735584557566,0.017485762727126927,13.48,0.00836058006916886,0.005519630320273928,6.7486471451623596e-06,3.34,2.5623570646826848e-06,3.5026307382781314e-06
0.0,inf,12,60.0,PYR4_bright,0.9822357236916788,8.41,0.9910975589251163,0.9933836765162589,4.426622110223279,7.327554444020638e-15,4.3690044483223626e-14,-1.2575027910328926e-14,0.0013048016460141432,11.52,0.0004981864590987438,0.0010861206270130108,0.017485762727127006,13.48,0.008360580069168736,0.005519630320273563,1.0,0.0,0.9910975589251163,0.9933836765162589,8.898940629441487e-05,11.75,4.367454661594043e-05,1.0572536458984158e-05
0.0,inf,12,60.0,PYR5_bright,0.9999067716118318,11.75,0.9999533464978153,0.9999852396756584,0.320831863581634,7.994522866743057e-15,4.602124998535166e-14,-1.1585882252389228e-15,1.1314576179953677e-06,6.45,4.165985052630124e-07,6.85157142806957e-07,6.748647145162298e-06,3.34,2.562357064704051e-06,3.5026307383240537e-06,8.898940629435081e-05,11.75,4.367454661629353e-05,1.0572536460338003e-05,1.0,0.0,0.9999533464978153,0.9999852396756584
0.0,inf,13,65.0,PYR2_bright,0.8508269689611934,17.35,0.9273177562312777,0.9539758717969842,11.40682966698757,5.55111549421928e-15,5.335042251022667e-15,-2.5115070816093143e-15,1.0,0.0,0.9273177562312777,0.9539758717969842,0.0071786904989979946,7.72,0.0029650000982978817,0.0014745856179269616,0.14493429268843783,17.35,0.06971602968962005,0.044548483176011164,3.3379538032705934e-06,13.540000000000001,1.213980805566625e-06,1.0594090799574208e-06
0.0,inf,13,65.0,PYR3_bright,0.9852499540428242,7.72,0.9926233375287079,0.9984980884617418,4.562886472708419,1.3322681619409153e-14,1.1399155512005148e-14,-3.2495816503139256e-15,0.00717869049899801,7.72,0.0029650000982979104,0.001474585617926903,1.0,0.0,0.9926233375287079,0.9984980884617418,0.00996774746497529,9.63,0.00440915953780735,2.5932556295124774e-05,5.991083845404072e-06,5.95,2.5028351826237956e-06,1.393364023543632e-06
0.0,inf,13,65.0,PYR4_bright,0.8478868997842332,9.63,0.9258341491980648,0.9553994776434852,12.15542158010312,5.7745585630456365e-15,7.88145285052834e-14,-1.2609989581423072e-14,0.14493429268843785,17.35,0.06971602968962091,0.04454848317601347,0.009967747464975196,9.63,0.0044091595378073604,2.593255629519056e-05,1.0,0.0,0.9258341491980648,0.9553994776434852,8.44555191599604e-05,19.27,4.066157450621158e-05,2.6106624206190304e-05
0.0,inf,13,65.0,PYR5_bright,0.9999112661061271,7.94,0.9999556216095075,0.9999714406026928,0.32813352664289896,6.4405831157577455e-15,6.967956921134753e-14,-2.6915116831185793e-15,3.33795380319783e-06,13.540000000000001,1.2139808055900246e-06,1.0594090800173242e-06,5.991083845409931e-06,5.95,2.5028351826304364e-06,1.393364023515704e-06,8.44555191603835e-05,19.27,4.066157450664767e-05,2.6106624207071926e-05,1.0,0.0,0.9999556216095075,0.9999714406026928
0.0,inf,14,70.0,PYR2_bright,0.7408032625121672,10.11,0.8694892767539174,0.8675542166145171,13.21065195335905,6.106518026654997e-15,4.219839910083884e-15,-2.4636073617020403e-15,1.0,0.0,0.8694892767539174,0.8675542166145171,0.25809954311701033,12.75,0.12963921154254407,0.13226882604977672,0.0023006785963092763,10.1,0.0008713027919857328,0.0001767697781867053,6.675849470827622e-07,13.64,2.0891155112582163e-07,1.8755751704499184e-07
0.0,inf,14,70.0,PYR3_bright,0.7360150940431694,18.02,0.8667971195520885,0.8627612235548343,14.532912165710263,7.660836982572003e-15,1.027479887063954e-14,-4.286106662871602e-15,0.2580995431170111,12.75,0.12963921154254457,0.13226882604977644,1.0,0.0,0.8667971195520885,0.8627612235548343,0.00812824578415973,18.47,0.0035624454482953735,0.0049697799789371775,3.2784730230846674e-06,0.91,1.223457069202136e-06,1.7041644574492017e-07
