gamma_phi_ps_inv,dephasing_time_ps,initial_state,ensemble_minimum_survival_probability,time_of_ensemble_minimum_survival_ps,time_average_ensemble_survival,final_ensemble_survival,maximum_ensemble_transfer_out,maximum_ensemble_other_high_population,time_of_maximum_other_high_population_ps,maximum_ensemble_PYR5_population,time_of_maximum_PYR5_population_ps,time_average_l1_coherence,time_integrated_l1_coherence,mean_frame_minimum_survival,maximum_single_frame_transfer_out,mean_l1_coherence_at_0p5ps,mean_l1_coherence_at_1ps,mean_l1_coherence_at_2ps,mean_l1_coherence_at_5ps,mean_l1_coherence_at_10ps,mean_l1_coherence_at_20ps,maximum_ensemble_PYR2_bright,time_of_maximum_PYR2_bright_ps,time_average_PYR2_bright,final_PYR2_bright,maximum_ensemble_PYR3_bright,time_of_maximum_PYR3_bright_ps,time_average_PYR3_bright,final_PYR3_bright,maximum_ensemble_PYR4_bright,time_of_maximum_PYR4_bright_ps,time_average_PYR4_bright,final_PYR4_bright,maximum_ensemble_PYR5_bright,time_of_maximum_PYR5_bright_ps,time_average_PYR5_bright,final_PYR5_bright
5.0,0.2,PYR4_bright,0.49100871041631566,20.0,0.624776209923917,0.49100871041631566,0.5089912895836843,0.5061942062937514,20.0,0.0027970832899540964,20.0,0.09198457750455825,1.8403900354623577,0.4910087104163156,0.6672283653941864,0.24226935756188625,0.20276631052933322,0.15878712422465308,0.11089871551740953,0.07592043760201246,0.044272080770586246,0.2218308162597395,20.0,0.14420691106395642,0.2218308162597395,0.284363390034012,20.0,0.22946688588543024,0.284363390034012,1.0,0.0,0.624776209923917,0.49100871041631566,0.0027970832899540964,20.0,0.0015499931267050275,0.0027970832899540964
5.0,0.2,PYR5_bright,0.9954299141466398,20.0,0.9976895229685642,0.9954299141466398,0.004570085853360162,0.004570085853333549,20.0,1.0,0.0,0.011957220238946723,0.2392037976011254,0.9954299141466398,0.005555792810022386,0.011711584322315702,0.011798040606501697,0.011826460300598078,0.011892214516181523,0.011962815816796752,0.012035876039699517,0.0006747832010941345,20.0,0.0002630074183808994,0.0006747832010941345,0.0010982193622853537,20.0,0.0004974764863412643,0.0010982193622853537,0.0027970832899540613,20.0,0.001549993126705021,0.0027970832899540613,1.0,0.0,0.9976895229685642,0.9954299141466398
10.0,0.1,PYR2_bright,0.4080521729363267,20.0,0.5388372472090596,0.4080521729363267,0.5919478270636733,0.590314559245173,20.0,0.0016332678184651467,20.0,0.062056591444328124,1.2416421139684974,0.40805217293632656,0.6673976063864626,0.1997898846228728,0.168447995455524,0.12919223625423862,0.07716685274750215,0.044958631672005374,0.022056166501671443,1.0,0.0,0.5388372472090596,0.4080521729363267,0.32799170976357805,20.0,0.28463552603401243,0.32799170976357805,0.2623228494815949,20.0,0.1758884299333226,0.2623228494815949,0.0016332678184651467,20.0,0.0006387968235867327,0.0016332678184651467
10.0,0.1,PYR3_bright,0.3590149841807898,20.0,0.4542875929296918,0.3590149841807898,0.6409850158192102,0.6385593832025555,20.0,0.0024256326166220755,20.0,0.052139749866833306,1.0432523750093659,0.35901498418078975,0.6675321582853551,0.27820949298317776,0.19575454301509734,0.11844933119973676,0.05447180602768072,0.02868717094901588,0.01280396519370944,0.3279917097635786,20.0,0.28463552603401265,0.3279917097635786,1.0,0.0,0.4542875929296918,0.3590149841807898,0.31056767343897684,20.0,0.259972250470626,0.31056767343897684,0.0024256326166220755,20.0,0.001104630565652396,0.0024256326166220755
10.0,0.1,PYR4_bright,0.42210883991384546,20.0,0.5613198118549237,0.42210883991384546,0.5778911600861545,0.5728905229205703,20.0,0.0050006371655506926,20.0,0.06620418563187706,1.3246226609064498,0.42210883991384546,0.6678077658472754,0.19571617333843347,0.16954718713364184,0.1340285660969449,0.0832886286502242,0.04985485124601356,0.02461871748209744,0.2623228494815947,20.0,0.17588842993332296,0.2623228494815947,0.31056767343897557,20.0,0.259972250470626,0.31056767343897557,1.0,0.0,0.5613198118549237,0.42210883991384546,0.0050006371655506926,20.0,0.0028195077411122204,0.0050006371655506926
10.0,0.1,PYR5_bright,0.9909404623993294,20.0,0.9954370648696348,0.9909404623993294,0.009059537600670575,0.009059537600637928,20.0,1.0,0.0,0.012024689074157493,0.2405534830562951,0.9909404623993294,0.011001074574134462,0.011780912321793336,0.011819149079397793,0.011869858400832475,0.011969868957468736,0.012055823829038385,0.012109063519267826,0.0016332678184651575,20.0,0.0006387968235867378,0.0016332678184651575,0.0024256326166220863,20.0,0.0011046305656524015,0.0024256326166220863,0.005000637165550685,20.0,0.0028195077411122243,0.005000637165550685,1.0,0.0,0.9954370648696348,0.9909404623993294
20.0,0.05,PYR2_bright,0.37636849864455213,20.0,0.51176088455329,0.37636849864455213,0.6236315013554479,0.6200884990307136,20.0,0.0035430023247371547,20.0,0.04533629103810675,0.9071134062106241,0.37636849864455213,0.6675820539125097,0.14281165192041678,0.12694134014042274,0.10250131296933612,0.06033217057380978,0.031197246203176925,0.013155492378433966,1.0,0.0,0.51176088455329,0.37636849864455213,0.3322123543171637,20.0,0.29507860302641586,0.3322123543171637,0.28787614471354983,20.0,0.1917975762641953,0.28787614471354983,0.0035430023247371547,20.0,0.0013629361560992168,0.0035430023247371547
20.0,0.05,PYR3_bright,0.33997237331724406,20.0,0.4242267703969256,0.33997237331724406,0.6600276266827559,0.6549149813261992,20.0,0.0051126453565672175,20.0,0.03510559415040872,0.7024282351088372,0.33997237331724406,0.6685022431482188,0.20739790166012867,0.15692536505969862,0.0956679899394287,0.03372569295662008,0.014661932944432481,0.006940768168269247,0.33221235431716667,20.0,0.29507860302641736,0.33221235431716667,1.0,0.0,0.4242267703969256,0.33997237331724406,0.32270262700903246,20.0,0.2783564165121184,0.32270262700903246,0.0051126453565672175,20.0,0.00233821006454318,0.0051126453565672175
20.0,0.05,PYR4_bright,0.38015449377466876,20.0,0.524522838426335,0.38015449377466876,0.6198455062253312,0.6105787717225744,20.0,0.009266734502748845,20.0,0.048547615793856524,0.9713675312111644,0.3801544937746688,0.6689174671458307,0.1450556512156289,0.13071099890252796,0.10783062905781383,0.06570273711270437,0.03440637552122906,0.014052164780977363,0.28787614471354644,20.0,0.19179757626419436,0.28787614471354644,0.32270262700902785,20.0,0.27835641651211684,0.32270262700902785,1.0,0.0,0.524522838426335,0.38015449377466876,0.009266734502748845,20.0,0.005323168797351563,0.009266734502748845
20.0,0.05,PYR5_bright,0.982077617815935,20.0,0.9909756849819996,0.982077617815935,0.017922382184065055,0.0179223821840531,20.0,1.0,0.0,0.012104795231593544,0.24215611780622248,0.982077617815935,0.02172099807266803,0.01179483781201861,0.011839151936256924,0.011915300146709154,0.012064322479585995,0.012167165250804387,0.01216695559287391,0.003543002324737141,20.0,0.0013629361560992153,0.003543002324737141,0.005112645356567179,20.0,0.0023382100645431697,0.005112645356567179,0.009266734502748777,20.0,0.005323168797351538,0.009266734502748777,1.0,0.0,0.9909756849819996,0.982077617815935
50.0,0.02,PYR2_bright,0.3855436699860101,20.0,0.5534648928843076,0.3855436699860101,0.6144563300139899,0.607044515707454,20.0,0.00741181430654521,20.0,0.03289467384164089,0.6581644876498485,0.3855436699860101,0.6433417790581665,0.07633027721732098,0.0717753074195937,0.06368504189429797,0.045288075261144804,0.026968719077776555,0.011587184277141034,1.0,0.0,0.5534648928843076,0.3855436699860101,0.3315341123809636,19.490000000000002,0.28236317021055984,0.33152502924360744,0.2755194864638466,20.0,0.16152117774596547,0.2755194864638466,0.00741181430654521,20.0,0.002650759159171585,0.00741181430654521
50.0,0.02,PYR3_bright,0.3329494392986901,20.0,0.43909913540645135,0.3329494392986901,0.66705056070131,0.654735709642005,20.0,0.012314851059299253,20.0,0.024918517312064715,0.498595621382282,0.33294943929869014,0.6702364518779513,0.11782472507588429,0.10036889269322506,0.07331177118943415,0.03057344628165139,0.010046271836747809,0.004782006426597348,0.33153411238096103,19.490000000000002,0.2823631702105589,0.3315250292436047,1.0,0.0,0.43909913540645135,0.3329494392986901,0.32321068039840023,20.0,0.2730074506567213,0.32321068039840023,0.012314851059299253,20.0,0.005530243726268554,0.012314851059299253
50.0,0.02,PYR4_bright,0.3776383612879399,20.0,0.5517038053103938,0.3776383612879399,0.6223616387120601,0.5987301668622487,20.0,0.0236314718498168,20.0,0.03571710713295503,0.7146411998491093,0.37763836128794,0.6512220612658548,0.08338216228874351,0.078548681862927,0.06991082059801117,0.049863228473447985,0.02928454843022797,0.011622776264179117,0.2755194864638459,20.0,0.16152117774596536,0.2755194864638459,0.32321068039840284,20.0,0.27300745065672194,0.32321068039840284,1.0,0.0,0.5517038053103938,0.3776383612879399,0.0236314718498168,20.0,0.013767566286922155,0.0236314718498168
50.0,0.02,PYR5_bright,0.9566418627843283,20.0,0.9780514308276368,0.9566418627843283,0.04335813721567172,0.04335813721566119,20.0,1.0,0.0,0.012147048564364313,0.24300153299489424,0.9566418627843283,0.052230168711696945,0.011747374719641157,0.011799906757369713,0.011895076957314869,0.012100635964739941,0.012250813853838083,0.012181755607127634,0.007411814306545213,20.0,0.002650759159171585,0.007411814306545213,0.012314851059299312,20.0,0.005530243726268572,0.012314851059299312,0.023631471849816663,20.0,0.013767566286922142,0.023631471849816663,1.0,0.0,0.9780514308276368,0.9566418627843283
100.0,0.01,PYR2_bright,0.46388420216073845,20.0,0.6483683777123547,0.46388420216073845,0.5361157978392616,0.5269059224026835,20.0,0.009209875436518961,20.0,0.02510659787725775,0.5023143482915972,0.46388420216073856,0.5562063572106231,0.042218054558540406,0.0408359451129906,0.03825386740893711,0.03162682995715939,0.023430441946487093,0.013735046466074272,1.0,0.0,0.6483683777123547,0.46388420216073845,0.32418181064922336,20.0,0.247083441048976,0.32418181064922336,0.20272411175346022,20.0,0.1014657969054118,0.20272411175346022,0.009209875436518961,20.0,0.0030823843332280216,0.009209875436518961
100.0,0.01,PYR3_bright,0.34428084966503025,20.0,0.5049595588324604,0.34428084966503025,0.6557191503349697,0.634801347562274,20.0,0.020917802772638005,20.0,0.02197776223775998,0.4397480887971289,0.34428084966503025,0.6620880897315378,0.06785276033633038,0.06205756366724339,0.052006228690882214,0.031161328106943487,0.014500488232204527,0.005386716089655373,0.32418181064922386,20.0,0.24708344104897628,0.32418181064922386,1.0,0.0,0.5049595588324604,0.34428084966503025,0.3106195369130501,20.0,0.23892509005251325,0.3106195369130501,0.020917802772638005,20.0,0.009031910066022036,0.020917802772638005
100.0,0.01,PYR4_bright,0.43594180457231924,20.0,0.6303406065716232,0.43594180457231924,0.5640581954276808,0.5133436486665091,20.0,0.050714546761112395,20.0,0.02849636344473943,0.570142119446541,0.43594180457231924,0.5827247940222601,0.050280105546274455,0.04851027110148911,0.0452188730304469,0.03679485635638937,0.02635756009899314,0.014022616538983037,0.2027241117534603,20.0,0.10146579690541174,0.2027241117534603,0.3106195369130487,20.0,0.23892509005251272,0.3106195369130487,1.0,0.0,0.6303406065716232,0.43594180457231924,0.050714546761112395,20.0,0.02926850647042228,0.050714546761112395
100.0,0.01,PYR5_bright,0.9191577750296362,20.0,0.9586171991302904,0.9191577750296362,0.08084222497036375,0.08084222497026866,20.0,1.0,0.0,0.011843020789100848,0.2369197270261047,0.9191577750296362,0.09615809636442607,0.011539777230549636,0.01157854873802077,0.011650721867457662,0.011814453855196203,0.011939646699546887,0.011823792760656706,0.009209875436518971,20.0,0.003082384333228032,0.009209875436518971,0.02091780277263783,20.0,0.009031910066022046,0.02091780277263783,0.05071454676111187,20.0,0.02926850647042231,0.05071454676111187,1.0,0.0,0.9586171991302904,0.9191577750296362
200.0,0.005,PYR2_bright,0.5991399111667205,20.0,0.7620122757042428,0.5991399111667205,0.4008600888332795,0.39277514651451606,20.0,0.008084942318758517,20.0,0.01678110069346991,0.33572764558470614,0.5991399111667205,0.41564548635865517,0.022145855086108605,0.021781331313245063,0.021082277978332595,0.01916285751683398,0.016458515424184094,0.012435858325352742,1.0,0.0,0.7620122757042428,0.5991399111667205,0.28596582153310673,20.0,0.1879689557991217,0.28596582153310673,0.1068093249814093,20.0,0.04738296322285806,0.1068093249814093,0.008084942318758517,20.0,0.0026358052737765576,0.008084942318758517
200.0,0.005,PYR3_bright,0.4194120357459565,20.0,0.6210023916426727,0.4194120357459565,0.5805879642540435,0.5521245126615799,20.0,0.028463451592472672,20.0,0.018605768059137807,0.3722607492124565,0.4194120357459565,0.5933478321883094,0.036752867526785096,0.035138901874635434,0.032144337002495735,0.0247558391165702,0.016405015244282072,0.008133930178206341,0.28596582153310807,20.0,0.1879689557991217,0.28596582153310807,1.0,0.0,0.6210023916426727,0.4194120357459565,0.2661586911284718,20.0,0.17917651955642128,0.2661586911284718,0.028463451592472672,20.0,0.011852133001785115,0.028463451592472672
200.0,0.005,PYR4_bright,0.5288942742428268,20.0,0.7176256957302726,0.5288942742428268,0.47110572575717324,0.3729680161098795,20.0,0.09813770964729188,20.0,0.020632302180936646,0.4127859929195176,0.5288942742428268,0.4860951746983263,0.029992757722256895,0.0293358459986878,0.028082920627862735,0.02469124795280757,0.02000602629019303,0.013274744204939995,0.10680932498140905,20.0,0.04738296322285797,0.10680932498140905,0.26615869112847046,20.0,0.17917651955642108,0.26615869112847046,1.0,0.0,0.7176256957302726,0.5288942742428268,0.09813770964729188,20.0,0.05581482149044678,0.09813770964729188
200.0,0.005,PYR5_bright,0.8653138964414788,20.0,0.9296972402339917,0.8653138964414788,0.13468610355852118,0.13468610355852362,20.0,1.0,0.0,0.010705098208223384,0.21415688909001102,0.8653138964414788,0.1556228181871283,0.010816848456844485,0.010820815386176144,0.010827528760182892,0.010826060371065715,0.010756476772089787,0.010425211307787369,0.008084942318758507,20.0,0.0026358052737765576,0.008084942318758507,0.028463451592472676,20.0,0.011852133001785137,0.028463451592472676,0.09813770964729243,20.0,0.055814821490446934,0.09813770964729243,1.0,0.0,0.9296972402339917,0.8653138964414788
