window_start_ps,window_end_ps,points,temperature_mean_K,temperature_std_K,temperature_min_K,temperature_max_K,temperature_slope_K_per_ps,potential_initial_kJ_mol,potential_final_kJ_mol,potential_change_kJ_mol,potential_slope_kJ_mol_ps,total_energy_initial_kJ_mol,total_energy_final_kJ_mol,total_energy_change_kJ_mol,total_energy_slope_kJ_mol_ps,CAP_SOL_LJ_mean_kJ_mol,CAP_SOL_LJ_min_kJ_mol,CAP_SOL_LJ_max_kJ_mol,CAP_SOL_LJ_final_kJ_mol
0.0,20.0,401,298.4673897607665,10.992821517918538,179.03955078125,303.452056884766,0.4834274979764987,-899823.0625,-765130.25,134692.8125,140.45285759481536,-775952.1875,-641436.0625,134516.125,340.02410624559354,19.989779850491246,8.328603744507,45.47034072876,15.390731811523
0.05,20.0,400,298.46341762542716,11.00630022372774,179.03955078125,303.452056884766,0.48825691836409507,-829618.125,-765130.25,64487.875,39.44166006504381,-755706.0,-641436.0625,114269.9375,241.00661457255586,20.0039897918701,8.328603744507,45.47034072876,15.390731811523
0.1,20.0,399,298.76272556238,9.247641926525857,188.084411621094,303.452056884766,0.401693647813201,-810994.9375,-765130.25,45864.6875,-10.046704150436627,-733348.875,-641436.0625,91912.8125,155.78274313296853,19.991800179158815,8.328603744507,45.47034072876,15.390731811523
0.25,20.0,396,299.4474142055318,4.623808647375968,249.109588623047,303.452056884766,0.20167421950710065,-787179.1875,-765130.25,22048.9375,-95.04281379137818,-684340.375,-641436.0625,42904.3125,-11.786483590461833,19.90203753384675,8.328603744507,45.47034072876,15.390731811523
0.5,20.0,391,299.89869795308994,2.043013605474828,281.835357666016,303.452056884766,0.06895118446300169,-769263.625,-765130.25,4133.375,-159.3544355033182,-652914.8125,-641436.0625,11478.75,-130.8895171781334,19.86270381605532,8.328603744507,45.47034072876,15.390731811523
1.0,20.0,381,300.11684716092,1.317245776714428,296.062835693359,303.452056884766,0.003402261516749565,-759750.125,-765130.25,-5380.125,-179.019360933241,-636896.5,-641436.0625,-4539.5625,-177.61466847332113,19.59342977568857,8.328603744507,45.47034072876,15.390731811523
2.0,20.0,361,300.13367789736077,1.3243978229707898,296.062835693359,303.452056884766,-0.0020271695499363145,-759362.3125,-765130.25,-5767.9375,-130.5924024221701,-635367.0625,-641436.0625,-6069.0,-131.4292340694782,19.11755347317934,8.328603744507,45.47034072876,15.390731811523
5.0,20.0,301,300.1486851891805,1.3612925221606946,296.062835693359,303.452056884766,-0.0076591293456736475,-763500.6875,-765130.25,-1629.5625,-58.4025830014855,-640029.375,-641436.0625,-1406.6875,-61.56424171085927,19.30631139824951,8.328603744507,45.47034072876,15.390731811523
10.0,20.0,201,300.13932944530274,1.3363939689404911,296.062835693359,303.215850830078,-0.02655721816352094,-762826.8125,-765130.25,-2303.4375,64.02501662480678,-638394.75,-641436.0625,-3041.3125,53.06181653614763,18.908129027826842,8.328603744507,38.542285919189,15.390731811523
