,PYR2,PYR3,PYR4,PYR5
PYR2,4.094,0.0,0.0,0.0
PYR3,0.0,4.086,0.0,0.0
PYR4,0.0,0.0,4.093,0.0
PYR5,0.0,0.0,0.0,3.779
