,PYR2,PYR3,PYR4,PYR5
PYR2,0.07675000000000054,0.0,0.0,0.0
PYR3,0.0,0.07075000000000031,0.0,0.0
PYR4,0.0,0.0,0.07975000000000065,0.0
PYR5,0.0,0.0,0.0,-0.22724999999999929
