,PYR2,PYR3,PYR4,PYR5
PYR2,0.08999999999999986,0.0,0.0,0.0
PYR3,0.0,0.08399999999999963,0.0,0.0
PYR4,0.0,0.0,0.07599999999999962,0.0
PYR5,0.0,0.0,0.0,-0.25
