frame,PYR2,PYR3,PYR4,PYR5
0,0.04761904761904834,0.04861904761904823,0.06161904761904813,-0.17238095238095186
1,0.042619047619048445,0.058619047619048015,0.06561904761904858,-0.195380952380952
2,0.05761904761904857,0.06161904761904813,0.06961904761904814,-0.17238095238095186
3,0.06361904761904791,0.05261904761904779,0.06761904761904836,-0.20138095238095177
4,0.06361904761904791,0.06261904761904846,0.07261904761904825,-0.19038095238095165
5,0.054619047619048455,0.043619047619048334,0.08261904761904804,-0.15438095238095162
6,0.06361904761904791,0.06761904761904836,0.07761904761904814,-0.17538095238095197
7,0.05961904761904835,0.01761904761904809,0.0686190476190478,-0.16138095238095174
8,0.042619047619048445,0.0556190476190479,0.0686190476190478,-0.15838095238095162
9,0.06561904761904858,0.05061904761904801,0.06761904761904836,-0.20138095238095177
10,0.04661904761904845,0.044619047619048224,0.0686190476190478,-0.16038095238095185
11,0.056619047619048235,0.02761904761904832,0.06461904761904824,-0.16438095238095185
12,0.04061904761904822,0.060619047619047794,0.08361904761904837,-0.15438095238095162
13,0.06761904761904836,0.0556190476190479,0.07961904761904792,-0.16838095238095185
14,0.0556190476190479,0.06261904761904846,0.02661904761904843,-0.16638095238095163
15,0.05761904761904857,0.0556190476190479,0.07461904761904803,-0.15438095238095162
16,0.05361904761904812,0.02761904761904832,0.06961904761904814,-0.16438095238095185
17,0.045619047619048114,0.06261904761904846,0.07161904761904792,-0.195380952380952
18,0.05961904761904835,0.06561904761904858,0.07061904761904847,-0.19838095238095166
19,0.04661904761904845,0.05761904761904857,0.04861904761904823,-0.17038095238095163
20,0.058619047619048015,0.04861904761904823,0.06461904761904824,-0.18338095238095198
