hydrogen_node,attached_heavy,attached_heavy_element,hydrogen_role,end,angle_1_deg,angle_2_deg,minimum_angle_deg,maximum_angle_deg,violation_count,coordinate_modified_in_Gate3P2
H4:UPPER:0045:0,A:UPPER:14:0,B,ANNULUS_OUTER_PASSIVANT_H,UPPER,70.31263974428344,86.90190682149871,70.31263974428344,86.90190682149871,0,False
H4:UPPER:0046:0,A:UPPER:14:2,B,ANNULUS_OUTER_PASSIVANT_H,UPPER,70.397160347152,95.90503918298486,70.397160347152,95.90503918298486,0,False
H4:UPPER:0047:0,A:UPPER:14:4,B,ANNULUS_OUTER_PASSIVANT_H,UPPER,71.41292065915357,78.28093441595577,71.41292065915357,78.28093441595577,0,False
H4:UPPER:0048:0,A:UPPER:2:-4,B,ANNULUS_INNER_PASSIVANT_H,UPPER,90.0,90.0,90.0,90.0,0,False
H4:UPPER:0049:0,A:UPPER:2:4,B,ANNULUS_INNER_PASSIVANT_H,UPPER,94.09996292527183,78.10280745340619,78.10280745340619,94.09996292527183,0,False
H4:UPPER:0050:0,A:UPPER:5:-3,B,ANNULUS_INNER_PASSIVANT_H,UPPER,81.86910008804068,84.81089044096801,81.86910008804068,84.81089044096801,0,False
H4:UPPER:0051:0,A:UPPER:5:3,B,ANNULUS_INNER_PASSIVANT_H,UPPER,77.94855428395849,88.6577405975822,77.94855428395849,88.6577405975822,0,False
H4:UPPER:0052:0,A:UPPER:7:-1,N,ANNULUS_INNER_PASSIVANT_H,UPPER,100.37083235629039,83.657659085073,83.657659085073,100.37083235629039,0,False
H4:UPPER:0053:0,A:UPPER:7:1,N,ANNULUS_INNER_PASSIVANT_H,UPPER,84.00491868584564,98.25530654409965,84.00491868584564,98.25530654409965,0,False
H4:UPPER:0114:0,BR4:UPPER:00:1,N,BRIDGE_PASSIVANT_H,UPPER,117.5529864706286,125.5097637823401,117.5529864706286,125.5097637823401,0,False
H4:UPPER:0115:0,BR4:UPPER:00:2,B,BRIDGE_PASSIVANT_H,UPPER,120.19846557448663,110.74886362951437,110.74886362951437,120.19846557448663,0,False
H4:UPPER:0116:0,BR4:UPPER:00:3,N,BRIDGE_PASSIVANT_H,UPPER,141.43838850619443,93.36098525649822,93.36098525649822,141.43838850619443,0,False
H4:UPPER:0117:0,BR4:UPPER:00:4,B,BRIDGE_PASSIVANT_H,UPPER,101.48728406710383,127.29068147258923,101.48728406710383,127.29068147258923,0,False
H4:UPPER:0118:0,BR4:UPPER:01:1,N,BRIDGE_PASSIVANT_H,UPPER,142.02483771739216,85.17111300339559,85.17111300339559,142.02483771739216,0,False
H4:UPPER:0119:0,BR4:UPPER:01:2,B,BRIDGE_PASSIVANT_H,UPPER,98.82294789673216,99.37753152182918,98.82294789673216,99.37753152182918,0,False
H4:UPPER:0120:0,BR4:UPPER:01:3,N,BRIDGE_PASSIVANT_H,UPPER,123.17715998184737,118.52569739501854,118.52569739501854,123.17715998184737,0,False
H4:UPPER:0121:0,BR4:UPPER:01:4,B,BRIDGE_PASSIVANT_H,UPPER,91.47629835789405,79.49989140456293,79.49989140456293,91.47629835789405,0,False
H4:UPPER:0122:0,BR4:UPPER:02:1,N,BRIDGE_PASSIVANT_H,UPPER,78.85025955942167,155.82333320618824,78.85025955942167,155.82333320618824,0,False
H4:UPPER:0123:0,BR4:UPPER:02:2,B,BRIDGE_PASSIVANT_H,UPPER,83.75660977648249,96.67068317588661,83.75660977648249,96.67068317588661,0,False
H4:UPPER:0124:0,BR4:UPPER:02:3,N,BRIDGE_PASSIVANT_H,UPPER,84.89148443490846,111.98985887257807,84.89148443490846,111.98985887257807,0,False
H4:UPPER:0125:0,BR4:UPPER:02:4,B,BRIDGE_PASSIVANT_H,UPPER,73.9427802036322,140.7881623554401,73.9427802036322,140.7881623554401,0,False
H4:UPPER:0126:0,BR4:UPPER:03:1,N,BRIDGE_PASSIVANT_H,UPPER,99.29947689699486,126.87308593071654,99.29947689699486,126.87308593071654,0,False
H4:UPPER:0127:0,BR4:UPPER:03:2,B,BRIDGE_PASSIVANT_H,UPPER,103.00388477960252,94.46291065821956,94.46291065821956,103.00388477960252,0,False
H4:UPPER:0128:0,BR4:UPPER:03:3,N,BRIDGE_PASSIVANT_H,UPPER,94.65551940593257,144.87509359078808,94.65551940593257,144.87509359078808,0,False
H4:UPPER:0129:0,BR4:UPPER:03:4,B,BRIDGE_PASSIVANT_H,UPPER,96.49025955812303,144.8652234225813,96.49025955812303,144.8652234225813,0,False
H4:UPPER:0130:0,BR4:UPPER:04:1,N,BRIDGE_PASSIVANT_H,UPPER,128.30474121607722,111.80585828278109,111.80585828278109,128.30474121607722,0,False
H4:UPPER:0131:0,BR4:UPPER:04:2,B,BRIDGE_PASSIVANT_H,UPPER,100.56988697736539,115.61439035664492,100.56988697736539,115.61439035664492,0,False
H4:UPPER:0132:0,BR4:UPPER:04:3,N,BRIDGE_PASSIVANT_H,UPPER,131.63080646792528,114.36255863745559,114.36255863745559,131.63080646792528,0,False
H4:UPPER:0133:0,BR4:UPPER:04:4,B,BRIDGE_PASSIVANT_H,UPPER,101.40611505582069,114.18544536074482,101.40611505582069,114.18544536074482,0,False
H4:UPPER:0134:0,BR4:UPPER:05:1,N,BRIDGE_PASSIVANT_H,UPPER,143.00671424440068,74.72724943939103,74.72724943939103,143.00671424440068,0,False
H4:UPPER:0135:0,BR4:UPPER:05:2,B,BRIDGE_PASSIVANT_H,UPPER,118.00386840620881,101.97748976618135,101.97748976618135,118.00386840620881,0,False
H4:UPPER:0136:0,BR4:UPPER:05:3,N,BRIDGE_PASSIVANT_H,UPPER,123.93270412794514,119.8908076093007,119.8908076093007,123.93270412794514,0,False
H4:UPPER:0137:0,BR4:UPPER:05:4,B,BRIDGE_PASSIVANT_H,UPPER,125.37241240783315,95.675561096716,95.675561096716,125.37241240783315,0,False
H4:UPPER:0138:0,BR4:UPPER:06:1,N,BRIDGE_PASSIVANT_H,UPPER,85.03500361843516,142.53764637452673,85.03500361843516,142.53764637452673,0,False
H4:UPPER:0139:0,BR4:UPPER:06:2,B,BRIDGE_PASSIVANT_H,UPPER,107.64892972542356,111.6445052195779,107.64892972542356,111.6445052195779,0,False
H4:UPPER:0140:0,BR4:UPPER:06:3,N,BRIDGE_PASSIVANT_H,UPPER,125.46510210034317,113.11884976911614,113.11884976911614,125.46510210034317,0,False
H4:UPPER:0141:0,BR4:UPPER:06:4,B,BRIDGE_PASSIVANT_H,UPPER,89.37032380034915,94.90980947899624,89.37032380034915,94.90980947899624,0,False
H4:UPPER:0142:0,BR4:UPPER:07:1,N,BRIDGE_PASSIVANT_H,UPPER,77.12820764804252,160.86135273333693,77.12820764804252,160.86135273333693,0,False
H4:UPPER:0143:0,BR4:UPPER:07:2,B,BRIDGE_PASSIVANT_H,UPPER,83.89212870912247,106.22746462914877,83.89212870912247,106.22746462914877,0,False
H4:UPPER:0144:0,BR4:UPPER:07:3,N,BRIDGE_PASSIVANT_H,UPPER,113.86674943882777,103.85979396961628,103.85979396961628,113.86674943882777,0,False
H4:UPPER:0145:0,BR4:UPPER:07:4,B,BRIDGE_PASSIVANT_H,UPPER,76.42924955284481,117.9244096059545,76.42924955284481,117.9244096059545,0,False
H4:UPPER:0146:0,BR4:UPPER:08:1,N,BRIDGE_PASSIVANT_H,UPPER,129.0691454549465,77.82090367386296,77.82090367386296,129.0691454549465,0,False
H4:UPPER:0147:0,BR4:UPPER:08:2,B,BRIDGE_PASSIVANT_H,UPPER,106.13345516058999,105.65774650954546,105.65774650954546,106.13345516058999,0,False
H4:UPPER:0148:0,BR4:UPPER:08:3,N,BRIDGE_PASSIVANT_H,UPPER,99.83505984080027,130.20179822638784,99.83505984080027,130.20179822638784,0,False
H4:UPPER:0149:0,BR4:UPPER:08:4,B,BRIDGE_PASSIVANT_H,UPPER,92.69847481240716,145.99260361475552,92.69847481240716,145.99260361475552,0,False
H4:UPPER:0150:0,BR4:UPPER:09:1,N,BRIDGE_PASSIVANT_H,UPPER,159.33767381704757,87.43623487901462,87.43623487901462,159.33767381704757,0,False
H4:UPPER:0151:0,BR4:UPPER:09:2,B,BRIDGE_PASSIVANT_H,UPPER,82.57421752240744,87.52460700310118,82.57421752240744,87.52460700310118,0,False
H4:UPPER:0152:0,BR4:UPPER:09:3,N,BRIDGE_PASSIVANT_H,UPPER,109.57084175981245,105.43274684104415,105.43274684104415,109.57084175981245,0,False
H4:UPPER:0153:0,BR4:UPPER:09:4,B,BRIDGE_PASSIVANT_H,UPPER,83.30104106566905,170.2737381017606,83.30104106566905,170.2737381017606,0,False
H4:UPPER:0154:0,BR4:UPPER:10:1,N,BRIDGE_PASSIVANT_H,UPPER,147.57345578958714,97.18769906425388,97.18769906425388,147.57345578958714,0,False
H4:UPPER:0155:0,BR4:UPPER:10:2,B,BRIDGE_PASSIVANT_H,UPPER,124.45935713998409,99.56867964240114,99.56867964240114,124.45935713998409,0,False
