bridge_path_id,end,bridge_index,bridge_position,bridge_node,element,mapping_id,seed_node,annulus_node,selected_pool_index,library_index,mirror,azimuth_deg,x_nm,y_nm,z_nm,coordinate_status
LOWER:BRIDGE4:00,LOWER,0,1,BR4:LOWER:00:1,B,M4:LOWER:P0:O-1:R14,S:1680,A:LOWER:13:-5,6,25407,False,75.0,4.039655022885172,2.470471106864656,1.834835669983069,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:00,LOWER,0,2,BR4:LOWER:00:2,N,M4:LOWER:P0:O-1:R14,S:1680,A:LOWER:13:-5,6,25407,False,75.0,4.184142828721858,2.465695298169931,1.8455903753325031,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:00,LOWER,0,3,BR4:LOWER:00:3,B,M4:LOWER:P0:O-1:R14,S:1680,A:LOWER:13:-5,6,25407,False,75.0,4.2745905037957925,2.497199632642352,1.7367714437893165,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:00,LOWER,0,4,BR4:LOWER:00:4,N,M4:LOWER:P0:O-1:R14,S:1680,A:LOWER:13:-5,6,25407,False,75.0,4.355058224525016,2.6165271331915094,1.719428734236022,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:01,LOWER,1,1,BR4:LOWER:01:1,B,M4:LOWER:P0:O-1:R14,S:1682,A:LOWER:10:-6,9,1853,False,45.0,4.495799486729441,2.6478387542040704,1.8609107470017117,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:01,LOWER,1,2,BR4:LOWER:01:2,N,M4:LOWER:P0:O-1:R14,S:1682,A:LOWER:10:-6,9,1853,False,45.0,4.607232282098405,2.690729878287718,1.7786975246453562,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:01,LOWER,1,3,BR4:LOWER:01:3,B,M4:LOWER:P0:O-1:R14,S:1682,A:LOWER:10:-6,9,1853,False,45.0,4.655130055873216,2.8259827724184454,1.7580077657608795,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:01,LOWER,1,4,BR4:LOWER:01:4,N,M4:LOWER:P0:O-1:R14,S:1682,A:LOWER:10:-6,9,1853,False,45.0,4.564486355411707,2.9116417552885316,1.684100668081997,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:02,LOWER,2,1,BR4:LOWER:02:1,B,M4:LOWER:P0:O-1:R14,S:1684,A:LOWER:7:-7,0,21582,False,60.0,4.846489202564926,3.026891220701622,1.8838784422718642,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:02,LOWER,2,2,BR4:LOWER:02:2,N,M4:LOWER:P0:O-1:R14,S:1684,A:LOWER:7:-7,0,21582,False,60.0,4.899999951226467,3.066938773049543,1.755239114628984,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:02,LOWER,2,3,BR4:LOWER:02:3,B,M4:LOWER:P0:O-1:R14,S:1684,A:LOWER:7:-7,0,21582,False,60.0,4.816603409632014,3.1247357160764135,1.6517116643040732,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:02,LOWER,2,4,BR4:LOWER:02:4,N,M4:LOWER:P0:O-1:R14,S:1684,A:LOWER:7:-7,0,21582,False,60.0,4.673017103703453,3.1446727366628573,1.652155392174004,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:03,LOWER,3,1,BR4:LOWER:03:1,B,M4:LOWER:P0:O-1:R14,S:1686,A:LOWER:4:-8,9,8867,True,345.0,4.908913037469823,3.4951659867510454,1.8070063935701237,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:03,LOWER,3,2,BR4:LOWER:03:2,N,M4:LOWER:P0:O-1:R14,S:1686,A:LOWER:4:-8,9,8867,True,345.0,4.938959839820559,3.5408163381165094,1.672725936214383,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:03,LOWER,3,3,BR4:LOWER:03:3,B,M4:LOWER:P0:O-1:R14,S:1686,A:LOWER:4:-8,9,8867,True,345.0,4.86108381800091,3.4637325021363194,1.577784018033796,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:03,LOWER,3,4,BR4:LOWER:03:4,N,M4:LOWER:P0:O-1:R14,S:1686,A:LOWER:4:-8,9,8867,True,345.0,4.76259722463536,3.3681496445232475,1.6245114229269315,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:04,LOWER,4,1,BR4:LOWER:04:1,B,M4:LOWER:P0:O-1:R14,S:1688,A:LOWER:1:-9,2,5485,True,60.0,4.917671699899655,4.010069199091017,1.82440324880227,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:04,LOWER,4,2,BR4:LOWER:04:2,N,M4:LOWER:P0:O-1:R14,S:1688,A:LOWER:1:-9,2,5485,True,60.0,4.999428741808754,3.8903755792157995,1.8268909499246517,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:04,LOWER,4,3,BR4:LOWER:04:3,B,M4:LOWER:P0:O-1:R14,S:1688,A:LOWER:1:-9,2,5485,True,60.0,5.003899143351073,3.7785656837279222,1.734720052207777,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:04,LOWER,4,4,BR4:LOWER:04:4,N,M4:LOWER:P0:O-1:R14,S:1688,A:LOWER:1:-9,2,5485,True,60.0,4.959145146794264,3.657503406359803,1.8007352763766553,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:05,LOWER,5,1,BR4:LOWER:05:1,B,M4:LOWER:P0:O-1:R14,S:1690,A:LOWER:-14:-4,11,25407,False,0.0,4.588706385411104,4.603494891185031,1.830505368217332,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:05,LOWER,5,2,BR4:LOWER:05:2,N,M4:LOWER:P0:O-1:R14,S:1690,A:LOWER:-14:-4,11,25407,False,0.0,4.522904848591984,4.732466387107856,1.838219118462535,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:05,LOWER,5,3,BR4:LOWER:05:3,B,M4:LOWER:P0:O-1:R14,S:1690,A:LOWER:-14:-4,11,25407,False,0.0,4.449133924352854,4.792527134594356,1.7287909173200837,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:05,LOWER,5,4,BR4:LOWER:05:4,N,M4:LOWER:P0:O-1:R14,S:1690,A:LOWER:-14:-4,11,25407,False,0.0,4.305381369812418,4.804416059816534,1.7140329551026223,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:06,LOWER,6,1,BR4:LOWER:06:1,B,M4:LOWER:P0:O-1:R14,S:1692,A:LOWER:-14:-2,11,649,True,330.0,4.202829520469658,4.909969416783209,1.8531150559543312,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:06,LOWER,6,2,BR4:LOWER:06:2,N,M4:LOWER:P0:O-1:R14,S:1692,A:LOWER:-14:-2,11,649,True,330.0,4.07366340150042,4.94451575717406,1.7970771087147117,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:06,LOWER,6,3,BR4:LOWER:06:3,B,M4:LOWER:P0:O-1:R14,S:1692,A:LOWER:-14:-2,11,649,True,330.0,4.011539681796995,4.923889739448959,1.6677217298682758,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:06,LOWER,6,4,BR4:LOWER:06:4,N,M4:LOWER:P0:O-1:R14,S:1692,A:LOWER:-14:-2,11,649,True,330.0,3.9027324740515295,4.828505700275602,1.6766878563883933,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:07,LOWER,7,1,BR4:LOWER:07:1,B,M4:LOWER:P0:O-1:R14,S:1694,A:LOWER:-14:0,1,36528,True,270.0,3.6947809228307187,4.993885236823287,1.8263442727792114,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:07,LOWER,7,2,BR4:LOWER:07:2,N,M4:LOWER:P0:O-1:R14,S:1694,A:LOWER:-14:0,1,36528,True,270.0,3.6222960149287116,4.979619001733961,1.7016009917106354,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:07,LOWER,7,3,BR4:LOWER:07:3,B,M4:LOWER:P0:O-1:R14,S:1694,A:LOWER:-14:0,1,36528,True,270.0,3.6595459665382606,4.895352315290448,1.5896609329283196,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:07,LOWER,7,4,BR4:LOWER:07:4,N,M4:LOWER:P0:O-1:R14,S:1694,A:LOWER:-14:0,1,36528,True,270.0,3.6990869059230476,4.757754695083872,1.6125007632412678,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:08,LOWER,8,1,BR4:LOWER:08:1,B,M4:LOWER:P0:O-1:R14,S:1696,A:LOWER:-14:2,11,12869,True,150.0,3.2218467880611055,4.904659636386986,1.842976279937832,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:08,LOWER,8,2,BR4:LOWER:08:2,N,M4:LOWER:P0:O-1:R14,S:1696,A:LOWER:-14:2,11,12869,True,150.0,3.3441331904925327,4.950283643388771,1.7798555496763655,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:08,LOWER,8,3,BR4:LOWER:08:3,B,M4:LOWER:P0:O-1:R14,S:1696,A:LOWER:-14:2,11,12869,True,150.0,3.3541785343787227,4.903296638865377,1.6430688152446042,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:08,LOWER,8,4,BR4:LOWER:08:4,N,M4:LOWER:P0:O-1:R14,S:1696,A:LOWER:-14:2,11,12869,True,150.0,3.4607439598742222,4.805050126384462,1.6397632929575459,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:09,LOWER,9,1,BR4:LOWER:09:1,B,M4:LOWER:P0:O-1:R14,S:1698,A:LOWER:-14:4,8,33871,False,180.0,2.777624914871863,4.622875316938301,1.8675289079366992,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:09,LOWER,9,2,BR4:LOWER:09:2,N,M4:LOWER:P0:O-1:R14,S:1698,A:LOWER:-14:4,8,33871,False,180.0,2.8788128968930806,4.679141490229973,1.7802899808535455,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:09,LOWER,9,3,BR4:LOWER:09:3,B,M4:LOWER:P0:O-1:R14,S:1698,A:LOWER:-14:4,8,33871,False,180.0,2.9609504785784706,4.794647219958643,1.8107488661423006,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:09,LOWER,9,4,BR4:LOWER:09:4,N,M4:LOWER:P0:O-1:R14,S:1698,A:LOWER:-14:4,8,33871,False,180.0,3.0858147551430886,4.806602466086043,1.7380743732529247,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:10,LOWER,10,1,BR4:LOWER:10:1,B,M4:LOWER:P0:O-1:R14,S:1700,A:LOWER:1:9,11,33871,True,45.0,2.4340152228252063,4.028942784724487,1.8721537259047996,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:10,LOWER,10,2,BR4:LOWER:10:2,N,M4:LOWER:P0:O-1:R14,S:1700,A:LOWER:1:9,11,33871,True,45.0,2.434466114735255,3.9131678243447796,1.7849510623421114,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:10,LOWER,10,3,BR4:LOWER:10:3,B,M4:LOWER:P0:O-1:R14,S:1700,A:LOWER:1:9,11,33871,True,45.0,2.3787035330909876,3.7834240323670385,1.8176230623730478,EXACT_GATE3L_SELECTED_CONFORMER
