bridge_path_id,end,bridge_index,bridge_position,bridge_node,element,mapping_id,seed_node,annulus_node,selected_pool_index,library_index,mirror,azimuth_deg,x_nm,y_nm,z_nm,coordinate_status
LOWER:BRIDGE4:10,LOWER,10,4,BR4:LOWER:10:4,N,M4:LOWER:P0:O-1:R14,S:1700,A:LOWER:1:9,11,33871,True,45.0,2.4298398334967994,3.670100408245156,1.7431140290640248,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:11,LOWER,11,1,BR4:LOWER:11:1,B,M4:LOWER:P0:O-1:R14,S:1702,A:LOWER:4:8,10,1853,False,135.0,2.3887050504528835,3.525813068393567,1.8645664392557946,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:11,LOWER,11,2,BR4:LOWER:11:2,N,M4:LOWER:P0:O-1:R14,S:1702,A:LOWER:4:8,10,1853,False,135.0,2.371337403845742,3.405322161292935,1.7858618341242256,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:11,LOWER,11,3,BR4:LOWER:11:3,B,M4:LOWER:P0:O-1:R14,S:1702,A:LOWER:4:8,10,1853,False,135.0,2.466794291044142,3.298075665065069,1.7658747071824654,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:11,LOWER,11,4,BR4:LOWER:11:4,N,M4:LOWER:P0:O-1:R14,S:1702,A:LOWER:4:8,10,1853,False,135.0,2.5836807530091344,3.3347705094906788,1.6883806672452861,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:12,LOWER,12,1,BR4:LOWER:12:1,B,M4:LOWER:P0:O-1:R14,S:1704,A:LOWER:7:7,0,5895,False,135.0,2.555132790177022,3.052551483201091,1.8457706587504872,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:12,LOWER,12,2,BR4:LOWER:12:2,N,M4:LOWER:P0:O-1:R14,S:1704,A:LOWER:7:7,0,5895,False,135.0,2.5536451005740033,3.012995022724828,1.7063146468152979,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:12,LOWER,12,3,BR4:LOWER:12:3,B,M4:LOWER:P0:O-1:R14,S:1704,A:LOWER:7:7,0,5895,False,135.0,2.6633691659872403,3.0517195917731272,1.6198602520739547,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:12,LOWER,12,4,BR4:LOWER:12:4,N,M4:LOWER:P0:O-1:R14,S:1704,A:LOWER:7:7,0,5895,False,135.0,2.7510216128521114,3.1671149219470567,1.6238166250288526,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:13,LOWER,13,1,BR4:LOWER:13:1,B,M4:LOWER:P0:O-1:R14,S:1706,A:LOWER:10:6,9,1853,False,135.0,2.901588721355911,2.6467433204174657,1.8588864757101382,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:13,LOWER,13,2,BR4:LOWER:13:2,N,M4:LOWER:P0:O-1:R14,S:1706,A:LOWER:10:6,9,1853,False,135.0,2.848654355680522,2.664233508696097,1.7250579273848117,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:13,LOWER,13,3,BR4:LOWER:13:3,B,M4:LOWER:P0:O-1:R14,S:1706,A:LOWER:10:6,9,1853,False,135.0,2.890429298183716,2.7606551007036306,1.6251780541808256,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:13,LOWER,13,4,BR4:LOWER:13:4,N,M4:LOWER:P0:O-1:R14,S:1706,A:LOWER:10:6,9,1853,False,135.0,2.8600918005698333,2.898614036596454,1.6578116757967107,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:14,LOWER,14,1,BR4:LOWER:14:1,B,M4:LOWER:P0:O-1:R14,S:1708,A:LOWER:13:5,5,30284,True,120.0,3.392883387179893,2.477424783563687,1.8047215046107818,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:14,LOWER,14,2,BR4:LOWER:14:2,N,M4:LOWER:P0:O-1:R14,S:1708,A:LOWER:13:5,5,30284,True,120.0,3.248633805801877,2.485667858881031,1.8166585006812823,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:14,LOWER,14,3,BR4:LOWER:14:3,B,M4:LOWER:P0:O-1:R14,S:1708,A:LOWER:13:5,5,30284,True,120.0,3.1440317230801136,2.529447970657426,1.7263239448759795,EXACT_GATE3L_SELECTED_CONFORMER
LOWER:BRIDGE4:14,LOWER,14,4,BR4:LOWER:14:4,N,M4:LOWER:P0:O-1:R14,S:1708,A:LOWER:13:5,5,30284,True,120.0,3.0315439091790686,2.615323856487003,1.7577921409060489,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:00,UPPER,0,1,BR4:UPPER:00:1,N,M4:UPPER:P0:O-1:R0,S:1710,A:UPPER:13:5,10,33871,True,240.0,4.028768293061965,2.433882725770298,8.145414306197841,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:00,UPPER,0,2,BR4:UPPER:00:2,B,M4:UPPER:P0:O-1:R0,S:1710,A:UPPER:13:5,10,33871,True,240.0,3.912990954627823,2.4341974828136954,8.232614410096716,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:00,UPPER,0,3,BR4:UPPER:00:3,N,M4:UPPER:P0:O-1:R0,S:1710,A:UPPER:13:5,10,33871,True,240.0,3.783173822531843,2.378717926678846,8.199752460673812,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:00,UPPER,0,4,BR4:UPPER:00:4,B,M4:UPPER:P0:O-1:R0,S:1710,A:UPPER:13:5,10,33871,True,240.0,3.6699160860267317,2.4297568516920793,8.27442825530091,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:01,UPPER,1,1,BR4:UPPER:01:1,N,M4:UPPER:P0:O-1:R0,S:1712,A:UPPER:13:-5,4,38718,False,330.0,4.6007392475081925,2.7986516211193697,8.189311131475352,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:01,UPPER,1,2,BR4:UPPER:01:2,B,M4:UPPER:P0:O-1:R0,S:1712,A:UPPER:13:-5,4,38718,False,330.0,4.663710106093976,2.8947627327673566,8.277751497228182,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:01,UPPER,1,3,BR4:UPPER:01:3,N,M4:UPPER:P0:O-1:R0,S:1712,A:UPPER:13:-5,4,38718,False,330.0,4.795662373051311,2.948114095000694,8.250107095118498,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:01,UPPER,1,4,BR4:UPPER:01:4,B,M4:UPPER:P0:O-1:R0,S:1712,A:UPPER:13:-5,4,38718,False,330.0,4.809721215251472,3.0919687440779606,8.238640693660699,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:02,UPPER,2,1,BR4:UPPER:02:1,N,M4:UPPER:P0:O-1:R0,S:1714,A:UPPER:10:-6,10,12869,False,330.0,4.902274675188725,3.2184033418754314,8.178560940541123,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:02,UPPER,2,2,BR4:UPPER:02:2,B,M4:UPPER:P0:O-1:R0,S:1714,A:UPPER:10:-6,10,12869,False,330.0,4.899238835249281,3.270433857348441,8.313850814362986,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:02,UPPER,2,3,BR4:UPPER:02:3,N,M4:UPPER:P0:O-1:R0,S:1714,A:UPPER:10:-6,10,12869,False,330.0,4.941329579868308,3.4090911198421625,8.318523182022059,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:02,UPPER,2,4,BR4:UPPER:02:4,B,M4:UPPER:P0:O-1:R0,S:1714,A:UPPER:10:-6,10,12869,False,330.0,4.823889647010814,3.487944769467281,8.350295146306877,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:03,UPPER,3,1,BR4:UPPER:03:1,N,M4:UPPER:P0:O-1:R0,S:1716,A:UPPER:7:-7,2,36528,True,285.0,4.993694422972849,3.706629917182376,8.191475748278018,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:03,UPPER,3,2,BR4:UPPER:03:2,B,M4:UPPER:P0:O-1:R0,S:1716,A:UPPER:7:-7,2,36528,True,285.0,4.983417392241701,3.640780793381413,8.32022647271457,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:03,UPPER,3,3,BR4:UPPER:03:3,N,M4:UPPER:P0:O-1:R0,S:1716,A:UPPER:7:-7,2,36528,True,285.0,4.896949299207725,3.679521315349472,8.429960017922866,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:03,UPPER,3,4,BR4:UPPER:03:4,B,M4:UPPER:P0:O-1:R0,S:1716,A:UPPER:7:-7,2,36528,True,285.0,4.757339727013976,3.7096719139776515,8.405093221247183,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:04,UPPER,4,1,BR4:UPPER:04:1,N,M4:UPPER:P0:O-1:R0,S:1718,A:UPPER:4:-8,10,649,False,0.0,4.915386182593809,4.195121006547251,8.156984472529162,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:04,UPPER,4,2,BR4:UPPER:04:2,B,M4:UPPER:P0:O-1:R0,S:1718,A:UPPER:4:-8,10,649,False,0.0,4.896898372024528,4.141426950675002,8.290373889947293,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:04,UPPER,4,3,BR4:UPPER:04:3,N,M4:UPPER:P0:O-1:R0,S:1718,A:UPPER:4:-8,10,649,False,0.0,4.923196156470066,4.012526708786177,8.35128987609009,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:04,UPPER,4,4,BR4:UPPER:04:4,B,M4:UPPER:P0:O-1:R0,S:1718,A:UPPER:4:-8,10,649,False,0.0,4.799656577690591,3.943787205024133,8.3833892204557,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:05,UPPER,5,1,BR4:UPPER:05:1,N,M4:UPPER:P0:O-1:R0,S:1720,A:UPPER:1:-9,11,5485,False,300.0,4.571666195560428,4.572870292130001,8.214023789449142,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:05,UPPER,5,2,BR4:UPPER:05:2,B,M4:UPPER:P0:O-1:R0,S:1720,A:UPPER:1:-9,11,5485,False,300.0,4.706222353300928,4.523441356179261,8.235561609489844,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:05,UPPER,5,3,BR4:UPPER:05:3,N,M4:UPPER:P0:O-1:R0,S:1720,A:UPPER:1:-9,11,5485,False,300.0,4.754838494362227,4.422416063763414,8.327439729190944,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:05,UPPER,5,4,BR4:UPPER:05:4,B,M4:UPPER:P0:O-1:R0,S:1720,A:UPPER:1:-9,11,5485,False,300.0,4.8065154722536105,4.308680055283063,8.25390755274649,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:06,UPPER,6,1,BR4:UPPER:06:1,N,M4:UPPER:P0:O-1:R0,S:1722,A:UPPER:-14:-4,9,38718,False,345.0,4.025556470939143,4.925363528004457,8.19410742315395,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:06,UPPER,6,2,BR4:UPPER:06:2,B,M4:UPPER:P0:O-1:R0,S:1722,A:UPPER:-14:-4,9,38718,False,345.0,3.9109494224411554,4.929831974293054,8.282744107338832,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:06,UPPER,6,3,BR4:UPPER:06:3,N,M4:UPPER:P0:O-1:R0,S:1722,A:UPPER:-14:-4,9,38718,False,345.0,3.800424430911672,5.020609471107071,8.259146265601752,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:06,UPPER,6,4,BR4:UPPER:06:4,B,M4:UPPER:P0:O-1:R0,S:1722,A:UPPER:-14:-4,9,38718,False,345.0,3.6678143733431807,4.9638217648586656,8.244939533427498,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:07,UPPER,7,1,BR4:UPPER:07:1,N,M4:UPPER:P0:O-1:R0,S:1724,A:UPPER:-14:-2,9,15810,False,45.0,3.516291527192626,4.992737406988184,8.167386446820652,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:07,UPPER,7,2,BR4:UPPER:07:2,B,M4:UPPER:P0:O-1:R0,S:1724,A:UPPER:-14:-2,9,15810,False,45.0,3.4273553854959045,4.960628179353203,8.27725727840642,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:07,UPPER,7,3,BR4:UPPER:07:3,N,M4:UPPER:P0:O-1:R0,S:1724,A:UPPER:-14:-2,9,15810,False,45.0,3.2918288145478196,4.910021686024163,8.286455352443244,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:07,UPPER,7,4,BR4:UPPER:07:4,B,M4:UPPER:P0:O-1:R0,S:1724,A:UPPER:-14:-2,9,15810,False,45.0,3.300278877076973,4.7734374775330455,8.334273670958954,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:08,UPPER,8,1,BR4:UPPER:08:1,N,M4:UPPER:P0:O-1:R0,S:1726,A:UPPER:-14:0,4,25521,False,120.0,3.095781486331484,4.8337253466418,8.191032317708851,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:08,UPPER,8,2,BR4:UPPER:08:2,B,M4:UPPER:P0:O-1:R0,S:1726,A:UPPER:-14:0,4,25521,False,120.0,3.071511895232377,4.825038689133946,8.333705362556497,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:08,UPPER,8,3,BR4:UPPER:08:3,N,M4:UPPER:P0:O-1:R0,S:1726,A:UPPER:-14:0,4,25521,False,120.0,3.0534760426062038,4.715780561847723,8.42729113906599,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:08,UPPER,8,4,BR4:UPPER:08:4,B,M4:UPPER:P0:O-1:R0,S:1726,A:UPPER:-14:0,4,25521,False,120.0,3.145566788585321,4.606576142197085,8.402526516568692,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:09,UPPER,9,1,BR4:UPPER:09:1,N,M4:UPPER:P0:O-1:R0,S:1728,A:UPPER:-14:2,7,2586,True,180.0,2.6341814744626224,4.483167195480658,8.155564098281515,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:09,UPPER,9,2,BR4:UPPER:09:2,B,M4:UPPER:P0:O-1:R0,S:1728,A:UPPER:-14:2,7,2586,True,180.0,2.6773248663749394,4.521986869891914,8.288397617474644,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:09,UPPER,9,3,BR4:UPPER:09:3,N,M4:UPPER:P0:O-1:R0,S:1728,A:UPPER:-14:2,7,2586,True,180.0,2.7985440298527937,4.597546472860841,8.313086712184717,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:09,UPPER,9,4,BR4:UPPER:09:4,B,M4:UPPER:P0:O-1:R0,S:1728,A:UPPER:-14:2,7,2586,True,180.0,2.9331643888076613,4.589946553818054,8.259849530745683,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:10,UPPER,10,1,BR4:UPPER:10:1,N,M4:UPPER:P0:O-1:R0,S:1730,A:UPPER:-14:4,4,30284,False,255.0,2.477812691445367,4.001664921374086,8.213628100234558,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:10,UPPER,10,2,BR4:UPPER:10:2,B,M4:UPPER:P0:O-1:R0,S:1730,A:UPPER:-14:4,4,30284,False,255.0,2.4857564560302885,4.145917330789318,8.202023476194865,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:10,UPPER,10,3,BR4:UPPER:10:3,N,M4:UPPER:P0:O-1:R0,S:1730,A:UPPER:-14:4,4,30284,False,255.0,2.529717744414807,4.250306066006277,8.292437972381892,EXACT_GATE3L_SELECTED_CONFORMER
