metric,value
tpr_exists,True
gro_exists,True
edr_exists,True
log_exists,True
fatal_error_detected,False
nan_detected,False
fatal_or_nan_detected,False
minimization_converged_detected,True
final_potential_energy_kJmol,4.6381096e+01
final_max_force_kJmol_nm,9.5378738e+01
