time_ps,temperature_K,potential_kJ_mol,total_energy_kJ_mol,CAP_SOL_LJ_kJ_mol
19.2,299.8408203125,-768804.75,-644918.125,30.92733001709
19.25,298.859313964844,-769144.75,-645663.625,36.510929107666
19.3,300.128448486328,-769129.4375,-645123.9375,46.705795288086
19.35,297.501892089844,-768565.25,-645645.0,41.906993865967
19.4,298.612426757812,-768721.625,-645342.5,36.912422180176
19.45,297.941192626953,-767888.5,-644786.75,34.993911743164
19.5,297.996429443359,-767417.0,-644292.375,31.926614761353
19.55,302.192169189453,-768859.5625,-644001.375,45.368270874023
19.6,300.627502441406,-767986.5,-643774.8125,41.66283416748
19.65,301.338775634766,-768118.125,-643612.5625,25.529022216797
19.7,298.627777099609,-767895.75,-644510.3125,20.718542098999
19.75,299.970733642578,-767947.6875,-644007.375,22.586483001709
19.8,300.562561035156,-768090.6875,-643905.8125,18.361074447632
19.85,301.187438964844,-768618.5625,-644175.5,20.211708068848
19.9,300.959075927734,-767705.375,-643356.6875,26.907581329346
19.95,300.738098144531,-768010.875,-643753.5,35.779266357422
20.0,299.668365478516,-767611.5625,-643796.125,30.687595367432
