center_node_type,angle_count,minimum_angle_deg,mean_angle_deg,maximum_angle_deg,RMS_deviation_from_120_deg
ALTERNATING_BN_TRIMER_BRIDGE,270,106.00278731705372,120.0,130.0000888557446,5.043373328844704
ANNULUS_INNER_BOUNDARY,72,119.99999999999956,120.0,120.00000000000037,1.3931792532515167e-13
ANNULUS_INTERIOR,504,119.99999999999918,120.0,120.0000000000006,2.0736291973495876e-13
ANNULUS_OUTER_BOUNDARY,180,23.68903765340406,113.20724522828164,171.5676425886728,22.314128164727443
HEXAGONAL_EDGE_COMPLETION_SEED,180,50.037988602069746,116.38393921884023,169.13882480970474,20.408322794089997
PARENT_HBN,5040,118.2724541303968,119.89977494839086,120.44386024006194,0.3428588207170291
