time_fs,PYR2,PYR3,PYR4,PYR5,X1,X2,X3,X4
0.0,0.0,0.0,1.0,0.0,0.4980613502807934,0.0021480610328721284,7.304269207454684e-06,0.499783284417127
10.0,0.007773033826226914,0.0645516287821391,0.7011580298573223,0.22651730753431154,0.49877585111354256,0.009857495333917787,0.006063711704497317,0.48530294184804224
20.0,0.015565856096032508,0.17367980611700035,0.18808013992702668,0.6226741978599404,0.4994771641071849,0.017372682477625825,0.011877773878690661,0.47127237953649864
30.0,0.02360231068969013,0.20672004405138705,0.03533811136212555,0.7343395338967972,0.5001655326751513,0.024698496502487753,0.017458422008509583,0.4576775488138514
40.0,0.03168414383107995,0.13451168482233083,0.38435941278880487,0.44944475855778415,0.500841195738091,0.031839689515331324,0.022814273000823553,0.44450484174575394
50.0,0.039275949108395464,0.046854291784435995,0.8111627197904264,0.10270703931674206,0.5015043878067976,0.03880089473492628,0.027953640200754384,0.43174107725752164
60.0,0.0461142327568463,0.04582508935091008,0.830032368476586,0.07802830941565747,0.5021553390635995,0.04558662945973962,0.032884543779187494,0.41937348769747307
70.0,0.052608715228621164,0.1312843914934293,0.43683533013173204,0.37927156314621735,0.502794275442255,0.05220129796172842,0.037614720771628765,0.4073897058243878
80.0,0.05948062144772665,0.2065589691238437,0.08579720814234923,0.6481632012860802,0.5034214187063666,0.0586491943080113,0.042151634779954004,0.395777752205668
90.0,0.06696430139657154,0.19135074380964537,0.15813435188796365,0.5835506029058191,0.5040369865263562,0.06493450511221399,0.04650248534821942,0.3845260230132101
100.0,0.0744570426288814,0.11024921951149334,0.5425005342002657,0.2727932036593592,0.5046411925550108,0.07106131221723927,0.05067421702333445,0.37362327820441515
110.0,0.08106042716906213,0.05966651996353942,0.7872764041478372,0.07199664871956081,0.5052342465016407,0.07703359531116868,0.05467352811104457,0.3630586300761456
120.0,0.08648168690676239,0.09668445910207428,0.622463866288905,0.1943699877022578,0.5058163542048636,0.08285523447796075,0.058506879137328764,0.3528215321798465
130.0,0.09134255729783056,0.17775814740500942,0.24954554106190288,0.48135375423525684,0.5063877177040474,0.08853001268456866,0.0621805010249834,0.3429017685864004
140.0,0.09655647445108219,0.2126601187509788,0.09023744704260117,0.6005459597553375,0.5069485353094348,0.09406161820606027,0.0657004029948453,0.33328944348965944
150.0,0.10241916725988663,0.16728483052481544,0.30462555134767955,0.42567045086761807,0.5074990016709748,0.09945364699028444,0.06907238020079318,0.3239749711379474
160.0,0.10834840400590438,0.09835622640019596,0.6279487360089785,0.1653466335849208,0.5080393078458818,0.10470960496358803,0.07230202110737126,0.31494906608315865
170.0,0.11351041659814087,0.0853373070711016,0.6894403365730557,0.1117119397577013,0.5085696413649473,0.10983291027905197,0.07539471461858163,0.3062027337374187
180.0,0.11765422957227559,0.14099560797333582,0.4310100484576598,0.310340113996728,0.5090901862976293,0.11482689550867703,0.07835565696611711,0.297727261227576
190.0,0.12130936154344689,0.20113242244659496,0.15420819751675968,0.5233500184931977,0.509601123315938,0.11969480978091519,0.08118985836503041,0.2895142085381158
200.0,0.12521200207326866,0.2003040222271884,0.16428240648810935,0.5102015692114329,0.510102629757146,0.12443982086490721,0.08390214944457429,0.281555399933372
210.0,0.12960975259890575,0.14448394900716047,0.4302033285424748,0.2957029698514584,0.5105948796853379,0.12906501720275373,0.0864971874616917,0.2738429156502163
220.0,0.13414025258295856,0.10018205422960258,0.6380582850639226,0.1276194081235158,0.5110780439518255,0.1335734098911132,0.08897946230439006,0.26636908385267083
230.0,0.13831384646745162,0.11700732347862074,0.5562128518068131,0.1884659782471141,0.5115522902544473,0.13796793461338985,0.09135330229199477,0.2591264728401678
