end,cycle_id,cycle_length,node_ids,layer_sequence,element_sequence
UPPER,UPPER_C00174,10,UPPER:L2:0 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3 | UPPER:L2:3 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00175,10,UPPER:L2:1 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3 | UPPER:L2:2 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00176,10,UPPER:L2:1 | UPPER:L3:0 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3 | UPPER:L2:3 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00177,10,UPPER:L2:2 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L5:0 | UPPER:L4:21 | UPPER:L5:19 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3,2 | 3 | 4 | 5 | 4 | 5 | 4 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00178,10,UPPER:L2:26 | UPPER:L3:26 | UPPER:L4:19 | UPPER:L5:16 | UPPER:L4:18 | UPPER:L5:17 | UPPER:L6:10 | UPPER:L5:18 | UPPER:L4:20 | UPPER:L3:27,2 | 3 | 4 | 5 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00179,10,UPPER:L2:27 | UPPER:L3:26 | UPPER:L4:19 | UPPER:L5:16 | UPPER:L4:18 | UPPER:L5:17 | UPPER:L6:10 | UPPER:L5:18 | UPPER:L4:20 | UPPER:L3:27,2 | 3 | 4 | 5 | 4 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00180,10,UPPER:L2:28 | UPPER:L3:28 | UPPER:L4:20 | UPPER:L5:18 | UPPER:L6:10 | UPPER:L5:17 | UPPER:L6:11 | UPPER:L5:19 | UPPER:L4:21 | UPPER:L3:29,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00181,10,UPPER:L2:29 | UPPER:L3:28 | UPPER:L4:20 | UPPER:L5:18 | UPPER:L6:10 | UPPER:L5:17 | UPPER:L6:11 | UPPER:L5:19 | UPPER:L4:21 | UPPER:L3:29,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00182,10,UPPER:L2:3 | UPPER:L3:2 | UPPER:L4:1 | UPPER:L5:0 | UPPER:L4:21 | UPPER:L5:19 | UPPER:L4:0 | UPPER:L5:1 | UPPER:L4:2 | UPPER:L3:3,2 | 3 | 4 | 5 | 4 | 5 | 4 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00183,10,UPPER:L2:4 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7 | UPPER:L2:6 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00184,10,UPPER:L2:4 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7 | UPPER:L2:7 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00185,10,UPPER:L2:4 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L6:2 | UPPER:L5:2 | UPPER:L6:1 | UPPER:L5:3 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00186,10,UPPER:L2:5 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7 | UPPER:L2:6 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00187,10,UPPER:L2:5 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7 | UPPER:L2:7 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00188,10,UPPER:L2:5 | UPPER:L3:4 | UPPER:L4:3 | UPPER:L5:4 | UPPER:L6:2 | UPPER:L5:2 | UPPER:L6:1 | UPPER:L5:3 | UPPER:L4:4 | UPPER:L3:5,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00189,10,UPPER:L2:6 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L5:3 | UPPER:L6:1 | UPPER:L5:2 | UPPER:L6:2 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
UPPER,UPPER_C00190,10,UPPER:L2:7 | UPPER:L3:6 | UPPER:L4:4 | UPPER:L5:3 | UPPER:L6:1 | UPPER:L5:2 | UPPER:L6:2 | UPPER:L5:4 | UPPER:L4:5 | UPPER:L3:7,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,NBNBNBNBNB
