,PYR2,PYR3,PYR4,PYR5
PYR2,0.060249999999999915,0.0,0.0,0.0
PYR3,0.0,0.06625000000000014,0.0,0.0
PYR4,0.0,0.0,0.07125000000000004,0.0
PYR5,0.0,0.0,0.0,-0.1977500000000001
