,PYR2,PYR3,PYR4,PYR5
PYR2,0.07950000000000035,0.0,0.0,0.0
PYR3,0.0,0.0674999999999999,0.0,0.0
PYR4,0.0,0.0,0.0754999999999999,0.0
PYR5,0.0,0.0,0.0,-0.2224999999999997
