case,trajectory,solver_success,max_trace_error,min_density_eigenvalue,max_PYR2,final_PYR2,t_PYR2_10pct_fs,t_PYR2_20pct_fs,t_PYR2_30pct_fs
site_disorder_10meV,0,True,1.679232413983135e-14,0.0,0.3282278061292826,0.30930835780918886,130.0,310.0,780.0
site_disorder_10meV,1,True,1.2858041030766843e-14,0.0,0.3259550280981104,0.3151509606316285,110.0,360.0,1320.0
site_disorder_10meV,2,True,1.4724470769713266e-14,0.0,0.3289139993721953,0.31798329023838934,140.0,330.0,800.0
site_disorder_10meV,3,True,2.0251726258462577e-14,0.0,0.3408590809015187,0.3274626611764054,130.0,370.0,1040.0
site_disorder_10meV,4,True,1.7192571987909916e-14,0.0,0.32980716499046775,0.31838179275941697,130.0,290.0,980.0
site_disorder_10meV,5,True,1.8878188698159946e-14,0.0,0.3312372913595218,0.309381007083745,120.0,350.0,930.0
site_disorder_10meV,6,True,2.0589730780454057e-14,0.0,0.32271102693392534,0.3207617834768929,140.0,340.0,800.0
site_disorder_10meV,7,True,3.395619950352656e-14,0.0,0.3311513479219423,0.32165758457351146,110.0,320.0,860.0
site_disorder_10meV,8,True,2.4974798650620072e-14,0.0,0.32321506363558644,0.32007014964889424,140.0,350.0,1070.0
site_disorder_10meV,9,True,2.055952419448831e-14,0.0,0.3341799732256563,0.3234379019405028,120.0,310.0,660.0
site_disorder_10meV,10,True,1.4036665050922123e-14,0.0,0.33513813120251557,0.30981114673492877,120.0,310.0,1030.0
site_disorder_10meV,11,True,1.5187957854056818e-14,0.0,0.34134275579418255,0.3281043063459361,140.0,330.0,980.0
site_disorder_10meV,12,True,1.5128267686790398e-14,0.0,0.33189520647093496,0.30894598576988636,110.0,360.0,970.0
site_disorder_10meV,13,True,1.268213892581445e-14,0.0,0.3260050170999599,0.30687365766223507,140.0,360.0,920.0
site_disorder_10meV,14,True,8.412214031685456e-15,0.0,0.33971550669551775,0.3307673756748986,150.0,350.0,1140.0
site_disorder_10meV,15,True,1.012050334019493e-14,0.0,0.3356361459548692,0.3128531346092372,110.0,340.0,730.0
site_disorder_10meV,16,True,1.1723338445313823e-14,0.0,0.33154598540840857,0.27099491892364946,120.0,350.0,1040.0
site_disorder_10meV,17,True,1.493111260848987e-14,0.0,0.32075596310656884,0.3089935142897187,150.0,370.0,1320.0
site_disorder_10meV,18,True,1.5704404511096365e-14,0.0,0.33642131525896,0.308147973997588,140.0,340.0,630.0
site_disorder_10meV,19,True,8.403118119010249e-15,0.0,0.3231807881585623,0.2931656401079113,120.0,350.0,860.0
site_disorder_10meV,20,True,1.421873983219895e-14,0.0,0.32763136308073126,0.32112090293795975,110.0,330.0,790.0
site_disorder_10meV,21,True,1.3301457558591672e-14,0.0,0.32751998410069993,0.32188336473897283,110.0,340.0,1160.0
site_disorder_10meV,22,True,1.0967035281414412e-14,0.0,0.33596983855777307,0.32035414656555594,150.0,370.0,1060.0
site_disorder_10meV,23,True,1.6954492716759648e-14,0.0,0.32892205034088773,0.32523877618979724,120.0,380.0,1030.0
site_disorder_10meV,24,True,9.420748816913386e-15,0.0,0.3324240335906194,0.320471719652985,130.0,360.0,830.0
site_disorder_10meV,25,True,1.1802687304721495e-14,0.0,0.32606726599640257,0.29535106931932653,150.0,360.0,680.0
site_disorder_10meV,26,True,2.7027187229471766e-14,0.0,0.3490394101782488,0.327558364465432,120.0,340.0,700.0
site_disorder_10meV,27,True,2.2560483165743954e-14,0.0,0.3375527094140126,0.320825563184835,120.0,330.0,890.0
site_disorder_10meV,28,True,1.4696756946844634e-14,0.0,0.33111442284478687,0.31770394953879766,130.0,390.0,1020.0
site_disorder_10meV,29,True,1.7430733721416177e-14,0.0,0.3361377225580782,0.31897637966837905,110.0,380.0,1020.0
