decision,fits_screened,lower_local_preoptimization_pass_count,upper_local_preoptimization_pass_count,lower_best_rigid_RMS_deviation_nm,upper_best_rigid_RMS_deviation_nm,lower_best_similarity_RMS_deviation_nm,upper_best_similarity_RMS_deviation_nm,lower_best_similarity_principal_strain,upper_best_similarity_principal_strain,lower_best_affine_RMS_deviation_nm,upper_best_affine_RMS_deviation_nm,lower_best_affine_principal_strain,upper_best_affine_principal_strain,lower_best_affine_anisotropy,upper_best_affine_anisotropy,audit_integrity_pass,local_constrained_optimization_authorized,current_direct_BN_attachment_graph_retained,current_direct_BN_attachment_graph_rejected,coordinate_update_authorized,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,QM_authorized,failed_audit_gates,required_next_step
R2_PARTIAL_ATTACHMENT_DIRECT_BN_JUNCTION_GEOMETRIC_LOWER_BOUND_FAILED,600,0,0,0.19819666938005956,0.19819666938005956,0.19992817292711396,0.199928172927114,0.068368652888956,0.06836865288895622,0.19992817174306687,0.1999281717430669,0.06839477264921356,0.06839477264921401,1.0000488977260515,1.000048897726052,True,False,False,True,False,False,False,False,False,False,False,,REDESIGN_R2_ANNULUS_JUNCTION_WITH_EXPLICIT_BRIDGING_LINKER_OR_REVISED_ATTACHMENT_TOPOLOGY
