metric,value
tpr_exists,True
gro_exists,True
edr_exists,True
log_exists,True
fatal_error_detected,False
nan_detected,False
fatal_or_nan_detected,False
minimization_converged_detected,True
final_potential_energy_kJmol,1.8469263e+02
final_max_force_kJmol_nm,4.7837498e+01
