decision,Gate3C_blueprint_decision,lower_girth,upper_girth,lower_four_member_cycles,upper_four_member_cycles,lower_six_member_cycles,upper_six_member_cycles,lower_eight_member_cycles,upper_eight_member_cycles,lower_added_BN_nodes_in_four_cycles,upper_added_BN_nodes_in_four_cycles,failed_gates,cycle_topology_accepted,previous_coordinate_embedding_authorization_superseded,static_coordinate_embedding_authorized,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,QM_authorized,required_next_step
R2_GRADED_HETEROPOLAR_BN_COLLAR_REQUIRES_HEXAGONAL_GRAPH_REDESIGN,R2_GRADED_HETEROPOLAR_BN_COLLAR_CONNECTIVITY_BLUEPRINT_VALIDATED,4,4,39,39,77,77,32,32,98,98,LOWER_added_BN_degree_is_three | LOWER_contains_no_four_member_cycles | LOWER_girth_is_at_least_six | LOWER_added_BN_nodes_avoid_four_cycles | LOWER_parent_collar_edges_avoid_four_cycles | UPPER_added_BN_degree_is_three | UPPER_contains_no_four_member_cycles | UPPER_girth_is_at_least_six | UPPER_added_BN_nodes_avoid_four_cycles | UPPER_parent_collar_edges_avoid_four_cycles,False,True,False,False,False,False,False,False,False,REDESIGN_R2_COLLAR_GRAPH_USING_HEXAGONAL_LATTICE_TEMPLATE_AND_REAUDIT
