,PYR2,PYR3,PYR4,PYR5
PYR2,0.06050000000000022,0.0,0.0,0.0
PYR3,0.0,0.031500000000000306,0.0,0.0
PYR4,0.0,0.0,0.06850000000000023,0.0
PYR5,0.0,0.0,0.0,-0.16049999999999986
