decision,coordinate_nodes,parent_atoms,total_heavy_atoms,total_H_atoms,bridge_conformers,conformer_library_size,maximum_library_distance_error_nm,maximum_BN_bond_deviation_nm,maximum_bridge_BN_bond_deviation_nm,maximum_XH_bond_deviation_nm,critical_angle_minimum_deg,critical_angle_mean_deg,critical_angle_maximum_deg,critical_angle_RMS_deviation_deg,minimum_nonbonded_heavy_heavy_nm,minimum_nonbonded_H_heavy_nm,minimum_nonbonded_H_H_nm,heavy_heavy_clash_count,H_heavy_clash_count,H_H_clash_count,lower_nuclear_aperture_diameter_nm,upper_nuclear_aperture_diameter_nm,target_aperture_diameter_nm,maximum_lower_upper_asymmetry_nm,candidate_is_final_chemistry,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,mobile_MD_authorized,multitemperature_MD_authorized,QM_authorized,failed_gates,required_next_step
R2_ALTERNATING_BN_TRIMER_BRIDGE_STATIC_COORDINATE_EMBEDDING_REQUIRES_CONFORMER_REFINEMENT,2256,1680,2082,174,30,40176,0.00013353410331456983,0.0011953939551086479,2.9140683467959727e-05,8.465450562766819e-16,23.68903765340406,117.33107293515945,171.5676425886728,15.628486292671067,0.05951338697271288,0.029396084874328265,0.06047275940215483,6,19,0,0.8163864537754161,0.8163864537754154,0.8394062099300137,7.494005416219807e-16,False,False,False,False,False,False,False,False,False,critical_valence_angle_minimum_is_at_least_70deg | no_nonbonded_heavy_heavy_clashes | no_nonbonded_H_heavy_clashes,REFINE_R2_TRIMER_BRIDGE_CONFORMERS_AND_H_PASSIVANT_ORIENTATIONS
