strength_kBT_at_sigma,epsilon_kJ_mol,C12_kJ_mol_nm12,initial_CAP_OW_energy_kJ_mol,minimum_CAP_OW_distance_nm,maximum_water_force_kJ_mol_nm,lower_actual_5kBT_aperture_radius_nm,upper_actual_5kBT_aperture_radius_nm,lower_centerline_maximum_barrier_kBT,upper_centerline_maximum_barrier_kBT
5.0,3.1179234818074653,7.266286217927493e-09,14.024857059611007,0.2201885555609106,34.234492881969985,0.4197031049650036,0.4197031049650036,8.436413031164421e-05,8.436413031164421e-05
10.0,6.2358469636149305,1.4532572435854985e-08,28.049714119222013,0.2201885555609106,68.46898576393997,0.4037683810215103,0.4037683810215103,0.00016872826062328843,0.00016872826062328843
20.0,12.471693927229861,2.906514487170997e-08,56.09942823844403,0.2201885555609106,136.93797152787994,0.3861086704857881,0.3861086704857881,0.00033745652124657686,0.00033745652124657686
40.0,24.943387854459722,5.813028974341994e-08,112.19885647688805,0.2201885555609106,273.8759430557599,0.3675061382935441,0.3675061382935441,0.0006749130424931537,0.0006749130424931537
