frequency_ps^-1,spectral_density_proxy
0.0,0.00015927076230698182
0.04997501249375312,0.00045354769764819215
0.09995002498750624,0.000915550868489978
0.14992503748125935,0.0010205472486524796
0.19990004997501248,0.00150172381221794
0.24987506246876562,0.0
0.2998500749625187,0.0
0.34982508745627183,0.0
0.39980009995002497,0.0008499425648890735
0.4497751124437781,0.0009299759627952041
0.49975012493753124,0.00047476774545443425
0.5497251374312844,0.0005067499908820806
0.5997001499250374,0.0007830261116563832
0.6496751624187905,8.179528952423991e-05
0.6996501749125437,0.0005129146818634073
0.7496251874062968,0.0
0.7996001999000499,0.001009758311305896
0.8495752123938031,0.0004921237629401556
0.8995502248875562,0.0001950334401865842
0.9495252373813093,0.0005524727979235484
0.9995002498750625,0.0002182224953088585
1.0494752623688155,0.0
1.0994502748625687,0.0008965807632025309
1.1494252873563218,0.0008214300320226472
1.1994002998500748,0.0
1.249375312343828,0.0005895692870692691
1.299350324837581,0.00045856465122842867
1.3493253373313343,0.001089449444830327
1.3993003498250873,0.0015817985990806203
1.4492753623188406,0.0013898427987876743
1.4992503748125936,0.0
1.5492253873063468,0.0005011727991239411
1.5992003998000999,8.374381772837292e-05
1.649175412293853,0.0
1.6991504247876061,0.00034241970145645775
1.7491254372813592,5.1452312132914325e-05
1.7991004497751124,0.00015554627990864504
1.8490754622688654,0.0
1.8990504747626187,0.0
1.9490254872563717,0.0
1.999000499750125,0.0
2.048975512243878,4.208633873548434e-05
2.098950524737631,0.00010342911416236843
2.148925537231384,8.204892955370708e-05
2.1989005497251375,0.0
2.2488755622188905,1.06509157731769e-05
2.2988505747126435,0.00024454194583288725
2.3488255872063966,0.0002798350644092187
2.3988005997001496,0.0002132736856126334
2.448775612193903,0.0
2.498750624687656,0.0
2.548725637181409,0.0
2.598700649675162,0.00013738118941132517
2.6486756621689156,0.0
2.6986506746626686,0.0
2.7486256871564216,6.55384322103719e-05
2.7986006996501747,0.0
2.8485757121439277,0.0
2.898550724637681,0.0004210330044095505
2.948525737131434,9.866160435631599e-05
2.998500749625187,1.6370692368404106e-06
3.0484757621189402,0.0
3.0984507746126937,1.6302153201066373e-05
3.1484257871064467,0.0001317972038375215
3.1984007996001997,2.4172080314515643e-05
3.2483758120939528,0.00014084372941422822
3.298350824587706,0.00018970643140313125
3.3483258370814593,6.801325967749384e-05
3.3983008495752123,0.00035630003886714967
3.4482758620689653,0.00017184648477364825
3.4982508745627183,0.00011733841252925555
3.548225887056472,0.0001228764322837935
3.598200899550225,0.0
3.648175912043978,0.0
3.698150924537731,0.0
3.748125937031484,0.00014241204931976118
3.7981009495252374,1.709091904585531e-05
3.8480759620189904,7.981954288165727e-05
3.8980509745127434,7.576347966949425e-06
3.9480259870064964,0.0001192189242258453
3.99800099950025,0.00046194754184838906
4.0479760119940025,0.0
4.097951024487756,0.0
4.147926036981509,1.127454951643944e-05
4.197901049475262,0.0
4.2478760619690155,0.00017088450242094198
4.297851074462768,0.00010190910099378223
4.3478260869565215,0.0
4.397801099450275,0.0
4.4477761119440276,0.00026567439569484584
4.497751124437781,0.0
4.547726136931534,0.0
4.597701149425287,5.074937297888888e-06
4.6476761619190405,8.053244584357264e-05
4.697651174412793,4.452064641424082e-05
4.747626186906547,0.00012056148069421332
4.797601199400299,0.0
4.847576211894053,0.00014953507701102636
4.897551224387806,4.655022779596863e-05
4.947526236881559,6.3057356266843415e-06
4.997501249375312,3.933804471246629e-05
5.047476261869066,8.090594450718188e-05
5.097451274362818,0.00012494520880719314
5.147426286856572,1.0126681003879525e-05
5.197401299350324,4.954623743969287e-05
5.247376311844078,0.00021054094066232082
5.297351324337831,0.00010495814034117059
5.347326336831584,9.366674569859063e-05
5.397301349325337,0.00014852915300799926
5.44727636181909,3.153680543236142e-05
5.497251374312843,0.0
5.547226386806597,0.00010113188060634505
5.597201399300349,0.00013340276607179326
5.647176411794103,4.645490852614173e-05
5.697151424287855,4.5730040368294984e-06
5.747126436781609,0.0
5.797101449275362,2.3008298812390458e-05
5.847076461769115,6.5187329268760194e-06
5.897051474262868,3.939457094905482e-06
5.947026486756622,3.558514942816889e-05
5.997001499250374,0.0
6.046976511744128,0.0
6.0969515242378804,2.6094420938875737e-05
6.146926536731634,4.7597787035917813e-05
6.196901549225387,9.43670226529749e-06
6.24687656171914,1.723050383336443e-05
6.296851574212893,4.381910103074151e-05
6.346826586706646,4.6300265206542335e-05
6.3968015992003995,3.491124300466029e-05
6.446776611694153,3.3508272963399115e-05
6.4967516241879055,0.0
6.546726636681659,7.01572432795054e-05
6.596701649175412,5.757480600028911e-05
6.646676661669165,9.454787685399005e-05
6.6966516741629185,0.0
6.746626686656671,7.474497613883727e-05
6.796601699150425,3.095177099822593e-05
6.846576711644177,0.0
6.896551724137931,0.0
6.946526736631684,3.907812351720846e-06
6.996501749125437,7.963278468340995e-06
7.04647676161919,6.427422770654686e-06
7.096451774112944,3.208393454993314e-05
