time_fs,PYR2,PYR3,PYR4,PYR5,X1,X2,X3,X4
0.0,0.0,1.0,0.0,0.0,0.10641046206112639,0.004788806327595994,0.7835064016672457,0.10529432994403223
10.0,0.010624772669565248,0.9140532625521043,0.06458910792815144,0.010732856850178722,0.11435382626741476,0.014077443212157705,0.7674852328018222,0.10408349771860535
20.0,0.022865262605106764,0.7391472235008946,0.1738319021266669,0.06415561176733128,0.12215057649605088,0.023102300805164188,0.7518627103579364,0.10288441234084833
30.0,0.03559430191595753,0.5483522408505896,0.20705981359370598,0.20899364363974654,0.12980341886221244,0.03187053833118742,0.736628721665514,0.10169732114108598
40.0,0.047795682591069866,0.40200276539699104,0.13510826829744194,0.4150932837144969,0.1373150095331823,0.04038912605295546,0.7217734154552055,0.10052244895865659
50.0,0.05894410512722575,0.3249339042577317,0.047773071474693764,0.5683489191403485,0.14468795565025938,0.048664850168650346,0.7072871949749774,0.09935999920611281
60.0,0.06894553887281095,0.31658464651887996,0.04712784167951275,0.5673419729287957,0.15192481623365156,0.05670431758384818,0.6931607112913346,0.09821015489116507
70.0,0.07783286219087761,0.370622070417538,0.13302943449859944,0.4185156328929843,0.15902810307066698,0.06451396056128227,0.6793848567701355,0.09707307959791472
80.0,0.08556160112628874,0.47763115626594327,0.20880130404239225,0.22800593856537504,0.16600028158751018,0.07210004125153045,0.6659507587320892,0.09594891842886977
90.0,0.09206228550491924,0.6117023279274546,0.19414219223236362,0.10209319433526191,0.17284377170499063,0.07946865610764961,0.6528497732781734,0.09483779890918613
100.0,0.09741966759724327,0.7252147041707223,0.11363855436510427,0.06372707386692947,0.17956094867843056,0.08662574018670338,0.6400734792803358,0.09373983185453
110.0,0.10195205258513537,0.7683166828594307,0.06369959149897207,0.0660316730564613,0.18615414392207785,0.09357707134105545,0.6276136725329727,0.09265511220389383
120.0,0.1061053295146634,0.7204128114726164,0.10140431686308612,0.07207754214963345,0.19262564581829644,0.10032827430222802,0.6154623600608027,0.09158371981867265
130.0,0.1102660356576561,0.6045281920349985,0.18320515853973385,0.10200061376761071,0.19897770051182506,0.10688482466005488,0.6036117545788773,0.09052572024924216
140.0,0.11464431464212878,0.4705949484611835,0.21887208123812335,0.19588865565856342,0.20521251268937438,0.11325205273978826,0.5920542691005886,0.089481165470248
150.0,0.1192783861963113,0.3635327326286568,0.17429708213741768,0.3428917990376133,0.21133224634483427,0.11943514737975372,0.5807825116896422,0.08845009458576907
160.0,0.12410866764332355,0.3041032115543887,0.10620174872532279,0.4655863720769641,0.21733902553035997,0.12543915961207933,0.569789280352086,0.087432534505474
170.0,0.1290607247508824,0.29353729414868857,0.09404682600130851,0.4833551550991197,0.2232349350935925,0.131269006248964,0.5590675580645862,0.08642850059285667
180.0,0.13412147038892444,0.327643590005932,0.15059769119220598,0.3876372484129367,0.22902202140127292,0.1369294733768857,0.5486105079352481,0.08543799728659254
190.0,0.13940006280056,0.40044062975479383,0.21165357422118883,0.24850573322345657,0.2347022930495009,0.14242521976109043,0.5384114684933851,0.0844610186960231
200.0,0.1451254638607319,0.49514812113949774,0.21176877340682604,0.14795764159294367,0.24027772156088242,0.14776078016264438,0.5284639491047342,0.08349754917173863
