lag_ps,autocorrelation,autocorrelation_normalized
0.0,2.385824775865486e-05,1.0
0.01,2.22649518661674e-05,0.9332182351107712
0.02,2.07798729358e-05,0.870972300480946
0.03,1.9367245795801433e-05,0.8117631266016062
0.04,1.8055356757163605e-05,0.7567763123179828
0.05,1.6865978566941483e-05,0.706924445481255
0.06,1.5717368786694452e-05,0.6587813550135001
0.07,1.4796827584847884e-05,0.6201975825940595
0.08,1.3894169478582067e-05,0.5823633662929748
0.09,1.2988087439536802e-05,0.5443856384979161
0.1,1.2225158829181246e-05,0.5124080759345131
0.11,1.1483619543547151e-05,0.4813270303717645
0.12,1.0751085545529047e-05,0.45062343447368064
0.13,1.0113867031764436e-05,0.4239149133697596
0.14,9.492654003486932e-06,0.3978772498094861
0.15,8.85226064103998e-06,0.37103565737884997
0.16,8.204832938118778e-06,0.3438992260084305
0.17,7.615357982099576e-06,0.31919183919686706
0.18,7.12525765068248e-06,0.298649662907357
0.19,6.634215744662556e-06,0.2780680212466951
0.2,6.151429390392712e-06,0.25783240465181306
0.21,5.5987294611634955e-06,0.23466641464197596
0.22,4.993829478627149e-06,0.209312499775495
0.23,4.437118769146337e-06,0.18597840101382632
0.24,4.024276593099503e-06,0.16867444054602249
0.25,3.7580648367891844e-06,0.15751638070008314
0.26,3.4351433120448118e-06,0.1439813747763045
0.27,3.0890312040728627e-06,0.12947435349489486
0.28,2.813920393981419e-06,0.1179432966933054
0.29,2.508457106295342e-06,0.10514003927155001
0.3,2.179331788599009e-06,0.09134500616494062
0.31,1.8096131511467433e-06,0.07584853546045874
0.32,1.467073616987259e-06,0.06149125584694545
0.33,1.2281931790688071e-06,0.051478767070111654
0.34,9.269577722378143e-07,0.038852718004051635
0.35,6.919063063362313e-07,0.029000717627522925
0.36,5.837752325979947e-07,0.024468487313206954
0.37,5.367878499026048e-07,0.022499047513155224
0.38,5.03615620462554e-07,0.021108659175519774
0.39,6.804939619166074e-07,0.02852237803883775
0.4,8.31314776566447e-07,0.03484391582214489
0.41,9.755046330373573e-07,0.04088752212255326
0.42,1.093206521353985e-06,0.04582090572671715
0.43,1.2151424864799591e-06,0.050931757385206625
0.44,1.413238600413126e-06,0.059234802769639994
0.45,1.5397051626704085e-06,0.06453555090238604
0.46,1.6334757599229016e-06,0.06846587295290112
0.47,1.7838878846536143e-06,0.07477028081437741
0.48,1.975209739999585e-06,0.08278938839014505
0.49,2.0580552010684367e-06,0.08626179180832141
0.5,2.117621722658057e-06,0.08875847648492395
0.51,2.0711033845610373e-06,0.08680869632639808
0.52,2.1156324630481647e-06,0.08867509820710509
0.53,2.1867652600054e-06,0.09165657436900936
0.54,2.2049895897747682e-06,0.09242043305443008
0.55,2.252187991307696e-06,0.09439871754583018
0.56,2.251470589109233e-06,0.09436864818760571
0.5700000000000001,2.230946459810031e-06,0.09350839518383025
0.58,2.1149733713720776e-06,0.08864747288932172
0.59,2.0930371423011117e-06,0.08772803281589855
0.6,2.0599527669345227e-06,0.08634132681379547
0.61,1.986140336619398e-06,0.08324753589244215
0.62,2.007458056761409e-06,0.08414105164253649
0.63,1.9713566742741677e-06,0.0826278901206831
0.64,2.025769872013953e-06,0.08490857721431286
0.65,2.162072393147931e-06,0.09062159195507616
0.66,2.222475821514665e-06,0.09315335493187825
0.67,2.3244395493905905e-06,0.09742708571493364
0.68,2.314863624505181e-06,0.09702571823051996
0.6900000000000001,2.366850561389965e-06,0.09920471047717082
0.7000000000000001,2.3251379284280785e-06,0.09745635773208061
0.71,2.4056536923968267e-06,0.10083111369837072
0.72,2.4533595551690623e-06,0.10283066803508557
0.73,2.501753458973045e-06,0.1048590610794334
0.74,2.347372746708143e-06,0.09838831294123877
0.75,2.1371548293202775e-06,0.08957719154144501
0.76,2.0179226355072303e-06,0.08457966636611881
0.77,1.7741912123864704e-06,0.07436385229685871
0.78,1.5907227764722858e-06,0.06667391472180652
0.79,1.405464070026545e-06,0.05890893934223213
0.8,1.251195856092646e-06,0.05244290648456192
0.81,1.1379601447567306e-06,0.04769671923387257
0.8200000000000001,9.99488497232172e-07,0.041892787238308214
0.8300000000000001,9.549677952169376e-07,0.040026736450941236
0.84,8.304923906617869e-07,0.03480944615308205
0.85,7.001499502882255e-07,0.029346243587156894
0.86,4.932561938929035e-07,0.02067445182406445
0.87,3.1640380558771936e-07,0.013261820766906076
0.88,1.6447103569789984e-07,0.006893676239833499
0.89,-1.944265571005597e-09,-8.149238748265962e-05
0.9,-4.309113600788233e-08,-0.0018061316339650516
0.91,-1.912435744843627e-07,-0.00801582649400507
0.92,-3.043267798304942e-07,-0.01275562157409888
0.93,-3.3608836824731027e-07,-0.014086883984402847
0.94,-3.2036510441386705e-07,-0.013427855543064802
0.95,-3.5697951328327523e-07,-0.014962520168891142
0.96,-4.062952611089494e-07,-0.017029551592344455
0.97,-3.36530771656533e-07,-0.014105426981093048
0.98,-2.460924180011836e-07,-0.010314773343399064
0.99,-2.4898127934270734e-07,-0.010435857731940371
1.0,-3.2151956525787457e-07,-0.01347624387634417
1.01,-3.389360080475089e-07,-0.01420624060392515
1.02,-3.6242198539072644e-07,-0.015190637177420273
1.03,-3.700326066082235e-07,-0.015509630478792802
1.04,-3.5251179706851833e-07,-0.014775259299612249
1.05,-3.7549218408335177e-07,-0.015738464445576795
1.06,-3.4938678909656073e-07,-0.014644277007720172
1.07,-2.3145951793695114e-07,-0.009701446656030574
1.08,1.6955724250995143e-09,7.106860664083872e-05
1.09,2.3445160058354415e-07,0.009826857485730237
1.1,4.4447039675065745e-07,0.018629632873580187
1.11,5.856627782472334e-07,0.02454760232904268
1.12,6.766886766244733e-07,0.028362882449277795
1.13,6.894496632015153e-07,0.02889774933079104
1.14,7.173333166235709e-07,0.030066471095445378
1.15,6.17967260819709e-07,0.025901619727942263
1.16,5.095328462635602e-07,0.02135667511788334
1.17,3.722077429988144e-07,0.015600799638095453
1.18,1.083811048590908e-07,0.004542710175342792
1.19,-5.979110326043392e-08,-0.0025060978436165326
1.2,-1.9896475577234602e-07,-0.008339453835211733
1.21,-3.6447889416800894e-07,-0.015276850917762387
1.22,-4.3597138511624294e-07,-0.018273403375069285
1.23,-4.694334095228271e-07,-0.019675938244565115
1.24,-4.4352024774903874e-07,-0.01858980811313549
1.25,-4.6314497517557495e-07,-0.019412363383122452
1.26,-5.219879249079378e-07,-0.021878720105024497
1.27,-6.065600276833772e-07,-0.025423494374742603
1.28,-5.899181828429481e-07,-0.024725964321036454
1.29,-5.79663980811083e-07,-0.024296167374689242
1.3,-4.681165775133003e-07,-0.01962074424948016
1.31,-4.5070157944362e-07,-0.018890808076218533
1.32,-5.029501232688602e-07,-0.021080765375420713
1.33,-6.749230276312355e-07,-0.02828887663748899
1.34,-8.041203634011367e-07,-0.03370408302971171
1.35,-8.998428721535356e-07,-0.037716217940905024
1.36,-9.382395704764125e-07,-0.039325585850539045
1.37,-9.138978605785392e-07,-0.03830532190894077
1.38,-8.4348447136509e-07,-0.03535399916614187
1.39,-8.673306245240273e-07,-0.0363534922303501
1.4,-8.371103408657989e-07,-0.03508683241677408
1.41,-8.378891944276363e-07,-0.03511947746136059
1.42,-8.699114296854452e-07,-0.03646166468238953
1.43,-9.143418023306865e-07,-0.03832392938408472
1.44,-1.0516083994172913e-06,-0.044077352622671456
1.45,-1.1630033460621851e-06,-0.0487463856452028
1.46,-1.3077932929669955e-06,-0.054815144271966834
1.47,-1.4715127145723583e-06,-0.0616773171884993
1.48,-1.5830694054711534e-06,-0.06635312959632068
1.49,-1.6588805466100419e-06,-0.0695306949358116
1.5,-1.6919142370900831e-06,-0.07091527652010074
1.51,-1.7093586038475242e-06,-0.07164644365919262
1.52,-1.6627815599630164e-06,-0.06969420289299422
1.53,-1.6439954135381533e-06,-0.06890679609703418
1.54,-1.596277243526753e-06,-0.06690672591190963
1.55,-1.4838157763572683e-06,-0.062192990506563774
1.56,-1.2608080439263586e-06,-0.05284579390240365
1.57,-1.040010013919177e-06,-0.04359121526608764
1.58,-8.860946749459474e-07,-0.037139972889438454
1.59,-6.692451399869719e-07,-0.02805089236883272
1.6,-5.408113113748547e-07,-0.022667687788541342
1.61,-3.8594793407585874e-07,-0.016176709118793167
1.62,-1.734123081746895e-07,-0.0072684427594554655
1.63,1.3055672695246982e-07,0.0054721842221254
1.64,3.3533789905952247e-07,0.014055428648898773
1.65,4.7626152100236223e-07,0.019962133255556992
1.66,5.890849436208919e-07,0.024691039743570203
1.67,7.234626857200607e-07,0.030323378859942306
1.68,8.025963040391457e-07,0.03364020326044248
1.69,8.666168469338933e-07,0.03632357479478005
1.7,1.001424432432994e-06,0.041973930464768335
1.71,1.0955707506346415e-06,0.04592000056823998
1.72,1.1538030545618223e-06,0.048360762543563855
1.73,1.3347555068759027e-06,0.055945244612178376
1.74,1.4673626755047384e-06,0.061503371511113396
1.75,1.5903839096462976e-06,0.0666597113809151
1.76,1.6795274896683935e-06,0.07039609558330306
1.77,1.6680944585450017e-06,0.069916888927431
1.78,1.6812186598636288e-06,0.07046697967388435
1.79,1.7602592322103024e-06,0.0737799041244237
1.8,1.8800585806125872e-06,0.07880120114565303
1.81,2.0068059356001576e-06,0.08411371848849063
1.82,2.167408413841385e-06,0.09084524713492977
1.83,2.4457059924387375e-06,0.10250987487341894
1.84,2.716250694800105e-06,0.11384954680147258
1.85,2.891708726640725e-06,0.12120373448597974
1.86,2.851372672018431e-06,0.11951307995718427
1.87,2.7580057001479966e-06,0.11559967555234636
1.88,2.6813352997248924e-06,0.11238609502461078
1.89,2.547907048688358e-06,0.10679355309167979
1.9,2.5699265508388647e-06,0.10771648349181862
1.91,2.5576427342477848e-06,0.107201616821167
1.92,2.4058241915781763e-06,0.10083826003967267
1.93,2.3418457813781567e-06,0.09815665446464418
1.94,2.252705678998397e-06,0.09442041602494472
1.95,2.1747369600099716e-06,0.09115241747881758
1.96,2.07229795095141e-06,0.08685876565263094
1.97,1.9851604851676475e-06,0.08320646617677559
1.98,1.8862171684242155e-06,0.07905933358999376
1.99,1.7571474532869199e-06,0.07364947631786974
2.0,1.514741034894618e-06,0.06348919879688683
2.01,1.2279513039809726e-06,0.051468629062900006
2.02,1.0129516620860641e-06,0.04245708537914751
2.03,9.240140354639382e-07,0.03872933355421046
2.04,8.701397255962089e-07,0.03647123352889801
2.05,9.038352239184226e-07,0.037883554276970974
2.06,9.770003372080177e-07,0.040950213405911144
2.07,1.086675082481565e-06,0.04554714551857065
2.08,1.1493635485937289e-06,0.04817468408495271
2.09,1.2195015265104322e-06,0.05111446317628433
2.1,1.2417781349173875e-06,0.052048169986285676
2.11,1.1693890469831323e-06,0.04901403735984436
2.12,1.0609813693423152e-06,0.044470213406910056
2.13,8.977588078155445e-07,0.03762886599624115
2.14,8.173122428210522e-07,0.03425701045143026
2.15,6.747840403810515e-07,0.02828305109440678
2.16,5.403202685294822e-07,0.022647106107508447
2.17,2.7586832664847806e-07,0.011562807522124234
2.18,1.4534801975218138e-07,0.006092149818481731
2.19,8.939956162484931e-08,0.003747113473260775
2.2,-3.6612568031575846e-08,-0.0015345874685325205
2.21,-2.1864190748628634e-07,-0.009164206428654066
2.22,-3.8515191310880973e-07,-0.01614334451569652
2.23,-4.585672126686965e-07,-0.019220490008632164
2.24,-6.302470581406236e-07,-0.026416317933993877
2.25,-8.596741850895972e-07,-0.036032578493856084
2.26,-1.1359294888249845e-06,-0.04761160586124405
2.27,-1.4172287929087181e-06,-0.05940204860160368
2.28,-1.6605498570109798e-06,-0.06960066279002387
2.29,-1.8750751696715039e-06,-0.07859232533081975
2.3000000000000003,-1.9898298703281606e-06,-0.08340217984392112
2.31,-2.1161423123684247e-06,-0.08869646814698574
2.32,-2.1987660590148547e-06,-0.09215957857664657
2.33,-2.099352036034854e-06,-0.08799271670205912
2.34,-1.9811417729649343e-06,-0.08303802496334844
2.35,-1.9628772854390506e-06,-0.08227248309662615
2.36,-1.934478695868786e-06,-0.08108217818163244
2.37,-1.945966771954538e-06,-0.08156369200452349
2.38,-1.929857710909642e-06,-0.0808884931714888
2.39,-1.8548338568618452e-06,-0.07774392636143962
2.4,-1.8682576592309188e-06,-0.07830657465417536
2.41,-1.9004054289583842e-06,-0.07965402355539668
2.42,-1.959293340942769e-06,-0.08212226483531307
2.43,-1.9874470739674863e-06,-0.08330230677760132
2.44,-1.95104018460373e-06,-0.08177634017133413
2.45,-1.8983689117470431e-06,-0.07956866451176774
2.46,-1.7857137600192239e-06,-0.07484681096797795
2.47,-1.6394882047458272e-06,-0.06871787992691474
