distance_mode,element,hbn_local_index_0based,neighbor_rank,distance_nm
RAW_NO_PBC,B,1042,1,0.1443398766800084
RAW_NO_PBC,B,1044,1,0.14456140563788109
RAW_NO_PBC,B,1046,1,0.14461673485458038
RAW_NO_PBC,B,1048,1,0.14442298985964805
RAW_NO_PBC,B,1050,1,0.14461673485458001
RAW_NO_PBC,B,1052,1,0.14456140563788109
RAW_NO_PBC,B,1054,1,0.1443364125922496
RAW_NO_PBC,B,1056,1,0.14433987668000817
RAW_NO_PBC,B,1058,1,0.14483438818181293
RAW_NO_PBC,B,1060,1,0.14439182802361084
RAW_NO_PBC,B,1062,1,0.1443779761598008
