stage,structural_screen,harmless_epsilon_rf_matches,harmful_nonfinite_matches,serious_instability_matches,numeric_xvg_rows,numeric_xvg_nonfinite_values,HBN_incremental_rms_nm,HBN_incremental_q95_nm,HBN_incremental_q99_nm,HBN_incremental_max_nm,HBN_aligned_rms_nm,HBN_aligned_max_nm,HBN_atoms_above_0p10_nm,HBN_atoms_above_0p15_nm,HBN_bond_count,HBN_bond_length_mean_nm,HBN_bond_length_min_nm,HBN_bond_length_max_nm,HBN_bond_deviation_q95_nm,HBN_bond_deviation_q99_nm,HBN_bond_deviation_max_nm,HBN_stage_bond_change_q95_nm,HBN_stage_bond_change_max_nm,HBN_angle_count,HBN_angle_deviation_q95_deg,HBN_angle_deviation_q99_deg,HBN_angle_deviation_max_deg,HBN_stage_angle_change_q95_deg,HBN_stage_angle_change_max_deg,review_flags,blocked_reasons
05_nvt_unrestrained_2ps,STABLE_CANDIDATE,1,0,0,84,0,0.0674316761795297,0.11511385444089967,0.15303312019087015,0.2880364560259692,0.045980355149363376,0.21807786682550945,175,18,2460,0.14687718204245812,0.1386578522839583,0.1539025665802876,0.005673222583267885,0.007224774030224679,0.008782313677483888,0.0064953792420281604,0.010890414135739851,4860,2.017660366945003,2.7209996884479652,4.235884676064998,2.7930546856502105,5.335110665906356,,
