decision,coordinate_nodes,parent_atoms,added_heavy_atoms,added_H_atoms,tube_axis_x,tube_axis_y,tube_axis_z,box_x_nm,box_y_nm,box_z_nm,parent_seed_bond_RMS_deviation_nm,parent_seed_bond_max_deviation_nm,attachment_bond_mean_nm,attachment_bond_minimum_nm,attachment_bond_maximum_nm,attachment_bond_RMS_deviation_nm,attachment_bond_max_deviation_nm,junction_angle_minimum_deg,junction_angle_maximum_deg,junction_angle_mean_deg,junction_angle_RMS_deviation_deg,lower_attachment_plane_gap_nm,upper_attachment_plane_gap_nm,lower_nuclear_aperture_diameter_nm,upper_nuclear_aperture_diameter_nm,target_aperture_diameter_nm,lower_nuclear_aperture_relative_error,upper_nuclear_aperture_relative_error,minimum_nonbonded_heavy_heavy_nm,minimum_nonbonded_heavy_heavy_pair,minimum_nonbonded_H_heavy_nm,minimum_nonbonded_H_heavy_pair,minimum_nonbonded_H_H_nm,minimum_nonbonded_H_H_pair,heavy_heavy_clash_count,H_heavy_clash_count,H_H_clash_count,maximum_lower_upper_asymmetry_nm,candidate_is_final_chemistry,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,mobile_MD_authorized,multitemperature_MD_authorized,QM_authorized,failed_gates,required_next_step
R2_PARTIAL_ATTACHMENT_ANNULUS_STATIC_COORDINATE_EMBEDDING_REQUIRES_CONSTRAINED_GEOMETRIC_OPTIMIZATION,2076,1680,312,84,0.0,1.2028547845173372e-17,1.0,7.39453,7.39453,10.0175,2.75501178052474e-16,6.38378239159465e-16,0.3101853369792484,0.17756267641436654,0.44124470408375904,0.19828265232691053,0.296271704083759,0.5190403609170178,167.74575397039382,113.33804451569522,28.810639556579435,0.0,2e-05,0.8074151701156814,0.8074151701156809,0.8394062099300137,0.03811151196629764,0.038111511966298306,0.07617490611056497,A:LOWER:-14:4 | S:1686,0.04773706429462159,H:UPPER:OUTER:26 | S:1724,0.11891853399644853,H:LOWER:OUTER:28 | H:LOWER:SEED:10,24,21,0,0.00017192862436329892,False,False,False,False,False,False,False,False,False,seed_annulus_attachment_RMS_deviation_within_0p020nm | seed_annulus_attachment_max_deviation_within_0p035nm | junction_angle_minimum_is_at_least_70deg | attachment_plane_gap_is_positive_and_at_most_0p250nm | no_nonbonded_heavy_heavy_clashes | no_nonbonded_H_heavy_clashes | lower_and_upper_embeddings_are_symmetric,OPTIMIZE_R2_PARTIAL_ATTACHMENT_STATIC_EMBEDDING_WITH_CONSTRAINED_GEOMETRY
