stage,operational_pass,hbn_structural_screen,pyrene_count,PYR_max_aligned_rms_nm,PYR_max_aligned_atom_residual_nm,PYR_bond_deviation_q95_nm,PYR_bond_deviation_q99_nm,PYR_bond_deviation_max_nm,PYR_angle_deviation_q95_deg,PYR_angle_deviation_q99_deg,PYR_angle_deviation_max_deg,HBN_improper_count,HBN_improper_stage_change_q95_deg,HBN_improper_stage_change_q99_deg,HBN_improper_stage_change_max_deg,HBN_improper_equilibrium_deviation_q99_deg,HBN_improper_equilibrium_deviation_max_deg,HBN_PYR_minimum_heavy_contact_nm,PYR_PYR_minimum_heavy_contact_nm,PYR_waterO_minimum_contact_nm,minimum_intergroup_contact_nm,HBN_PYR_pairs_below_0p15_nm,PYR_PYR_pairs_below_0p15_nm,PYR_waterO_pairs_below_0p15_nm,pilot_readiness,authorized_next_step,long_mobile_production_authorized,review_reasons,blocked_reasons
06_nvt_unrestrained_10ps,True,STABLE_CANDIDATE,4,0.027402244310824338,0.052503717041696756,0.005204498985807965,0.006582411073553629,0.007387068244696884,4.9731649072534205,7.577276792352627,10.539998194953967,1620,18.54967093148606,23.46407649745853,31.80553882811293,179.70342369618234,179.9911591344515,0.2869442454554547,1.6886183701476187,0.30488194436535687,0.2869442454554547,0,0,0,REVIEW,ADDITIONAL_2PS_OR_TARGETED_DIAGNOSTIC,False,HBN improper q99 change exceeds 20 degrees,
