stage,structural_screen,harmless_epsilon_rf_matches,harmful_nonfinite_matches,serious_instability_matches,numeric_xvg_rows,numeric_xvg_nonfinite_values,HBN_incremental_rms_nm,HBN_incremental_median_nm,HBN_incremental_q95_nm,HBN_incremental_q99_nm,HBN_incremental_max_nm,HBN_incremental_aligned_rms_nm,HBN_incremental_aligned_max_nm,HBN_incremental_translation_nm,HBN_atoms_above_0p05_nm,HBN_atoms_above_0p08_nm,HBN_atoms_above_0p10_nm,HBN_atoms_above_0p12_nm,HBN_atoms_above_0p15_nm,HBN_stage03_stage03b_top20_overlap,HBN_outlier_atom_names_above_0p08_nm,HBN_bond_count,HBN_bond_length_mean_nm,HBN_bond_length_min_nm,HBN_bond_length_max_nm,HBN_bond_equilibrium_deviation_q95_nm,HBN_bond_equilibrium_deviation_q99_nm,HBN_bond_equilibrium_deviation_max_nm,HBN_stage03_to_stage03b_bond_change_q95_nm,HBN_stage03_to_stage03b_bond_change_max_nm,HBN_angle_count,HBN_angle_equilibrium_deviation_q95_deg,HBN_angle_equilibrium_deviation_q99_deg,HBN_angle_equilibrium_deviation_max_deg,HBN_stage03_to_stage03b_angle_change_q95_deg,HBN_stage03_to_stage03b_angle_change_max_deg,review_flags,blocked_reasons
03b_nvt_k1000_hold_2ps,STABLE_CANDIDATE,1,0,0,84,0,0.022038170350120997,0.016522711641858354,0.039064049969249455,0.05595390771092405,0.11379806676741044,0.022020596712203678,0.11357396525552528,0.0005672478512225143,26,6,2,0,0,5,B0023:1;B0031:1;B0033:1;N1624:1;N1630:1;N1666:1,2460,0.14642815817018215,0.13805795884337843,0.15433405327405816,0.005108730705672248,0.007047121471273861,0.009214053274058165,0.006160019274290989,0.012195839763143507,4860,1.8994691917853417,2.5325093959040474,3.4410483127883964,2.578122636982629,5.544162110144541,,
