,X1,X2,X3,X4
PYR2,-0.05272892060188154,0.9942381152464178,-0.09243326202612522,0.012896635011556197
PYR3,0.3262061649649289,-0.0692012017785529,-0.8851589697151838,0.32449087805981885
PYR4,-0.7057346174595613,-0.046347179341057296,0.0027026411540296436,0.7069535235198471
PYR5,0.6266959777996355,0.06748112944211165,0.4560070022869789,0.6282961582281233
