time_ps,temperature_K,potential_kJ_mol,total_energy_kJ_mol,CAP_SOL_LJ_kJ_mol
34.3,299.177642822266,-769164.0625,-645551.4375,31.029331207275
34.35,300.466979980469,-770192.6875,-646047.3125,19.942125320435
34.4,299.664337158203,-769542.6875,-645728.9375,21.790241241455
34.45,299.20556640625,-770036.5,-646412.3125,27.406648635864
34.5,300.102416992188,-769878.375,-645883.625,30.264862060547
34.55,300.154663085938,-769291.5625,-645275.25,47.285720825195
34.6,301.139617919922,-769680.75,-645257.4375,47.736377716064
34.65,298.305877685547,-769197.3125,-645944.875,30.67914390564
34.7,299.172607421875,-769536.0,-645925.4375,27.668342590332
34.75,301.131103515625,-769616.125,-645196.375,24.285570144653
34.8,299.744079589844,-769172.25,-645325.5625,23.045997619629
34.85,299.190185546875,-768754.4375,-645136.625,24.47492980957
34.9,298.924163818359,-768426.625,-644918.6875,31.422882080078
34.95,297.726623535156,-768701.5625,-645688.4375,23.748212814331
35.0,301.482299804688,-768463.3125,-643898.4375,16.825971603394
35.05,301.370666503906,-768908.3125,-644389.5625,17.669652938843
35.1,300.552917480469,-768399.0625,-644218.1875,20.78936958313
35.15,300.847930908203,-768269.125,-643966.375,20.102085113525
35.2,300.41162109375,-767956.4375,-643833.9375,20.820081710815
35.25,301.678131103516,-768554.8125,-643909.0,23.679595947266
35.3,298.740570068359,-768693.875,-645261.8125,28.415977478027
35.35,298.297241210938,-768358.9375,-645110.0625,30.553562164307
35.4,299.160491943359,-768888.4375,-645282.875,28.60774230957
35.45,298.991149902344,-768453.125,-644917.5,25.148937225342
35.5,299.783447265625,-768093.1875,-644230.25,25.452606201172
35.55,300.932495117188,-768338.3125,-644000.625,31.085289001465
35.6,301.04833984375,-768813.5,-644427.9375,40.503944396973
35.65,301.591033935547,-768563.0,-643953.1875,42.777187347412
35.7,300.483245849609,-767910.9375,-643758.875,24.524341583252
35.75,299.351287841797,-767858.0,-644173.625,21.583541870117
35.8,298.675994873047,-767891.5625,-644486.1875,23.818496704102
35.85,298.351135253906,-767104.6875,-643833.5,22.157241821289
35.9,299.936614990234,-767106.25,-643180.0,22.931602478027
35.95,301.010192871094,-767816.6875,-643446.875,32.89575958252
36.0,300.418121337891,-767283.8125,-643158.625,25.828758239746
36.05,298.951171875,-767847.75,-644328.6875,20.90482711792
36.1,300.65771484375,-767732.9375,-643508.75,26.972505569458
36.15,299.198638916016,-767710.6875,-644089.375,31.034965515137
36.2,301.571075439453,-767543.0,-642941.4375,30.414493560791
36.25,299.851043701172,-767372.375,-643481.5,25.261058807373
36.3,302.201232910156,-767797.3125,-642935.375,22.535861968994
36.35,301.602203369141,-767946.3125,-643331.875,27.848096847534
36.4,300.06787109375,-768510.625,-644530.125,27.486381530762
36.45,299.642486572266,-767850.1875,-644045.5,31.844160079956
36.5,300.757141113281,-767789.6875,-643524.4375,31.2844581604
36.55,302.89453125,-767706.625,-642558.25,21.059192657471
36.6,301.115570068359,-767849.0625,-643435.75,21.573047637939
36.65,300.849304199219,-768262.5,-643959.1875,23.393096923828
36.7,300.745086669922,-768223.3125,-643963.0,19.777647018433
36.75,299.447143554688,-768442.1875,-644718.1875,24.57622718811
36.8,300.366516113281,-768634.25,-644530.375,23.371772766113
36.85,300.278106689453,-768383.75,-644316.4375,22.262706756592
36.9,301.384552001953,-768517.375,-643992.875,23.297922134399
36.95,301.90283203125,-768438.875,-643700.25,27.812519073486
37.0,300.576538085938,-767349.9375,-643159.3125,25.097217559814
37.05,300.442840576172,-767449.3125,-643313.9375,25.406833648682
37.1,300.836090087891,-767683.5625,-643385.6875,22.950382232666
37.15,300.361145019531,-767539.9375,-643438.3125,22.537878036499
37.2,300.543975830078,-767905.1875,-643728.0,22.91411781311
37.25,301.287475585938,-768192.5625,-643708.1875,21.905427932739
37.3,301.082611083984,-767877.0,-643477.25,16.202159881592
37.35,301.690093994141,-767544.8125,-642894.0625,31.418964385986
37.4,300.664764404297,-766905.25,-642678.1875,18.673763275146
37.45,301.98095703125,-767928.875,-643158.0,21.305213928223
37.5,302.004211425781,-767495.125,-642714.625,26.834058761597
37.55,301.461578369141,-767786.3125,-643230.0,26.194791793823
37.6,300.786560058594,-767986.25,-643708.8125,21.136924743652
37.65,299.863372802734,-767767.0625,-643871.0625,24.019460678101
37.7,299.713012695312,-768405.25,-644571.375,30.973455429077
37.75,299.549224853516,-768057.0625,-644290.875,27.36727142334
37.8,300.973785400391,-767921.8125,-643567.0625,25.067823410034
37.85,301.260345458984,-768033.0,-643559.8125,31.067356109619
37.9,300.388305664062,-767711.375,-643598.5,34.522159576416
37.95,300.625,-768170.5,-643959.875,25.646747589111
38.0,299.597900390625,-768466.75,-644680.4375,31.562448501587
38.05,298.616821289062,-767700.8125,-644319.875,36.721031188965
38.1,299.645690917969,-767847.25,-644041.1875,33.636901855469
38.15,301.003509521484,-768967.375,-644600.3125,25.839950561523
38.2,299.280395507812,-768491.25,-644836.125,22.511724472046
38.25,298.263885498047,-768481.625,-645246.5,22.266695022583
38.3,301.253051757812,-768877.4375,-644407.25,19.368057250977
38.35,298.362487792969,-768372.125,-645096.25,28.597280502319
38.4,300.472869873047,-769316.25,-645168.4375,23.768081665039
38.45,300.849029541016,-769281.6875,-644978.5,26.298934936523
38.5,299.466125488281,-768954.5,-645222.6875,25.547300338745
38.55,298.802947998047,-768420.6875,-644962.875,24.847688674927
38.6,298.583740234375,-768762.75,-645395.5,19.51926612854
38.65,300.40869140625,-769225.5,-645104.25,19.253927230835
38.7,300.220947265625,-768835.625,-644791.875,30.500396728516
38.75,299.792541503906,-768549.8125,-644683.125,28.006938934326
38.8,299.715637207031,-769250.125,-645415.1875,31.231380462646
38.85,301.607971191406,-769783.6875,-645166.875,32.838424682617
38.9,300.009857177734,-769158.0,-645201.5,28.892080307007
38.95,299.482727050781,-769739.9375,-646001.25,30.922576904297
39.0,297.069732666016,-768960.375,-646218.6875,28.01526260376
39.05,301.408630371094,-769834.625,-645300.1875,27.303100585938
39.1,297.967224121094,-768229.3125,-645116.75,41.813896179199
39.15,299.900512695312,-768360.3125,-644449.0,36.364349365234
39.2,300.995025634766,-768340.8125,-643977.25,33.975917816162
39.25,300.133422851562,-768160.25,-644152.6875,37.637470245361
39.3,298.948791503906,-767362.4375,-643844.375,35.531860351562
39.35,298.905426025391,-767593.5625,-644093.375,30.314291000366
39.4,300.280548095703,-768361.5,-644293.125,24.093065261841
39.45,298.108367919922,-768190.75,-645019.875,22.771596908569
39.5,298.799652099609,-768226.375,-644769.875,26.364431381226
39.55,301.495147705078,-769150.125,-644579.9375,28.696487426758
39.6,298.581024169922,-769133.625,-645767.5,30.216976165771
39.65,297.801208496094,-769366.4375,-646322.5,28.434976577759
39.7,298.755462646484,-769825.4375,-646387.25,28.025205612183
39.75,298.102508544922,-769897.1875,-646728.75,20.803985595703
39.8,298.212249755859,-770070.8125,-646857.0625,24.902393341064
39.85,297.055541992188,-769501.8125,-646765.9375,29.796077728271
39.9,297.345275878906,-769307.8125,-646452.25,32.078392028809
39.95,300.478332519531,-770195.625,-646045.5625,27.921894073486
40.0,298.379058837891,-769903.3125,-646620.625,26.992685317993
40.05,300.765167236328,-770831.0625,-646562.5,39.6826171875
40.1,299.336364746094,-769835.3125,-646157.0625,27.470048904419
40.15,298.305999755859,-769225.875,-645973.375,26.825963973999
40.2,301.18505859375,-770025.9375,-645583.875,34.09220123291
40.25,299.072204589844,-769443.8125,-645874.75,34.87752532959
40.3,297.826202392578,-769385.4375,-646331.1875,37.882259368896
40.35,299.201873779297,-769583.5,-645960.875,37.236190795898
40.4,298.431091308594,-769582.0625,-646277.875,34.745613098145
40.45,300.881652832031,-769730.5,-645413.8125,34.194843292236
40.5,299.873474121094,-769899.9375,-645999.8125,30.180891036987
40.55,297.677673339844,-769406.625,-646413.75,31.338684082031
40.6,299.307861328125,-769925.0,-646258.5625,18.95708656311
40.65,300.912811279297,-770283.0,-645953.4375,19.896465301514
