time_fs,trace_real,trace_imag,min_density_eigenvalue,hermiticity_error,population_sum,population_error,coherence_l1,purity,PYR2,PYR3,PYR4,PYR5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,0.9999999999999999,0.0,1.3642213251811092e-08,0.0,0.9999999999999999,1.1102230246251565e-16,0.9560310608177965,0.9745440242354916,5.517196680668923e-07,0.003794499963606369,0.21868529395907035,0.7775196543576551
20.0,1.0,0.0,1.5206358065547187e-06,0.0,1.0,0.0,1.3724139528648474,0.891606007014207,3.0029541894703836e-05,0.04939865704005812,0.6096562365384537,0.3409150768795935
30.0,1.0,0.0,2.1570716927563555e-05,0.0,1.0,0.0,0.9812313072732683,0.8307054407896036,0.0002707876687036483,0.18224141522946283,0.7349627275451295,0.08252506955670397
40.0,1.0,0.0,0.00012613254206185362,0.0,1.0,0.0,1.466823703312647,0.7692774752461041,0.0011210956877569691,0.37335940162643966,0.48701866739776767,0.1385008352880357
50.0,1.0,0.0,0.00043587849990881465,0.0,1.0,0.0,1.3907996597184216,0.6972479244743784,0.0029346333767687814,0.5204195040222732,0.16830574390489983,0.30834011869605826
60.0,0.9999999999999998,0.0,0.0010545245316367976,0.0,0.9999999999999998,2.220446049250313e-16,1.1558896208611535,0.6473765696470255,0.005613525215876855,0.5367522827859325,0.12110151580971383,0.33653267618847665
70.0,0.9999999999999998,0.0,0.001963376393517333,0.0,0.9999999999999998,2.220446049250313e-16,1.3653910428051665,0.5979199530222463,0.008524417927307305,0.4300547839460939,0.3560057621839475,0.20541503594265098
80.0,0.9999999999999998,0.0,0.0031342234774331644,0.0,0.9999999999999998,2.220446049250313e-16,0.7367873297485101,0.5605572395757414,0.010917810665329947,0.2885945738926414,0.5795491553777912,0.1209384600642373
90.0,0.9999999999999999,0.0,0.004412675573225852,0.0,0.9999999999999998,2.220446049250313e-16,1.0186569587435572,0.5367521414823725,0.012476918873724041,0.19620913227645295,0.546197589035859,0.2451163598139638
100.0,0.9999999999999999,0.0,0.005690365249757201,0.0,0.9999999999999998,2.220446049250313e-16,0.7586487006790315,0.506740280751804,0.013453958090854166,0.16832419212813882,0.31847324074806255,0.4997486090329443
110.0,0.9999999999999998,0.0,0.00707436916376356,0.0,0.9999999999999998,2.220446049250313e-16,0.2902591034582669,0.494202061830564,0.014277264003737992,0.1673517760566521,0.1646065465492652,0.6537644133903445
120.0,0.9999999999999998,0.0,0.008460427878595729,0.0,0.9999999999999998,2.220446049250313e-16,0.5502343672663832,0.48859736629307854,0.015063626750306862,0.16520492874244214,0.24475819540279348,0.5749732491044572
130.0,0.9999999999999998,0.0,0.009667487363144598,0.0,0.9999999999999998,2.220446049250313e-16,0.8006317823601614,0.4681987373154074,0.015544931794401194,0.17663526075368072,0.44854647510105006,0.3592733323508677
140.0,0.9999999999999998,0.0,0.010756522512355449,0.0,0.9999999999999998,2.220446049250313e-16,0.6254009715291537,0.4522924036021183,0.015452842581825055,0.23092499193606542,0.5430189685458237,0.21060319693628565
150.0,0.9999999999999996,0.0,0.011673352866339493,0.0,0.9999999999999997,3.3306690738754696e-16,0.7595891995422318,0.43795680523602565,0.014919981388642643,0.3229563908177331,0.4371784336410012,0.22494519415262273
160.0,0.9999999999999998,0.0,0.012334767482661152,0.0,0.9999999999999997,3.3306690738754696e-16,0.7568818683420256,0.4188809164441061,0.014462940651978154,0.4043198304303947,0.2645558878654841,0.3166613410521427
170.0,0.9999999999999998,0.0,0.012827532004069749,0.0,0.9999999999999998,2.220446049250313e-16,0.5093861315314754,0.40531888829973195,0.014570464935951469,0.4252600176788222,0.214684846368355,0.3454846710168711
180.0,0.9999999999999998,0.0,0.013254113106277512,0.0,0.9999999999999998,2.220446049250313e-16,0.6969545855153438,0.3927481441397388,0.01531995681456609,0.3805932657953224,0.3230596065336429,0.2810271708564684
190.0,0.9999999999999997,0.0,0.01370882668156889,0.0,0.9999999999999997,3.3306690738754696e-16,0.4009084604467189,0.38263207266179916,0.01638255039661063,0.3110338699344458,0.45077218420231335,0.22181139546662987
200.0,0.9999999999999996,0.0,0.014245709056073133,0.0,0.9999999999999997,3.3306690738754696e-16,0.4916785320907534,0.37717249402025954,0.01736243618903956,0.26217098049223425,0.45459535750918645,0.26587122580953937
210.0,1.0,0.0,0.01483857498829334,0.0,1.0,0.0,0.40999443208021136,0.3696411869621189,0.018107833122369986,0.24680384389705726,0.34254694003518066,0.39254138294539204
220.0,1.0,0.0,0.015466533624964609,0.0,1.0,0.0,0.23001620777633436,0.3653426318025421,0.01872265791501712,0.2468673473230043,0.24841182146480828,0.4859981732971704
230.0,1.0000000000000002,0.0,0.01612766850237183,0.0,1.0000000000000002,2.220446049250313e-16,0.29201874441845743,0.36407803657558546,0.019348035698876227,0.2449334959924698,0.27279616435887677,0.46292230394977735
240.0,1.0000000000000004,0.0,0.01678391755671822,0.0,1.0000000000000002,2.220446049250313e-16,0.40001172292773757,0.35907878419826206,0.0199899601391262,0.2459423407572571,0.3773413284157199,0.3567263706878971
