time_fs,trace_real,trace_imag,min_density_eigenvalue,hermiticity_error,population_sum,population_error,coherence_l1,purity,PYR2,PYR3,PYR4,PYR5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.0,1.0000000000000002,0.0,7.047736963411763e-09,0.0,1.0000000000000002,2.220446049250313e-16,0.9809846774514777,0.9868040208110245,5.667689499561379e-07,0.003882957076244845,0.22220642046238767,0.7739100556924177
20.0,1.0000000000000002,0.0,8.116252586074226e-07,0.0,1.0000000000000002,2.220446049250313e-16,1.4473205325208356,0.9421151915282293,3.166492439296096e-05,0.051673789337433815,0.6269938472138116,0.3213006985243618
30.0,1.0,0.0,1.1901345067356445e-05,0.0,1.0,0.0,1.0660049275723957,0.9075239211938029,0.0002926815429071864,0.19447038660297766,0.7562223645236185,0.049014567330496785
40.0,0.9999999999999998,0.0,7.19441933804207e-05,0.0,0.9999999999999999,1.1102230246251565e-16,1.6330417306695493,0.8702642692499325,0.0012393074347579211,0.4048696030358462,0.4812570412407832,0.11263404828861254
50.0,0.9999999999999996,0.0,0.00025613570058078295,0.0,0.9999999999999996,4.440892098500626e-16,1.5791260411099128,0.8247532360233683,0.00330642197128152,0.5692086440373829,0.1268097646125504,0.3006751693787848
60.0,0.9999999999999998,0.0,0.0006343687657960112,0.0,0.9999999999999998,2.220446049250313e-16,1.415870178738903,0.7905783308696548,0.00641216547794993,0.582849821468866,0.08510722823675324,0.3256307848164306
70.0,0.9999999999999999,0.0,0.001200596692484959,0.0,0.9999999999999998,2.220446049250313e-16,1.697892737423887,0.7529836210572542,0.009793962022065807,0.44711975367118323,0.3778075507618209,0.16527873354492997
80.0,0.9999999999999998,0.0,0.001954071554857966,0.0,0.9999999999999998,2.220446049250313e-16,0.9823722618967063,0.7225773028208035,0.012479145661706346,0.2644936985831739,0.6547892705014128,0.06823788525370682
90.0,1.0,0.0,0.0027878978255913836,0.0,1.0,0.0,1.3756664020497769,0.7010143182336827,0.01400876031307612,0.14081731690363877,0.605596477903424,0.23957744487986116
100.0,0.9999999999999997,0.0,0.003633887869458682,0.0,0.9999999999999998,2.220446049250313e-16,1.040857816947826,0.6735065906772115,0.01469702100048958,0.10066869789035779,0.30242869809983913,0.5822055830093132
110.0,1.0,0.0,0.00460648399650403,0.0,1.0,0.0,0.34763172913179075,0.6620791930334613,0.015153279809895026,0.09855950570818355,0.09748147898441528,0.7888057354975061
120.0,0.9999999999999998,0.0,0.005627473857885838,0.0,0.9999999999999998,2.220446049250313e-16,0.8051077122147419,0.6562518579952791,0.015568933062998482,0.0979844117695038,0.21452175737477838,0.6719248977927191
130.0,0.9999999999999998,0.0,0.00650454343580336,0.0,0.9999999999999998,2.220446049250313e-16,1.2043942342881004,0.6343057302506296,0.015529459805079892,0.11993231500318932,0.5064916328680116,0.3580465923237191
140.0,0.9999999999999999,0.0,0.007311622708206877,0.0,0.9999999999999999,1.1102230246251565e-16,0.9598666505168157,0.6160042083520166,0.014553203644932029,0.20715412354004484,0.639371040773877,0.13892163204114602
150.0,0.9999999999999998,0.0,0.00799631464312523,0.0,0.9999999999999998,2.220446049250313e-16,1.1785182367967073,0.5984357057828971,0.012777941824780046,0.3524647370855495,0.47373178012042083,0.16102554096924934
160.0,0.9999999999999996,0.0,0.00845097847854469,0.0,0.9999999999999996,4.440892098500626e-16,1.1755006478796663,0.5750917838112888,0.011051486270968653,0.48048975740895905,0.20858526220926193,0.29987349411080993
170.0,0.9999999999999997,0.0,0.008745811611316306,0.0,0.9999999999999996,4.440892098500626e-16,0.8254872558737207,0.5575112446699035,0.010302716133444995,0.509200300326098,0.14112830391406997,0.33936867962638667
180.0,0.9999999999999993,0.0,0.008956186176270309,0.0,0.9999999999999993,6.661338147750939e-16,1.140445618675608,0.5391997473315578,0.010806306361047097,0.42600690265506275,0.33129700051683697,0.23188979046705255
190.0,0.9999999999999996,0.0,0.009180133125016077,0.0,0.9999999999999996,4.440892098500626e-16,0.6243754193752358,0.5232937232074477,0.012040100151433732,0.2970440685733246,0.5493732095698011,0.14154262170544013
200.0,0.9999999999999993,0.0,0.009491780146382203,0.0,0.9999999999999993,6.661338147750939e-16,0.8988580943798721,0.5132365527697582,0.013215876864719776,0.20244982251337848,0.5486188632715285,0.23571543735037254
210.0,0.9999999999999996,0.0,0.009841916377750889,0.0,0.9999999999999994,5.551115123125783e-16,0.7452229187465987,0.4996991418717608,0.013919224924397415,0.16887002976844354,0.3411152351138773,0.4760955101932812
220.0,0.9999999999999996,0.0,0.010209355926076174,0.0,0.9999999999999996,4.440892098500626e-16,0.31063412924435774,0.49269333819002603,0.014272614096758448,0.16698467200244926,0.16972567616530718,0.6490170377354847
230.0,0.9999999999999996,0.0,0.010624114976703113,0.0,0.9999999999999996,4.440892098500626e-16,0.4806826054738915,0.49069864757463105,0.01458813583743601,0.1656950173422231,0.22451916546235887,0.5951976813579816
