decision,template_mdp,grompp_return_code,TPR_dump_return_code,GRO_atom_count,TPR_atom_count,dt_ps,nsteps,duration_ps,trajectory_interval_ps,expected_trajectory_frames,temperature_K,tau_t_ps,generation_seed,freeze_groups,freeze_dimensions,temperature_groups,temperature_coupling_time_constants_ps,reference_temperatures_K,water_nonzero_velocity_fraction,water_RMS_speed_nm_ps,HBN_nonzero_velocity_fraction,PYR_nonzero_velocity_fraction,CAPS_nonzero_velocity_fraction,active_position_restraint_sections,processed_SOL_count,processed_CAPL_count,processed_CAPU_count,CAP_OW_override_count,CAP_OW_override_valid,EM_potential_energy_points,EM_initial_final_energy_change_interpretable,failed_gates,NVT_execution_authorized,required_next_step
R1_FROZEN_SOLUTE_NVT_20PS_PREPARED,runs/phase1A/day021_mobile_restraint_protocol/protocol_inputs/mdp/02_nvt_k10000_1ps.mdp,0,0,68314,68314,0.0005,40000,20.0,0.5,41,300.0,0.1,20260708,HBN_PYR CAPS,Y Y Y Y Y Y,SOL HBN_PYR CAPS,0.100 -1 -1,300.0 300.0 300.0,0.75,1.9563954079667119,1.0,1.0,1.0,0,16551,1,1,1,True,1,False,,True,RUN_R1_FROZEN_SOLUTE_NVT_20PS
