lag_ps,autocorrelation,autocorrelation_normalized
2.88,-5.360232325657747e-06,-0.13981801998549476
2.89,-5.131984382376696e-06,-0.13386432739225407
2.9,-4.768118622819505e-06,-0.12437313616192584
2.91,-4.362881642352775e-06,-0.11380280473010564
2.92,-3.839743387347967e-06,-0.1001570986208161
2.93,-3.356195416119717e-06,-0.08754407817737092
2.94,-3.1226747226646818e-06,-0.08145284947666041
2.95,-2.9919881629358286e-06,-0.07804397931770472
2.96,-3.089391182943596e-06,-0.0805846709464808
2.97,-3.3109609735176235e-06,-0.08636416846161132
2.98,-3.625559918742714e-06,-0.0945702682980582
2.99,-3.599189941003738e-06,-0.09388242533705879
3.0,-3.797317149902407e-06,-0.09905043902946253
3.01,-4.018196058739179e-06,-0.10481191536366685
3.02,-4.022840354876537e-06,-0.10493305867438557
3.03,-4.0643300456999845e-06,-0.10601528908312684
3.04,-4.162532518825631e-06,-0.10857683390355993
3.0500000000000003,-4.141685926555752e-06,-0.10803306470149243
3.06,-4.20973646098971e-06,-0.10980811667787167
3.0700000000000003,-4.138780495825547e-06,-0.10795727851402481
3.08,-4.212608549451107e-06,-0.10988303315490078
3.09,-4.561953649240858e-06,-0.11899546283643408
3.1,-4.9425119474259686e-06,-0.12892206760067115
3.11,-5.327561364427991e-06,-0.13896582014924852
3.12,-5.763834716742319e-06,-0.1503457142633602
3.13,-5.994023185318171e-06,-0.1563500241410705
3.14,-5.982343098222185e-06,-0.15604535700132696
3.15,-5.997969067591495e-06,-0.15645294980045116
3.16,-6.000119053360696e-06,-0.15650903071914712
3.17,-5.900159781602815e-06,-0.15390166099946545
3.18,-5.707247228679419e-06,-0.1488696680668109
3.19,-5.805910900237921e-06,-0.15144324293515699
3.2,-5.59992275556135e-06,-0.14607018207148822
3.21,-5.255224871035448e-06,-0.1370789718441057
3.22,-5.066616013407389e-06,-0.13215923788051387
3.23,-5.093965614344572e-06,-0.13287263364735893
3.24,-4.929163775056818e-06,-0.12857388958940355
3.25,-4.864060143623776e-06,-0.12687570557650887
3.26,-4.3906021087053815e-06,-0.11452587426945071
3.27,-3.838608336053987e-06,-0.1001274915786462
3.28,-3.156783028359984e-06,-0.08234254146716419
3.29,-2.428810181889861e-06,-0.06335386414632298
3.3000000000000003,-2.108707825235077e-06,-0.05500421156019732
3.31,-1.965187841468651e-06,-0.05126059025062849
3.3200000000000003,-1.7042354621026179e-06,-0.04445382465227631
3.33,-1.6778165562134093e-06,-0.04376470543370606
