,PYR2,PYR3,PYR4,PYR5
PYR2,0.061499999999999666,0.0,0.0,0.0
PYR3,0.0,0.06050000000000022,0.0,0.0
PYR4,0.0,0.0,0.07050000000000001,0.0
PYR5,0.0,0.0,0.0,-0.1924999999999999
