,PYR2,PYR3,PYR4,PYR5
PYR2,0.08274999999999988,0.0,0.0,0.0
PYR3,0.0,0.08475000000000055,0.0,0.0
PYR4,0.0,0.0,0.08375000000000021,0.0
PYR5,0.0,0.0,0.0,-0.25124999999999975
