radial_recovery_fraction,axial_inner_fraction,axial_outer_fraction,inner_radial_boundary_nm,outer_radial_boundary_nm,left_outer_boundary_nm,left_inner_boundary_nm,right_inner_boundary_nm,right_outer_boundary_nm,region,display_name,cell_count,volume_nm^3,volume_fraction,average_water_count,water_count_fraction,volume_weighted_density_nm^-3
0.5,0.8,0.19999999999999996,0.9233449823072346,1.453565072237276,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,interfacial_shell,Interfacial shell,1034,19.114933079462542,0.10416231806327894,488.9141710488449,0.09380965502006225,25.577603071712755
0.5,0.8,0.19999999999999996,0.9233449823072346,1.453565072237276,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,mouth_transitions,Mouth transitions,1015,11.57754680520759,0.0630891098442935,105.66614090953021,0.02027452835895405,9.12681612843936
0.5,0.8,0.19999999999999996,0.9233449823072346,1.453565072237276,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,exterior,Exterior,4899,140.839322903155,0.7674706621817668,4223.898476208383,0.8104540272228855,29.990903031483985
0.5,0.85,0.15000000000000002,0.9233449823072346,1.453565072237276,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,lumen_core,Lumen core,1656,11.724326359515665,0.06388895039604782,385.89095833485555,0.07404223444596665,32.913699815397905
0.5,0.85,0.15000000000000002,0.9233449823072346,1.453565072237276,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,interfacial_shell,Interfacial shell,1012,18.708212517970217,0.10194599032030836,488.7002271176403,0.09376860485713308,26.122229830787848
0.5,0.85,0.15000000000000002,0.9233449823072346,1.453565072237276,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,mouth_transitions,Mouth transitions,1218,13.893082569918136,0.07570707569371721,124.82059620474926,0.023949760024845335,8.984370140793366
0.5,0.85,0.15000000000000002,0.9233449823072346,1.453565072237276,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,exterior,Exterior,4754,139.18539707514998,0.7584579835899267,4212.3563561137025,0.8082394006720549,30.264355633797823
0.6,0.75,0.25,0.8934181374121607,1.4819689351908658,-2.934621742046505,-2.2528786501235945,2.602167709551784,3.3017504091292302,lumen_core,Lumen core,1746,12.361511651877471,0.06736114131674446,404.47786093029515,0.0776085678100194,32.72074421973003
0.6,0.75,0.25,0.8934181374121607,1.4819689351908658,-2.934621742046505,-2.2528786501235945,2.602167709551784,3.3017504091292302,interfacial_shell,Interfacial shell,1164,21.97579172390776,0.11975189228872858,556.1527214799398,0.10671094852615683,25.3075169471548
0.6,0.75,0.25,0.8934181374121607,1.4819689351908658,-2.934621742046505,-2.2528786501235945,2.602167709551784,3.3017504091292302,mouth_transitions,Mouth transitions,840,9.91187464996612,0.05401242241346899,91.05478395225475,0.017470996703087893,9.186434167886294
0.6,0.75,0.25,0.8934181374121607,1.4819689351908658,-2.934621742046505,-2.2528786501235945,2.602167709551784,3.3017504091292302,exterior,Exterior,4890,139.26184049680262,0.7588745439810578,4160.082771408458,0.7982094869607359,29.872381095695566
0.6,0.8,0.19999999999999996,0.8934181374121607,1.4819689351908658,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,lumen_core,Lumen core,1692,11.979215734728884,0.06527790991066079,393.28934960419014,0.07546178939809828,32.830976443975956
0.6,0.8,0.19999999999999996,0.8934181374121607,1.4819689351908658,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,interfacial_shell,Interfacial shell,1128,21.29616161969784,0.11604840837979702,554.9836940333958,0.10648664318185883,26.06026869743817
0.6,0.8,0.19999999999999996,0.8934181374121607,1.4819689351908658,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,mouth_transitions,Mouth transitions,1050,12.389702033135976,0.06751475814850456,113.54111479335964,0.021785526867647783,9.164152171674226
0.6,0.8,0.19999999999999996,0.8934181374121607,1.4819689351908658,-3.1120073587854526,-2.1984788595550815,2.5193177766311203,3.3741222799447073,exterior,Exterior,4770,137.84593913499128,0.7511589235610375,4149.953979340003,0.7962660405523951,30.105739823615625
0.6,0.85,0.15000000000000002,0.8934181374121607,1.4819689351908658,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,lumen_core,Lumen core,1656,11.724326359515665,0.06388895039604782,385.89095833485555,0.07404223444596665,32.913699815397905
0.6,0.85,0.15000000000000002,0.8934181374121607,1.4819689351908658,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,interfacial_shell,Interfacial shell,1104,20.84302967434455,0.11357917275023399,554.2075777953715,0.10633772707171964,26.589588291837412
0.6,0.85,0.15000000000000002,0.8934181374121607,1.4819689351908658,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,mouth_transitions,Mouth transitions,1260,14.867670695627504,0.08101786375187181,134.27756180901315,0.02576430076308865,9.03151304316307
0.6,0.85,0.15000000000000002,0.8934181374121607,1.4819689351908658,-3.267402051913972,-2.1431526746992806,2.4371286302051423,3.4480505329659037,exterior,Exterior,4620,136.0759917930663,0.7415140131018465,4137.392039831708,0.7938557377192251,30.405011092063393
