region,display_name,n_sensitivity_conditions,central_count,minimum_count,maximum_count,absolute_count_span,relative_count_span,central_fraction,minimum_fraction,maximum_fraction,fraction_span,minimum_density_nm^-3,maximum_density_nm^-3
interior_core,Interior core,9,454.5967981245943,399.42327524785816,505.4972843520962,106.07400910423803,0.2333364633051499,0.0872250618422606,0.07663872695201861,0.09699151439386468,0.02035278744184607,30.893777470512042,32.64841211695936
interfacial_shell,Interfacial shell,9,448.01433077482824,353.30222801670146,558.4212480177093,205.11902000100787,0.4578403098094212,0.08596206103797284,0.06778932191097192,0.10714621856845379,0.03935689665748186,22.491725203375907,25.548936261781076
mouth_zones,Mouth zones,9,108.87009950460073,86.79597725898782,141.85984136521236,55.06386410622454,0.5057758223496214,0.020889282989316565,0.01665384471537717,0.027219138997592714,0.010565294282215542,8.204894014408769,8.859357434364522
exterior,Exterior,9,4200.286909366925,4114.814861172931,4266.1726481431615,151.35778697023034,0.03603510670489966,0.8059235941304501,0.789523776269299,0.8185653189797861,0.02904154271048709,30.13416151847744,31.04676494974095
