state,PYR2_alternate,PYR2_bright,PYR3_alternate,PYR3_bright,PYR4_alternate,PYR4_bright,PYR5_alternate,PYR5_bright
PYR2_alternate,0,0,0.0191505566762,0.0839832521673,0.00268279622061,0.0253840765932,0.00490282503167,0.0189461357954
PYR2_bright,0,0,0.0874135674422,0.0260701188987,0.016652417622,0.00503925263175,0.019738442549,0.00404438543331
PYR3_alternate,0.0191505566762,0.0874135674422,0,0,0.0154219659554,0.0963938402458,0.00376791708463,0.0207845764611
PYR3_bright,0.0839832521673,0.0260701188987,0,0,0.0906354151966,0.0171912866938,0.0264257585268,0.00378023922294
PYR4_alternate,0.00268279622061,0.016652417622,0.0154219659554,0.0906354151966,0,0,0.0210039935353,0.105928605478
PYR4_bright,0.0253840765932,0.00503925263175,0.0963938402458,0.0171912866938,0,0,0.173255151076,0.0262600243794
PYR5_alternate,0.00490282503167,0.019738442549,0.00376791708463,0.0264257585268,0.0210039935353,0.173255151076,0,0
PYR5_bright,0.0189461357954,0.00404438543331,0.0207845764611,0.00378023922294,0.105928605478,0.0262600243794,0,0
