,PYR2,PYR3,PYR4,PYR5
PYR2,0.06350000000000033,0.0,0.0,0.0
PYR3,0.0,0.021500000000000075,0.0,0.0
PYR4,0.0,0.0,0.07249999999999979,0.0
PYR5,0.0,0.0,0.0,-0.15749999999999975
