stage,decision,grompp_return_code,mdrun_return_code,atom_count,atom_count_pass,finite_coordinate_box_pass,temperature_points,temperature_first_K,temperature_last_K,temperature_mean_K,temperature_std_K,temperature_min_K,temperature_max_K,temperature_pass,potential_first_kj_mol,potential_last_kj_mol,potential_mean_kj_mol,total_energy_first_kj_mol,total_energy_last_kj_mol,pressure_mean_bar,pressure_min_bar,pressure_max_bar,HBN_incremental_rms_nm,HBN_incremental_max_nm,PYR_incremental_rms_nm,PYR_incremental_max_nm,HBN_cumulative_rms_nm,HBN_cumulative_max_nm,PYR_cumulative_rms_nm,PYR_cumulative_max_nm,incremental_displacement_pass,cumulative_displacement_pass,maximum_box_change_nm,velocity_validation_required,velocity_pass,HBN_nonzero_velocity_fraction,PYR_nonzero_velocity_fraction,SOL_nonzero_velocity_fraction,instability_signatures,revise_reasons,blocked_reasons,checkpoint_path,trajectory_path,structural_reconciliation_status,structural_screen,structural_reconciliation_reason,rerun_required,next_action
04_nvt_k100_2ps,PASS,0,0,68320,True,True,21,298.790466,296.678528,297.2635614285714,0.8719140334432033,295.570129,298.864258,True,-766465.75,-763392.4375,-765010.4047619047,-635847.1875,-633697.125,-13.563949999999997,-430.746338,565.566467,0.026582206275555676,0.16873648093995555,0.09491929770559347,0.18330575550156605,0.03257040907970067,0.15216109883935508,0.09037241325162824,0.16638810053606634,True,True,0.0,True,True,1.0,1.0,1.0,,,,runs/phase1A/day021_mobile_restraint_protocol/execution/04_nvt_k100_2ps/04_nvt_k100_2ps.cpt,runs/phase1A/day021_mobile_restraint_protocol/execution/04_nvt_k100_2ps/04_nvt_k100_2ps.xtc,PASS,STABLE_CANDIDATE,HBN bond and angle distributions remain within accepted structural thresholds at k=100,False,05_nvt_unrestrained_2ps
