,PYR2,PYR3,PYR4,PYR5
PYR2,0.07000000000000028,0.0,0.0,0.0
PYR3,0.0,0.054999999999999716,0.0,0.0
PYR4,0.0,0.0,0.07200000000000006,0.0
PYR5,0.0,0.0,0.0,-0.19700000000000006
