case,exciton_state,energy_eV,shift_meV_from_mean_site,participation_ratio,dominant_site,weight_PYR2,weight_PYR3,weight_PYR4,weight_PYR5
baseline_J45_11meV,X1,3.738122035042011,-22.877964957989327,1.9127404838121276,PYR5,0.22820803520853525,0.03172503301530104,0.05708366129529133,0.6829832704808718
baseline_J45_11meV,X2,3.755443708576707,-5.556291423292947,2.46841491629219,PYR2,0.5583824856568722,0.1865955877763249,0.013512558236236972,0.2415093683305655
baseline_J45_11meV,X3,3.7617733028975513,0.7733028975511758,2.3131174384978324,PYR3,0.17032497547698872,0.5898400546020239,0.23531832967852678,0.004516640242459128
baseline_J45_11meV,X4,3.7886609534837326,27.66095348373243,1.9031201595616152,PYR4,0.043084503657603,0.19183932460634892,0.6940854507899444,0.0709907209461031
