,PYR2,PYR3,PYR4,PYR5
PYR2,3.992,0.0,0.0,0.0
PYR3,0.0,4.012,0.0,0.0
PYR4,0.0,0.0,4.035,0.0
PYR5,0.0,0.0,0.0,3.797
