frame,absolute_time_ps,relative_time_ps,HBN_aligned_rms_nm,HBN_aligned_max_nm,HBN_bond_deviation_q99_nm,HBN_bond_deviation_max_nm,HBN_angle_deviation_q99_deg,HBN_angle_deviation_max_deg,HBN_planarity_q95_deg,HBN_planarity_q99_deg,HBN_planarity_max_deg,HBN_equilibrium_q99_deg,HBN_equilibrium_max_deg,PYR_max_aligned_rms_nm,PYR_max_bond_deviation_nm,PYR_max_angle_deviation_deg,HBN_PYR_minimum_contact_nm,PYR_PYR_minimum_contact_nm,PYR_waterO_minimum_contact_nm
0,0.0,0.0,2.4387714046468727e-05,0.0009991978025969616,0.00746588050686631,0.009943225772885117,2.6231952431473213,4.639726364892596,15.877787806637192,20.180283088085556,26.57479290049767,18.874606232322428,28.718508371653456,5.474463446952168e-16,0.007387068244696884,10.539998194953967,0.2869442454554547,1.6886183701476187,0.30488194436535687
1,0.5,0.5,0.03158419202841378,0.14461237978044447,0.007385843427483987,0.011151271268331098,2.709155436917531,4.2169208257079305,15.955104035960742,20.040535192537224,25.02584523769204,20.086281332048234,25.754116369202734,0.021389575364217418,0.008133243089000042,7.703187088327823,0.2939217582963191,1.6251196878999403,0.2882741750486851
2,1.0,1.0,0.04181078938770929,0.20028345210801907,0.007325796217214247,0.009757875405421501,2.7237606507326575,4.075210123690653,16.271901357970275,20.899392707053778,26.62857338265499,21.04262213352927,28.282001193799488,0.021942905459509495,0.006721035608294318,8.097980980293087,0.29690402489693535,1.5964679765031307,0.3016786369632425
3,1.5,1.5,0.04898604114942896,0.20135500752422372,0.007454492773139432,0.010561826095744575,2.882432627378728,4.033803206267109,16.41745386746889,20.236129197648587,26.524527924097924,19.125494789641063,32.470627924097926,0.021655402000464195,0.006958473053579051,11.140908455660309,0.28926285623978726,1.710573295711119,0.2811494264621574
4,2.0,2.0,0.05265003283814856,0.21634054169730582,0.007256862860492283,0.011109779406900167,2.714376886895662,4.393984029895336,16.52396899136162,20.304547293217652,24.518454065313136,19.59893798670949,26.789027614519796,0.020176692502954983,0.0063111325809582786,8.160430836610828,0.30242685065979175,1.7972303692070197,0.28608739923317167
5,2.5,2.5,0.05022750264908835,0.21974304900079045,0.007473249339940257,0.009736841732518237,2.7632498079317,4.07681970736202,16.615292735914924,19.13809711675885,28.32285024455868,20.4617514317981,26.030137786389446,0.02024358411583898,0.008331603940081173,10.170969272104927,0.2879461755259132,1.8049814403477946,0.2866949598440826
6,3.0,3.0,0.048508646694313144,0.21956943789175448,0.007807981666806001,0.010505807308850756,2.8021781345310863,4.7490589310944955,16.460164183431036,20.4083458954935,25.253625343420936,18.69405632765845,30.19794172773709,0.021537027690764453,0.008669458357593307,7.949300419311172,0.3121297807002721,1.8748826629952071,0.29046170143411315
7,3.5,3.5,0.051075643895014504,0.19991562164010582,0.007396106020416953,0.00945818839522733,2.7904207954834566,4.34647321405609,16.47977533252132,19.743984470475514,26.525120781926802,19.8650862239396,26.199703858186354,0.018446112208075117,0.007913475292421451,6.199160434022588,0.291729326602589,1.7513509071571007,0.28958245803225
8,4.0,4.0,0.05521594443511112,0.20547402392461692,0.007600783418595435,0.010774996080878535,2.783258771903222,4.182494259921754,16.596768868171527,21.15755446053784,27.599664144170305,20.499999484689738,33.403235455073286,0.019402441687424048,0.007542154276559049,9.258882479222564,0.31128282959392445,1.7045518472607397,0.2829381557867371
9,4.5,4.5,0.05489111404519411,0.252065673012842,0.007723177594150921,0.012216818438202853,2.7499970549033836,4.620639520988135,16.653216909413068,19.99480001697311,26.86587723079529,20.165000662891956,25.52053793937148,0.020694907115688374,0.00738469430169611,7.381681261359276,0.2825685757475521,1.6714703108341464,0.2925149568825495
10,5.0,5.0,0.05900932053305463,0.24753946943451183,0.007531300912672981,0.0112379460711855,2.7800508389984397,4.534537549851223,16.31447334076613,20.32521057262228,25.780432931843876,19.080620832867865,31.227245390356757,0.019943586600358127,0.006952805980949606,7.177140389124347,0.2948762452284009,1.5950554849283458,0.27739863013360405
11,5.5,5.5,0.06449495769316393,0.192657113458275,0.007327117334343382,0.010028132503415943,2.763893892362963,5.113110345958276,16.953276989746,20.658653355978924,25.236702580082977,19.557901073673236,25.00300059705637,0.026203322356063433,0.00814337833982004,6.5500933224797535,0.3027441163755296,1.543679046952442,0.2915115778146727
12,6.0,6.0,0.06490720155689375,0.21592595823188626,0.007139636413464029,0.00979740002979132,2.77390675623403,4.196074264187203,16.895950037401686,20.4662671197768,26.820660325925616,20.027500995327916,26.131001133121117,0.01749129409535938,0.008494305633506893,6.662276990173311,0.2793617726175149,1.6315792962648188,0.2841232127088529
13,6.5,6.5,0.0605681720551942,0.16347354457191474,0.007668779647228965,0.010080624192708054,2.7488198290152446,4.857268891545203,16.78107840035451,21.122029233565392,25.369359346311086,20.33221953207987,28.458535207685372,0.018279210587650852,0.006265138314459726,8.175322782069003,0.30245991469945255,1.666069026181088,0.27835947980983156
14,7.0,7.0,0.05611896775630851,0.22622380851726884,0.007551376327627805,0.010548697554872255,2.692231363667918,4.261101609985033,16.59010197258704,20.505934741878683,25.153020868413165,19.177617490290768,26.476501885420248,0.02376944892510991,0.007411857460955268,6.263585768862001,0.2996881712714066,1.746672550880674,0.29404421436239836
15,7.5,7.5,0.05044315187691485,0.22779751810220036,0.007526723281830666,0.012651514423425825,2.8848915235189665,5.000833919591699,16.324724116971527,19.950345087182793,24.38238758800884,18.8351916348916,25.909977332358835,0.024225363362225326,0.007092373237045452,8.464168342052318,0.29266021253323776,1.7591378570197393,0.29910867590225443
16,8.0,8.0,0.04874768777831827,0.2491362578433711,0.008021699146762554,0.01008475419489649,2.8162471331582686,5.143229349835536,16.61722492109825,19.80489691742333,25.870066436279757,19.8800041239291,26.57324226981632,0.018595210428903924,0.00812648586948736,9.234998383470753,0.30698697040754,1.7829775657590308,0.29804362096847486
17,8.5,8.5,0.053747405771960514,0.16381385221105996,0.007780623610187105,0.010495954639595573,2.8168122616978675,4.157519878091591,16.72170547829874,20.502131461903502,25.933718992033135,20.15107083472113,27.295752233024018,0.025763130915079913,0.008156890928029015,7.102274203859963,0.29619756920001894,1.6600765042611743,0.29233200303764184
18,9.0,9.0,0.05975080717343383,0.2252381503663755,0.0073278883665226086,0.010643824162733628,2.7657764258326227,4.386800525322741,16.89726974130264,20.165153361032242,25.34703172363686,20.131142594614573,31.490235551933324,0.025668832255085892,0.007696768736645654,9.043533435317016,0.2915252990736822,1.724624596832598,0.2915407347181519
19,9.5,9.5,0.06285423388081172,0.2434555280389518,0.007361048993263642,0.009998287626318297,2.722955253851928,4.479525756736734,16.49901457164104,20.39874722467563,27.115707312297218,19.955998221301662,35.410107312297214,0.01729617713708791,0.008376297849076064,8.175073421193744,0.28775336661801193,1.6359205359674416,0.29791441724092504
20,10.0,10.0,0.061978739375129245,0.19716488374138005,0.007613380611590968,0.010312588028144304,2.804244206775704,4.229787018885503,17.2619959142374,20.733398825725395,25.64053987514407,20.380942632760128,24.940101881602118,0.02324078966039235,0.00760185947559483,8.866745584491738,0.29410542327539607,1.5779442322211514,0.2867716861895539
21,10.5,10.5,0.057968685972153426,0.29035986650351214,0.007562994041129166,0.010615305262688307,2.7912428847370325,3.921727480809963,16.549059107432804,21.189320777447346,27.97348975529266,20.019611577923385,29.319681096639442,0.022199207665165623,0.00704813456034345,8.799500341913458,0.3027573285653042,1.593585579754034,0.2945861503872848
22,11.0,11.0,0.04896043772481099,0.2172647697606231,0.007614055496500639,0.01089527256189321,2.8798347352948013,5.094054075128852,17.033733491724888,21.410575952859197,23.484648352679898,21.1151354730576,30.631985859827864,0.021876302223503664,0.010136666629628838,7.931905061410461,0.28917295862511105,1.6945196959610709,0.2887871188263077
23,11.5,11.5,0.041692351363683926,0.2809113222967975,0.007843787849983618,0.009999560428289145,2.8312139625058053,4.635238262406787,17.124937037809353,20.906201039978935,25.70787100917721,19.76690996362403,28.85214470745302,0.017341107326067424,0.007656100816148426,7.6054595924068025,0.30587252246646773,1.7410956320662005,0.2896998446668551
24,12.0,12.0,0.03589676186195263,0.19151207176396115,0.007355112079993329,0.012470632182639108,2.8458028394394543,4.5486532410034926,17.35427971664219,21.62712259614529,27.238766240008715,21.295392002665285,30.03210153521229,0.019595349809392332,0.008349311448370283,10.108930700205462,0.29677769457963,1.7326912592842383,0.30425811410708486
25,12.5,12.5,0.035041849704830805,0.2574134099859623,0.007754604439601065,0.010659885648165529,2.731032788998539,4.197278821673336,16.569928124586124,21.183210672767068,27.53673754311103,21.36545680688459,27.37320394992787,0.016541336294526438,0.008813798166995748,7.5629688808925835,0.31250439996902457,1.822730369528088,0.2875239120490678
26,13.0,13.0,0.03296488759866169,0.1757716342552872,0.007859240450653253,0.010381206491828915,2.899517399127841,5.485346792114598,16.37162667670783,20.24898606494541,29.709064885459156,19.932227957727008,26.370691635670823,0.02100571892974821,0.008843603486950222,9.962103918552145,0.2835577542582819,1.8566628665430889,0.288598336793544
27,13.5,13.5,0.03741560302425886,0.2146611981071416,0.007695746376922741,0.01100836952894782,2.7802889389476366,4.352134134374722,16.56165270912964,20.552297830568925,25.223948955310732,19.481243759991766,26.77499511133692,0.02112511905348919,0.007081989772402347,9.7859064432579,0.28285862192975497,1.8490789599149082,0.30447495791936674
28,14.0,14.0,0.04081185122750461,0.205310380677622,0.00750547408401445,0.010083848288595404,2.9263897964694157,5.720364239588989,16.66134494244531,19.9309336146475,25.388692267422897,19.74960344807846,30.08627220465837,0.01703068244780818,0.008011730306163603,7.2067245416102,0.3208784816718008,1.8708979127680911,0.29081437378506586
29,14.5,14.5,0.040486889811213775,0.26691811271781946,0.007581073922600397,0.009739870800979905,2.770475268844781,3.9278258486059343,16.65940749074131,19.741751177340785,24.16054913579643,20.360530944413075,23.741954646897625,0.020343118384120618,0.009393145398112701,8.813857586222099,0.29318594782151486,1.801751647702868,0.2905512003072783
30,15.0,15.0,0.0386187983910602,0.1975015114811958,0.0075786462521338135,0.010888897586091711,2.847871572912108,4.513673824958531,16.862825749047925,20.53103861383169,24.79043484169395,20.275270393585586,27.845938288284742,0.020200507383824166,0.006081769209503207,9.296046637477275,0.30191058278900984,1.8020197002252774,0.2865309756378877
31,15.5,15.5,0.03864987813234389,0.164460283324301,0.007452550871336745,0.010516673483663808,2.8591359778433647,5.437889947639988,17.07727955164817,21.38947132527377,26.857718481690426,20.267161638751674,33.91061848169045,0.023089534355233997,0.007868879963705569,9.590024551085179,0.3078018843347134,1.8412216053479278,0.2898585862105866
32,16.0,16.0,0.04263008457109381,0.24831485244029347,0.007298883385942162,0.010099967762731143,2.821935722174934,4.376686779131759,16.554211720076868,21.180619889784207,27.55582858203502,20.58649033349422,30.846752625943623,0.021046951297313543,0.006894897703619923,9.377500522568994,0.30054949675552634,1.8929886423325415,0.29052366512902217
33,16.5,16.5,0.04873994463907097,0.2356957574064643,0.00791874695581131,0.01004271666435863,2.880612180347995,3.895947125319765,16.925806858673802,20.706731415264553,26.1479299359965,21.45553369286831,28.997001200098453,0.018675838168669752,0.009096231227153848,7.347176278737578,0.2740729829808112,1.8672819819191748,0.30142494919963114
34,17.0,17.0,0.052480293832301184,0.21719215496543656,0.007810503353845804,0.010072201686174925,2.7930992860515382,4.144725597239983,16.741497560583078,20.978362992858656,26.2994508415361,20.7026098308131,29.885454900334025,0.02353667616285964,0.007876251475390394,10.683724195354927,0.2802588089605751,1.822969006867643,0.29564167500540234
35,17.5,17.5,0.05664930816423927,0.2272739223446092,0.007428090109789088,0.010067096237073664,2.8513239907543486,4.356039440430479,17.092526743152618,21.46339107532919,26.184490904264862,20.156868725663184,29.165985502734884,0.021156053808566746,0.009136438833108038,8.321198219026854,0.2903807844882298,1.8371984106241765,0.2935217198096252
36,18.0,18.0,0.058016515775652304,0.24032627040735324,0.0076158916054821345,0.010306649448369176,2.8615309160041664,4.811997355935631,17.00002118652496,20.321139771353472,27.04242320631522,21.356578124704345,30.813535731247043,0.02051258655250441,0.008021672314558859,8.040508406226678,0.3054013752424833,1.8946580166351923,0.2852314849381112
37,18.5,18.5,0.05663059929680726,0.2188836059703535,0.007464523284608882,0.010684502707743682,2.9600607196910254,4.0440734693244735,16.85257477510387,20.18371861740359,24.80046966759275,18.754110174693384,23.964295070726962,0.01907534092149499,0.008338138699302416,7.039385706169938,0.30458824665439743,1.9316661202185021,0.2934706118165836
38,19.0,19.0,0.05563945406983403,0.21903575405765313,0.007883802238572898,0.011092921043845155,2.825441935659681,5.026753740590237,16.887372606509363,20.80709357703149,26.00882942451443,19.637048814883578,29.198001648365732,0.01937099762923557,0.008278448756560391,8.860116824794233,0.3026450065670999,1.85854808923525,0.2856291301670751
39,19.5,19.5,0.05757772620254761,0.29471146504986273,0.0074551406328534665,0.011321365146703843,2.929171621448588,4.285587462546474,16.829761576842408,20.62458894576015,26.416575084412102,19.976096095126138,32.93842922776696,0.018359155996507347,0.008455104972844504,11.45745205687804,0.2901120473196517,1.9257541379937368,0.3060081698255775
40,20.0,20.0,0.058346635467215795,0.25797681776196174,0.007721848185287576,0.011821195750934821,2.9525700751351973,5.142478250469551,16.841715573315405,21.28273418764111,27.27245309599948,20.956838536102374,28.87398663299342,0.01904691211041119,0.008463653018815187,7.800564146608139,0.28751695602172744,1.931675179733902,0.27107563520169065
41,20.5,20.5,0.06258559147710101,0.19601197558309302,0.0077226430934647485,0.010568978595232204,2.8978805650754382,4.480479566469896,16.233734275033143,20.76564675144447,28.339234411176307,19.943520545344576,31.518587034663085,0.019218219915926732,0.00836617852457791,6.867003171762079,0.2962212011318568,1.941332016940946,0.30739876382314857
42,21.0,21.0,0.06501331862824682,0.21416695100692698,0.007709864653271843,0.011272198423136093,2.785440940372999,4.154232570774894,16.245712341697665,19.398361532925076,25.40513183411167,18.58119042785009,26.736453377633325,0.019591134766762233,0.0071998027615330085,7.66451334668082,0.3053276928154402,1.9653424637960686,0.2761032415601094
43,21.5,21.5,0.06232678862216849,0.33671563337207144,0.007806418439024292,0.010252775396250358,2.7968778535352903,5.237413872351937,16.6700601148087,20.586339159662003,24.85105762542412,20.5475450095149,27.548508186303366,0.01733452670379152,0.008575171034360674,7.462106336443625,0.30724745727182184,1.83294326153321,0.29250641018617024
44,22.0,22.0,0.05046302478979161,0.3187363498948135,0.007828167017833013,0.01279688300332274,2.9308133361258455,5.072101942229708,17.06783624562912,21.341959838106103,26.045435157206356,19.550437903910932,27.9510984713379,0.021657025851327602,0.006307711892880402,7.528371239955106,0.27892830620071557,1.7542058032055414,0.288755952319602
45,22.5,22.5,0.04906036982976084,0.2321394115935744,0.007391108450916277,0.009406830880305417,2.92823446167134,3.934279112186104,16.69448635590826,20.58027995175832,26.38029059178092,20.04827575303695,28.943876834684602,0.021029006857620082,0.007994658364218837,11.083215579476132,0.30826287483250425,1.776047859715498,0.2851420698529069
46,23.0,23.0,0.057302757017677744,0.2508314119456055,0.007834646982937864,0.01133617623570074,2.790584989419849,4.870816542204423,17.231351983927603,20.939630796421362,26.42568029268392,20.765213749962673,31.890556854376428,0.021384978132537483,0.00918794505381311,7.805552349014235,0.29186640779644346,1.7562135405468207,0.2864768751574898
47,23.5,23.5,0.061887119213993445,0.2773916235922251,0.007959307769008236,0.010485464750632528,2.8203413003856017,5.014987876345501,16.91546720255359,20.35881628885377,25.3675879552124,19.091296958919205,27.32429839177064,0.01931239798547579,0.007472956258944091,9.374949858930904,0.29659399859066593,1.8887231136405354,0.28925075626521685
48,24.0,24.0,0.06016627177705262,0.2858618959236122,0.007525645430351196,0.009586545339495767,2.8737770155826943,4.558199044119604,16.948903573080333,20.333755666570937,25.583044909606258,19.767295475046453,32.675432759034095,0.023378828650925214,0.008376297849076453,7.508225549650163,0.29794966017768837,1.9676801061148128,0.29809562224225933
49,24.5,24.5,0.06504279426310781,0.26425011766533857,0.00774370014016048,0.011295702494326348,2.9098625516869974,4.129991861047387,17.374987946174404,21.696449414590546,25.658665063913872,19.545437116184456,30.90766179468244,0.01808895364559104,0.006789241389104944,7.900735426427985,0.3074963414416503,1.9950067669058165,0.3017034968309125
50,25.0,25.0,0.06926872238538287,0.30112228100293603,0.007577117426796362,0.011955407680014685,2.8943866242946426,5.201332395657403,16.96064899859943,20.760470869255283,31.033584189749803,20.21056880721647,26.55498418974983,0.02123392796388926,0.006578122922714327,7.245084178867131,0.28303356691389053,1.8560223597791057,0.2992941696725816
