edge_index,source_node,target_node,source_element,target_element,source_type,target_type,bond_class,distance_nm,target_nm,absolute_deviation_nm
1799,P:1199,P:1256,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1452756001536388,0.144973,0.0003026001536388101
1800,P:1199,P:1258,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14489306401619068,0.144973,7.993598380931499e-05
1801,P:1200,P:1201,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1802,P:1201,P:1260,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455369368923229,0.144973,0.0005639368923228971
1803,P:1201,P:1318,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1804,P:1202,P:1203,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1805,P:1203,P:1260,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000817,0.144973,0.000633123319991824
1806,P:1203,P:1262,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361086,0.144973,0.0005811719763891277
1807,P:1204,P:1205,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1808,P:1205,P:1262,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747725,0.144973,4.0792447477261407e-05
1809,P:1205,P:1264,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443364125922496,0.144973,0.000636587407750383
1810,P:1206,P:1207,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1811,P:1207,P:1264,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1812,P:1207,P:1266,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1813,P:1208,P:1209,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1814,P:1209,P:1266,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458001,0.144973,0.0003562651454199761
1815,P:1209,P:1268,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1816,P:1210,P:1211,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1817,P:1211,P:1268,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815327,0.144973,0.00031636643815327603
1818,P:1211,P:1270,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964805,0.144973,0.000550010140351942
1819,P:1212,P:1213,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1820,P:1213,P:1270,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1821,P:1213,P:1272,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458038,0.144973,0.0003562651454196153
1822,P:1214,P:1215,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1823,P:1215,P:1272,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1824,P:1215,P:1274,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1825,P:1216,P:1217,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1826,P:1217,P:1274,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630867,0.144973,9.250244630867877e-05
1827,P:1217,P:1276,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800084,0.144973,0.000633123319991602
1828,P:1218,P:1219,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1829,P:1219,P:1276,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14500344823486094,0.144973,3.0448234860952494e-05
1830,P:1219,P:1278,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800084,0.144973,0.000633123319991602
1831,P:1220,P:1221,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1832,P:1221,P:1278,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630867,0.144973,9.250244630867877e-05
1833,P:1221,P:1280,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1834,P:1222,P:1223,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1835,P:1223,P:1280,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1836,P:1223,P:1282,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458038,0.144973,0.0003562651454196153
1837,P:1224,P:1225,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1838,P:1225,P:1282,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1839,P:1225,P:1284,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964805,0.144973,0.000550010140351942
1840,P:1226,P:1227,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1841,P:1227,P:1284,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815327,0.144973,0.00031636643815327603
1842,P:1227,P:1286,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1843,P:1228,P:1229,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1844,P:1229,P:1286,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458001,0.144973,0.0003562651454199761
1845,P:1229,P:1288,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1846,P:1230,P:1231,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1847,P:1231,P:1288,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1848,P:1231,P:1290,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443364125922496,0.144973,0.000636587407750383
1849,P:1232,P:1233,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1850,P:1233,P:1290,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747725,0.144973,4.0792447477261407e-05
1851,P:1233,P:1292,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361086,0.144973,0.0005811719763891277
1852,P:1234,P:1235,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1853,P:1235,P:1292,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000817,0.144973,0.000633123319991824
1854,P:1235,P:1294,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455369368923229,0.144973,0.0005639368923228971
1855,P:1236,P:1237,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1856,P:1237,P:1294,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1857,P:1237,P:1296,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1858,P:1238,P:1239,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1859,P:1239,P:1296,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361084,0.144973,0.0005811719763891554
1860,P:1239,P:1298,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1861,P:1240,P:1241,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1862,P:1241,P:1298,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443779761598008,0.144973,0.0005950238401991881
1863,P:1241,P:1300,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1452446212429224,0.144973,0.0002716212429224041
1864,P:1242,P:1243,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1865,P:1243,P:1300,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1866,P:1243,P:1302,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361047,0.144973,0.0005811719763895162
1867,P:1244,P:1245,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1868,P:1245,P:1302,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1869,P:1245,P:1304,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1870,P:1246,P:1247,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1871,P:1247,P:1304,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14481022063376636,0.144973,0.00016277936623362854
1872,P:1247,P:1306,N,B,PARENT_HBN,PARENT_HBN,B-N,0.145013792447477,0.144973,4.0792447477011606e-05
1873,P:1248,P:1249,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1874,P:1249,P:1306,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14377760604489156,0.144973,0.0011953939551084258
1875,P:1249,P:1308,N,B,PARENT_HBN,PARENT_HBN,B-N,0.145013792447477,0.144973,4.0792447477011606e-05
1876,P:1250,P:1251,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1877,P:1251,P:1308,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14481022063376636,0.144973,0.00016277936623362854
1878,P:1251,P:1310,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1879,P:1252,P:1253,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1880,P:1253,P:1310,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1881,P:1253,P:1312,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361047,0.144973,0.0005811719763895162
1882,P:1254,P:1255,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1883,P:1255,P:1312,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1884,P:1255,P:1314,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1452446212429224,0.144973,0.0002716212429224041
1885,P:1256,P:1257,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1886,P:1257,P:1314,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443779761598008,0.144973,0.0005950238401991881
1887,P:1257,P:1316,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1888,P:1258,P:1259,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14500000000000046,0.144973,2.700000000047109e-05
1889,P:1259,P:1316,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361084,0.144973,0.0005811719763891554
1890,P:1259,P:1318,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1891,P:1260,P:1261,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1892,P:1261,P:1320,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000817,0.144973,0.000633123319991824
1893,P:1261,P:1378,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455369368923229,0.144973,0.0005639368923228971
1894,P:1262,P:1263,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1895,P:1263,P:1320,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361086,0.144973,0.0005811719763891277
1896,P:1263,P:1322,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747725,0.144973,4.0792447477261407e-05
1897,P:1264,P:1265,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1898,P:1265,P:1322,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443364125922496,0.144973,0.000636587407750383
1899,P:1265,P:1324,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1900,P:1266,P:1267,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1901,P:1267,P:1324,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1902,P:1267,P:1326,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458001,0.144973,0.0003562651454199761
1903,P:1268,P:1269,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1904,P:1269,P:1326,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1905,P:1269,P:1328,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815327,0.144973,0.00031636643815327603
1906,P:1270,P:1271,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1907,P:1271,P:1328,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964805,0.144973,0.000550010140351942
1908,P:1271,P:1330,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1909,P:1272,P:1273,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1910,P:1273,P:1330,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458038,0.144973,0.0003562651454196153
1911,P:1273,P:1332,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1912,P:1274,P:1275,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1913,P:1275,P:1332,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1914,P:1275,P:1334,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630867,0.144973,9.250244630867877e-05
1915,P:1276,P:1277,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1916,P:1277,P:1334,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800084,0.144973,0.000633123319991602
1917,P:1277,P:1336,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14500344823486094,0.144973,3.0448234860952494e-05
1918,P:1278,P:1279,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1919,P:1279,P:1336,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800084,0.144973,0.000633123319991602
1920,P:1279,P:1338,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630867,0.144973,9.250244630867877e-05
1921,P:1280,P:1281,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1922,P:1281,P:1338,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1923,P:1281,P:1340,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1924,P:1282,P:1283,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1925,P:1283,P:1340,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458038,0.144973,0.0003562651454196153
1926,P:1283,P:1342,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1927,P:1284,P:1285,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1928,P:1285,P:1342,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964805,0.144973,0.000550010140351942
1929,P:1285,P:1344,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815327,0.144973,0.00031636643815327603
1930,P:1286,P:1287,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1931,P:1287,P:1344,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1932,P:1287,P:1346,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458001,0.144973,0.0003562651454199761
1933,P:1288,P:1289,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1934,P:1289,P:1346,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1935,P:1289,P:1348,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1936,P:1290,P:1291,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1937,P:1291,P:1348,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443364125922496,0.144973,0.000636587407750383
1938,P:1291,P:1350,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747725,0.144973,4.0792447477261407e-05
1939,P:1292,P:1293,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1940,P:1293,P:1350,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361086,0.144973,0.0005811719763891277
1941,P:1293,P:1352,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000817,0.144973,0.000633123319991824
1942,P:1294,P:1295,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1943,P:1295,P:1352,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1455369368923229,0.144973,0.0005639368923228971
1944,P:1295,P:1354,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1945,P:1296,P:1297,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1946,P:1297,P:1354,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1947,P:1297,P:1356,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361084,0.144973,0.0005811719763891554
1948,P:1298,P:1299,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1949,P:1299,P:1356,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1950,P:1299,P:1358,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443779761598008,0.144973,0.0005950238401991881
1951,P:1300,P:1301,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1952,P:1301,P:1358,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1452446212429224,0.144973,0.0002716212429224041
1953,P:1301,P:1360,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1954,P:1302,P:1303,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1955,P:1303,P:1360,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361047,0.144973,0.0005811719763895162
1956,P:1303,P:1362,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1957,P:1304,P:1305,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1958,P:1305,P:1362,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1959,P:1305,P:1364,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14481022063376636,0.144973,0.00016277936623362854
1960,P:1306,P:1307,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1961,P:1307,P:1364,N,B,PARENT_HBN,PARENT_HBN,B-N,0.145013792447477,0.144973,4.0792447477011606e-05
1962,P:1307,P:1366,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14377760604489156,0.144973,0.0011953939551084258
1963,P:1308,P:1309,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1964,P:1309,P:1366,N,B,PARENT_HBN,PARENT_HBN,B-N,0.145013792447477,0.144973,4.0792447477011606e-05
1965,P:1309,P:1368,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14481022063376636,0.144973,0.00016277936623362854
1966,P:1310,P:1311,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1967,P:1311,P:1368,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1968,P:1311,P:1370,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1969,P:1312,P:1313,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1970,P:1313,P:1370,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361047,0.144973,0.0005811719763895162
1971,P:1313,P:1372,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1972,P:1314,P:1315,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1973,P:1315,P:1372,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1452446212429224,0.144973,0.0002716212429224041
1974,P:1315,P:1374,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443779761598008,0.144973,0.0005950238401991881
1975,P:1316,P:1317,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1976,P:1317,P:1374,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14477568856683093,0.144973,0.00019731143316906175
1977,P:1317,P:1376,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361084,0.144973,0.0005811719763891554
1978,P:1318,P:1319,B,N,PARENT_HBN,PARENT_HBN,B-N,0.1459999999999999,0.144973,0.0010269999999999169
1979,P:1319,P:1376,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1980,P:1319,P:1378,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181293,0.144973,0.0001386118181870566
1981,P:1320,P:1321,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
1982,P:1321,P:1380,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14439182802361086,0.144973,0.0005811719763891277
1983,P:1321,P:1438,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14433987668000817,0.144973,0.000633123319991824
1984,P:1322,P:1323,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
1985,P:1323,P:1380,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14501379244747725,0.144973,4.0792447477261407e-05
1986,P:1323,P:1382,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443364125922496,0.144973,0.000636587407750383
1987,P:1324,P:1325,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
1988,P:1325,P:1382,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
1989,P:1325,P:1384,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
1990,P:1326,P:1327,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
1991,P:1327,P:1384,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458001,0.144973,0.0003562651454199761
1992,P:1327,P:1386,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1993,P:1328,P:1329,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
1994,P:1329,P:1386,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815327,0.144973,0.00031636643815327603
1995,P:1329,P:1388,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964805,0.144973,0.000550010140351942
1996,P:1330,P:1331,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
1997,P:1331,P:1388,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
1998,P:1331,P:1390,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458038,0.144973,0.0003562651454196153
1999,P:1332,P:1333,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2000,P:1333,P:1390,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
2001,P:1333,P:1392,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
2002,P:1334,P:1335,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2003,P:1335,P:1392,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630867,0.144973,9.250244630867877e-05
2004,P:1335,P:1394,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800084,0.144973,0.000633123319991602
2005,P:1336,P:1337,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2006,P:1337,P:1394,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14500344823486094,0.144973,3.0448234860952494e-05
2007,P:1337,P:1396,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1443398766800084,0.144973,0.000633123319991602
2008,P:1338,P:1339,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2009,P:1339,P:1396,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14506550244630867,0.144973,9.250244630867877e-05
2010,P:1339,P:1398,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14483438818181277,0.144973,0.00013861181818722312
2011,P:1340,P:1341,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2012,P:1341,P:1398,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14456140563788109,0.144973,0.00041159436211890554
2013,P:1341,P:1400,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14461673485458038,0.144973,0.0003562651454196153
2014,P:1342,P:1343,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2015,P:1343,P:1400,N,B,PARENT_HBN,PARENT_HBN,B-N,0.1446409347314931,0.144973,0.00033206526850690365
2016,P:1343,P:1402,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14442298985964805,0.144973,0.000550010140351942
2017,P:1344,P:1345,B,N,PARENT_HBN,PARENT_HBN,B-N,0.14499999999999957,0.144973,2.6999999999582913e-05
2018,P:1345,P:1402,N,B,PARENT_HBN,PARENT_HBN,B-N,0.14528936643815327,0.144973,0.00031636643815327603
