decision,bridge_classes_screened,mapping_fits_screened,feasible_bridge_classes,selected_shortest_bridge_atoms_per_attachment,selected_bonds_per_bridge_path,selected_lower_bridge_element_sequence,selected_upper_bridge_element_sequence,selected_lower_feasible_mapping_count,selected_upper_feasible_mapping_count,selected_total_added_heavy_atoms_per_end,selected_total_added_H_atoms_per_end,selected_heavy_atom_relative_error_from_steric_estimate,candidate_is_final_chemistry,bridge_graph_generation_authorized,coordinate_generation_authorized,molecular_topology_generation_authorized,formal_charge_assignment_authorized,force_field_parameterization_authorized,energy_minimization_authorized,MD_authorized,QM_authorized,failed_audit_gates,required_next_step
R2_SHORTEST_ALTERNATING_BN_OLIGOMER_BRIDGE_CLASS_IDENTIFIED,3,720,3,3,4,B-N-B,N-B-N,60,60,201,87,0.3849365754170312,False,True,False,False,False,False,False,False,False,,BUILD_AND_VALIDATE_R2_ALTERNATING_BN_OLIGOMER_BRIDGE_GRAPH
