calculation_type,frame,cluster,job,tracked_root,is_tracked_root,root,hole_orbital,hole_spin,particle_orbital,particle_spin,occupation
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,39,a,66,a,0.00061433
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,38,a,67,a,0.00045084
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,37,a,68,a,0.00041823
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,36,a,69,a,0.00038305
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,35,a,70,a,0.00034401
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,34,a,71,a,0.00029905
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,33,a,72,a,0.00028898
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,32,a,73,a,0.00027523
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,31,a,74,a,0.00024883
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,30,a,75,a,0.00016423
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,29,a,76,a,0.00015987
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,28,a,77,a,0.00012788
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,2,True,2,27,a,78,a,0.00012181
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,52,a,53,a,0.87956493
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,51,a,54,a,0.0892349
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,50,a,55,a,0.00843493
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,49,a,56,a,0.00335329
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,48,a,57,a,0.00242155
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,47,a,58,a,0.00217173
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,46,a,59,a,0.00212193
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,45,a,60,a,0.00171514
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,44,a,61,a,0.00154575
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,43,a,62,a,0.00138288
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,42,a,63,a,0.00137489
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,41,a,64,a,0.00100526
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,40,a,65,a,0.00083376
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,39,a,66,a,0.00072393
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,38,a,67,a,0.00050902
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,37,a,68,a,0.00040147
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,36,a,69,a,0.00039945
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,35,a,70,a,0.00036188
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,34,a,71,a,0.00035246
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,33,a,72,a,0.00032093
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,32,a,73,a,0.00030556
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,31,a,74,a,0.00028287
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,30,a,75,a,0.00019347
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,29,a,76,a,0.00016267
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,28,a,77,a,0.00015162
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,True,1,27,a,78,a,0.00011656
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,52,a,53,a,0.5775587
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,51,a,54,a,0.39078663
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,50,a,55,a,0.01574722
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,49,a,56,a,0.01389633
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,48,a,57,a,0.00050441
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,47,a,58,a,0.00042434
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,46,a,59,a,0.00013641
vacuum_reference,0,PYR5,frame000_PYR5_vacuum_reference_nto_s1_s2,1,False,2,45,a,60,a,0.00012008
