accepted_TOP,working_TOP,accepted_TOP_sha256,working_TOP_sha256,raw_TOP_exactly_equal,comment_whitespace_normalized_TOP_equal,raw_diff_line_count,grompp_return_code,grompp_pass,inputrec_exactly_equal_to_accepted_TPR,processed_topology_exactly_equal_to_accepted_TPR,box_exactly_equal_to_accepted_TPR,working_copy_semantic_identity,canonical_source_decision
parameters/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032.top,parameters/phase1A/hybrid_hydrated_gromacs/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032.top,dc43133ad7f37dac7b343fd47108005f212331470696689d3629b2ffa5ca6ab5,34b651b4a38e2768ac9736f7327525f01a147aad496149d45302244d69b6f4ee,False,False,13,0,True,True,False,True,FAIL,parameters/phase1A/accepted/hybrid_hydrated_gap45_pyr5shift_clean032/hbn_pyrene_4_hydratable_gap45_pyr5shift_clean032.top
