mobile_frames,frozen_frames,duration_ps,mobile_HBN_rmsf_mean_nm,mobile_HBN_rmsf_q95_nm,mobile_HBN_rmsf_max_nm,frozen_HBN_rmsf_max_nm,mobile_HBN_mean_structure_rmsd_to_frozen_nm,mobile_tube_radius_mean_nm,mobile_tube_radius_std_over_frames_nm,frozen_tube_radius_mean_nm,tube_radius_mobile_vs_frozen_difference_pct,mobile_tube_length_p98_mean_nm,mobile_tube_length_p98_std_nm,frozen_tube_length_p98_mean_nm,tube_length_mobile_vs_frozen_difference_pct,mobile_tube_ellipticity_mean,mobile_tube_ellipticity_max,frozen_tube_ellipticity_mean,mobile_radius_slope_nm_per_ps,mobile_length_slope_nm_per_ps,mobile_ellipticity_slope_per_ps,mobile_PYR_max_internal_rmsf_nm,comparison_decision,authorized_next_step,longer_mobile_production_authorized,review_reasons,blocked_reasons
201,201,100.0,0.03832177610342677,0.05660987455379822,0.08337845675286917,3.7642946231707776e-14,0.024996419337475772,1.2107483464674809,0.0008787817265404881,1.1991257007481553,0.969259996018267,6.058695319050171,0.004588465511255468,6.018000000000001,0.676226637590074,1.0287154011306838,1.0726234912832036,1.00000003090922,1.6433628176653977e-06,2.0053039693955523e-05,-3.693967125771842e-05,0.018522507811743933,PASS_WITH_MONITORING,MOBILE_VS_FROZEN_WATER_AND_SOLVENT_DISORDER_COMPARISON,False,,
