stage,validation_mode,existing_md_reused,new_mdrun_executed,mdrun_completion_verified,duration_ps,frames,coordinate_interval_ps,temperature_mean_K,temperature_std_K,temperature_min_K,temperature_max_K,temperature_last_K,potential_first_kJ_mol,potential_last_kJ_mol,pressure_mean_bar,pressure_min_bar,pressure_max_bar,frozen_solute_rms_displacement_nm,frozen_solute_max_displacement_nm,water_atom_rms_displacement_nm,instability_signature_count,static_tpr_sha256,execution_tpr_sha256,initial_water_velocity_sha256,execution_decision,matched_comparison_authorized,electronic_recalculation_authorized,validation_reasons
matched_frozen_control_144ps,POSTPROCESS_RECOVERY_NO_MDRUN,True,False,True,144.0,289,0.5,299.84553618945176,1.9970765613468489,279.421967,305.176575,300.854675,-788092.25,-769609.75,1461.013216351145,27.815756,1732.400391,0.0,0.0,1.4052311997840514,0,f2c05efb1e91934a713c30969b099771703e6b66f6441bb3ed8a860698d95aa1,f2c05efb1e91934a713c30969b099771703e6b66f6441bb3ed8a860698d95aa1,d11ac84fa2d4a2a9a594a91ac0a6e0714dc3caa9da33f0ed12617371feff722d,PASS,True,False,
