,PYR2,PYR3,PYR4,PYR5
PYR2,0.07925000000000004,0.0,0.0,0.0
PYR3,0.0,0.06724999999999959,0.0,0.0
PYR4,0.0,0.0,0.08424999999999994,0.0
PYR5,0.0,0.0,0.0,-0.23075000000000045
