radius_nm,lower_energy_kJ_mol,lower_energy_kBT,upper_energy_kJ_mol,upper_energy_kBT
0.028,0.00023192034164054156,9.297868557140511e-05,0.00023192034164054156,9.297868557140511e-05
0.029,0.0002335200860997418,9.362003568332033e-05,0.0002335200860997418,9.362003568332033e-05
0.03,0.00023518343763488585,9.428688637130602e-05,0.00023518343763488585,9.428688637130602e-05
0.031,0.00023691126371539807,9.497958541066417e-05,0.00023691126371539807,9.497958541066417e-05
0.032,0.00023870446683726216,9.569849461911939e-05,0.00023870446683726216,9.569849461911939e-05
0.033,0.00024056398514619399,9.644399010665371e-05,0.00024056398514619399,9.644399010665371e-05
0.034,0.00024249079308669342,9.721646253571669e-05,0.00024249079308669342,9.721646253571669e-05
0.035,0.0002444859020775753,9.801631739205096e-05,0.0002444859020775753,9.801631739205096e-05
0.036000000000000004,0.0002465503612145802,9.884397526637447e-05,0.0002465503612145802,9.884397526637447e-05
0.037,0.00024868525800071694,9.96998721471805e-05,0.00024868525800071694,9.96998721471805e-05
0.038,0.000250891719104982,0.00010058445972491428,0.000250891719104982,0.00010058445972491428
0.039,0.00025317091115016307,0.00010149820570780953,0.00025317091115016307,0.00010149820570780953
0.04,0.0002555240415304337,0.00010244159414966864,0.0002555240415304337,0.00010244159414966864
0.041,0.00025795235925950456,0.00010341512578989318,0.00025795235925950456,0.00010341512578989318
0.042,0.00026045715585008936,0.00010441931840606858,0.00026045715585008936,0.00010441931840606858
0.043000000000000003,0.00026303976622551187,0.00010545470717943473,0.00026303976622551187,0.00010545470717943473
0.044,0.000265701569664282,0.00010652184507357377,0.000265701569664282,0.00010652184507357377
0.045,0.00026844399077853267,0.00010762130322667317,0.00026844399077853267,0.00010762130322667317
0.046,0.0002712685005272037,0.00010875367135771918,0.0002712685005272037,0.00010875367135771918
0.047,0.0002741766172649323,0.00010991955818700515,0.0002741766172649323,0.00010991955818700515
0.048,0.00027716990782761545,0.00011111959187134205,0.00027716990782761545,0.00011111959187134205
0.049,0.000280249988655679,0.0001123544204543859,0.000280249988655679,0.0001123544204543859
0.05,0.0002834185269560824,0.00011362471233249454,0.0002834185269560824,0.00011362471233249454
0.051000000000000004,0.00028667724190417344,0.00011493115673656069,0.00028667724190417344,0.00011493115673656069
0.052000000000000005,0.0002900279058865086,0.00011627446423026831,0.0002900279058865086,0.00011627446423026831
0.053,0.000293472345785842,0.00011765536722525483,0.000293472345785842,0.00011765536722525483
0.054,0.000297012444309469,0.0001190746205136545,0.000297012444309469,0.0001190746205136545
0.055,0.00030065014136221644,0.00012053300181854089,0.00030065014136221644,0.00012053300181854089
0.056,0.00030438743546537,0.00012203131236278613,0.00030438743546537,0.00012203131236278613
0.057,0.0003082263852229239,0.00012357037745689184,0.0003082263852229239,0.00012357037745689184
0.058,0.00031216911083652827,0.0001251510471063434,0.00031216911083652827,0.0001251510471063434
0.059000000000000004,0.000316217795670623,0.00012677419663908456,0.000316217795670623,0.00012677419663908456
0.06,0.00032037468786924714,0.00012844072735370874,0.00032037468786924714,0.00012844072735370874
0.061,0.0003246421020261215,0.00013015156718900858,0.0003246421020261215,0.00013015156718900858
0.062,0.00032902242090959423,0.00013190767141551987,0.00032902242090959423,0.00013190767141551987
0.063,0.00033351809724416014,0.00013371002334974685,0.00033351809724416014,0.00013371002334974685
0.064,0.0003381316555502735,0.00013555963509175747,0.0003381316555502735,0.00013555963509175747
0.065,0.0003428656940442973,0.00013745754828688801,0.0003428656940442973,0.00013745754828688801
0.066,0.0003477228866004149,0.00013940483491228886,0.0003477228866004149,0.00013940483491228886
0.067,0.00035270598477648104,0.00014140259808910417,0.00035270598477648104,0.00014140259808910417
0.068,0.00035781781990578977,0.00014345197292107783,0.00035781781990578977,0.00014345197292107783
0.069,0.0003630613052568807,0.00014555412736043697,0.0003630613052568807,0.00014555412736043697
0.07,0.00036843943826349106,0.00014771026310189713,0.00036843943826349106,0.00014771026310189713
0.07100000000000001,0.00037395530282692237,0.00014992161650569913,0.00037395530282692237,0.00014992161650569913
0.07200000000000001,0.0003796120716931079,0.00015218945955059414,0.0003796120716931079,0.00015218945955059414
0.073,0.00038541300890681407,0.00015451510081775224,0.00038541300890681407,0.00015451510081775224
0.074,0.00039136147234540867,0.00015689988650656998,0.00039136147234540867,0.00015689988650656998
0.075,0.0003974609163348046,0.00015934520148342283,0.0003974609163348046,0.00015934520148342283
0.076,0.00040371489435021303,0.00016185247036441816,0.00040371489435021303,0.00016185247036441816
0.077,0.00041012706180450345,0.00016442315863327093,0.00041012706180450345,0.00016442315863327093
0.078,0.0004167011789269745,0.00016705877379542526,0.0004167011789269745,0.00016705877379542526
0.079,0.000423441113735541,0.00016976086656962774,0.000423441113735541,0.00016976086656962774
0.08,0.0004303508451053602,0.0001725310321181636,0.0004303508451053602,0.0001725310321181636
0.081,0.00043743446593712943,0.00017537091131705225,0.00043743446593712943,0.00017537091131705225
0.082,0.00044469618642827637,0.00017828219206749313,0.00044469618642827637,0.00017828219206749313
0.083,0.0004521403374505018,0.00018126661064994903,0.0004521403374505018,0.00018126661064994903
0.084,0.0004597713740371632,0.0001843259531222656,0.0004597713740371632,0.0001843259531222656
0.085,0.00046759387898421027,0.0001874620567633147,0.00046759387898421027,0.0001874620567633147
0.08600000000000001,0.00047561256656839207,0.00019067681156365274,0.00047561256656839207,0.00019067681156365274
0.08700000000000001,0.0004838322863867127,0.0001939721617647887,0.0004838322863867127,0.0001939721617647887
0.088,0.0004922580273211625,0.00019735010744867593,0.0004922580273211625,0.00019735010744867593
0.089,0.0005008949216329872,0.00020081270617913687,0.0005008949216329872,0.00020081270617913687
0.09,0.0005097482491907923,0.0002043620746969432,0.0005097482491907923,0.0002043620746969432
0.091,0.0005188234418370596,0.00020800039067038652,0.0005188234418370596,0.00020800039067038652
0.092,0.0005281260878977116,0.00021172989450319836,0.0005281260878977116,0.00021172989450319836
0.093,0.0005376619368396447,0.00021555289120179163,0.0005376619368396447,0.00021555289120179163
0.094,0.0005474369040811778,0.00021947175230380722,0.0005474369040811778,0.00021947175230380722
0.095,0.0005574570759606906,0.00022348891787008025,0.0005574570759606906,0.00022348891787008025
0.096,0.0005677287148688044,0.0002276068985421714,0.0005677287148688044,0.0002276068985421714
0.097,0.0005782582645497645,0.00023182827766773289,0.0005782582645497645,0.00023182827766773289
0.098,0.0005890523555777417,0.00023615571349600083,0.0005890523555777417,0.00023615571349600083
0.099,0.0006001178110141272,0.0002405919414458489,0.0006001178110141272,0.0002405919414458489
0.1,0.000611461652251996,0.0002451397764488798,0.000611461652251996,0.0002451397764488798
0.101,0.0006230911050542669,0.00024980211537017097,0.0006230911050542669,0.00024980211537017097
0.10200000000000001,0.0006350136057921552,0.00025458193950931917,0.0006350136057921552,0.00025458193950931917
0.10300000000000001,0.0006472368078909259,0.00025948231718459365,0.0006472368078909259,0.00025948231718459365
0.10400000000000001,0.0006597685884900722,0.0002645064064030539,0.0006597685884900722,0.0002645064064030539
0.105,0.000672617055325455,0.0002696574576196534,0.000672617055325455,0.0002696574576196534
0.106,0.000685790553841013,0.00027493881658838016,0.000685790553841013,0.00027493881658838016
0.107,0.0006992976745381394,0.0002803539273086793,0.0006992976745381394,0.0002803539273086793
0.108,0.0007131472605709446,0.0002859063350704537,0.0007131472605709446,0.0002859063350704537
0.109,0.0007273484155961064,0.0002915996896011305,0.0007273484155961064,0.0002915996896011305
0.11,0.0007419105118861045,0.00029743774831832056,0.0007419105118861045,0.00029743774831832056
0.111,0.0007568431987151742,0.00030342437969181293,0.0007568431987151742,0.00030342437969181293
0.112,0.0007721564110274907,0.0003095635667187182,0.0007721564110274907,0.0003095635667187182
0.113,0.0007878603783976256,0.0003158594105157857,0.0007878603783976256,0.0003158594105157857
0.114,0.0008039656342934406,0.0003223161340329704,0.0008039656342934406,0.0003223161340329704
0.115,0.0008204830256522162,0.0003289380858925781,0.0008204830256522162,0.0003289380858925781
0.116,0.0008374237227809933,0.00033572974435839,0.0008374237227809933,0.00033572974435839
0.117,0.0008547992295927442,0.00034269572143942405,0.0008547992295927442,0.00034269572143942405
0.11800000000000001,0.0008726213941901284,0.0003498407671330457,0.0008726213941901284,0.0003498407671330457
0.11900000000000001,0.0008909024198093007,0.0003571697738124266,0.0008909024198093007,0.0003571697738124266
0.12,0.000909654876136493,0.00036468778076345084,0.000909654876136493,0.00036468778076345084
0.121,0.0009288917110107765,0.00037239997887644457,0.0009288917110107765,0.00037239997887644457
0.122,0.0009486262625266213,0.0003803117154981867,0.0009486262625266213,0.0003803117154981867
0.123,0.000968872271550672,0.00038842849944998296,0.000968872271550672,0.00038842849944998296
0.124,0.0009896438946674492,0.0003967560062176987,0.0009896438946674492,0.0003967560062176987
0.125,0.001010955717569505,0.00040530008331997786,0.001010955717569505,0.00040530008331997786
0.126,0.0010328227689077795,0.0004140667558609595,0.0010328227689077795,0.0004140667558609595
0.127,0.0010552605346188407,0.0004230622322741803,0.0010552605346188407,0.0004230622322741803
0.128,0.0010782849727461175,0.000432292910264524,0.0010782849727461175,0.000432292910264524
0.129,0.0011019125287728632,0.00044176538295532625,0.0011019125287728632,0.00044176538295532625
0.13,0.0011261601514854756,0.0004514864452481042,0.0011261601514854756,0.0004514864452481042
0.131,0.0011510453093861142,0.00046146310040250387,0.0011510453093861142,0.00046146310040250387
0.132,0.0011765860076745865,0.0004717025668444715,0.0011765860076745865,0.0004717025668444715
0.133,0.0012028008058202154,0.0004822122852109531,0.0012028008058202154,0.0004822122852109531
0.134,0.0012297088357448556,0.0004929999256396085,0.0012297088357448556,0.0004929999256396085
0.135,0.001257329820639424,0.0005040733953125061,0.001257329820639424,0.0005040733953125061
0.136,0.0012856840944369128,0.0005154408462630069,0.0012856840944369128,0.0005154408462630069
0.137,0.0013147926219657018,0.0005271106834553852,0.0013147926219657018,0.0005271106834553852
0.138,0.0013446770198081543,0.0005390915731472036,0.0013446770198081543,0.0005390915731472036
0.139,0.0013753595778899746,0.0005513924515446561,0.0013753595778899746,0.0005513924515446561
0.14,0.0014068632818271293,0.000564022533761624,0.0014068632818271293,0.000564022533761624
0.14100000000000001,0.0014392118360581512,0.0005769913230935985,0.0014392118360581512,0.0005769913230935985
0.14200000000000002,0.0014724296877903292,0.0005903086206178957,0.0014724296877903292,0.0005903086206178957
0.14300000000000002,0.0015065420517897826,0.0006039845351321923,0.0015065420517897826,0.0006039845351321923
0.14400000000000002,0.0015415749360463507,0.0006180294934437813,0.0015415749360463507,0.0006180294934437813
0.145,0.0015775551683453164,0.0006324542510223845,0.0015775551683453164,0.0006324542510223845
0.146,0.0016145104237795592,0.0006472699030299906,0.0016145104237795592,0.0006472699030299906
0.147,0.0016524692532364257,0.0006624878957414658,0.0016524692532364257,0.0006624878957414658
0.148,0.0016914611128954937,0.0006781200383704377,0.0016914611128954937,0.0006781200383704377
0.149,0.0017315163947743196,0.0006941785153153265,0.0017315163947743196,0.0006941785153153265
0.15,0.0017726664583611377,0.0007106758988411416,0.0017726664583611377,0.0007106758988411416
0.151,0.0018149436633743345,0.0007276251622130126,0.0018149436633743345,0.0007276251622130126
0.152,0.0018583814036906856,0.0007450396932982857,0.0018583814036906856,0.0007450396932982857
0.153,0.0019030141424854076,0.0007629333086544459,0.0019030141424854076,0.0007629333086544459
0.154,0.0019488774486292738,0.0007813202681210069,0.0019488774486292738,0.0007813202681210069
0.155,0.001996008034389038,0.000800215289933907,0.001996008034389038,0.000800215289933907
0.156,0.0020444437944799184,0.0008196335663819558,0.0020444437944799184,0.0008196335663819558
0.157,0.0020942238465201527,0.000839590780025384,0.0020942238465201527,0.000839590780025384
0.158,0.002145388572940152,0.000860103120497551,0.002145388572940152,0.000860103120497551
0.159,0.002197979664400013,0.0008811873019113672,0.002197979664400013,0.0008811873019113672
0.16,0.002252040164771982,0.0009028605808931168,0.002252040164771982,0.0009028605808931168
0.161,0.002307614517745996,0.0009251407752669849,0.002307614517745996,0.0009251407752669849
0.162,0.0023647486151193286,0.0009480462834147552,0.0023647486151193286,0.0009480462834147552
0.163,0.002423489846832791,0.0009715961043357172,0.002423489846832791,0.0009715961043357172
0.164,0.002483887152819286,0.0009958098584331569,0.002483887152819286,0.0009958098584331569
0.165,0.002545991076732218,0.0010207078090544988,0.002545991076732218,0.0010207078090544988
0.166,0.002609853821624739,0.001046310884813553,0.002609853821624739,0.001046310884813553
0.167,0.0026755293076523856,0.0010726407027239556,0.0026755293076523856,0.0010726407027239556
0.168,0.0027430732318755786,0.0010997195921744584,0.0027430732318755786,0.0010997195921744584
0.169,0.0028125431302405348,0.0011275706197775655,0.0028125431302405348,0.0011275706197775655
0.17,0.0028839984418209696,0.0011562176151245344,0.0028839984418209696,0.0011562176151245344
0.171,0.0029575005754051,0.001185685197480629,0.0029575005754051,0.001185685197480629
0.17200000000000001,0.003033112978516754,0.0012159988034562243,0.003033112978516754,0.0012159988034562243
0.17300000000000001,0.0031109012089619763,0.0012471847156904016,0.0031109012089619763,0.0012471847156904016
0.17400000000000002,0.0031909330089968896,0.0012792700925854266,0.0031909330089968896,0.0012792700925854266
0.17500000000000002,0.003273278382215131,0.0013122829991315272,0.003273278382215131,0.0013122829991315272
0.176,0.003358009673258121,0.0013462524388633639,0.003358009673258121,0.0013462524388633639
0.177,0.0034452016504544257,0.0013812083869908013,0.0034452016504544257,0.0013812083869908013
0.178,0.0035349315914996707,0.0014171818247486565,0.0035349315914996707,0.0014171818247486565
0.179,0.0036272793722912765,0.0014542047750112429,0.0036272793722912765,0.0014542047750112429
0.18,0.0037223275590381856,0.0014923103392198813,0.0037223275590381856,0.0014923103392198813
0.181,0.0038201615037692033,0.001531532735672946,0.0038201615037692033,0.001531532735672946
0.182,0.003920869443369517,0.0015719073392303803,0.003920869443369517,0.0015719073392303803
0.183,0.004024542602278478,0.0016134707224860455,0.004024542602278478,0.0016134707224860455
0.184,0.004131275298988324,0.0016562606984638927,0.004131275298988324,0.0016562606984638927
0.185,0.004241165056487736,0.001700316364895654,0.004241165056487736,0.001700316364895654
0.186,0.004354312716800968,0.0017456781501404767,0.004354312716800968,0.0017456781501404767
0.187,0.004470822559777364,0.0017923878608085747,0.004470822559777364,0.0017923878608085747
0.188,0.004590802426293845,0.0018404887311540712,0.004590802426293845,0.0018404887311540712
0.189,0.004714363846037712,0.0018900254743041303,0.004714363846037712,0.0018900254743041303
0.19,0.004841622170045269,0.0019410443353947275,0.004841622170045269,0.0019410443353947275
0.191,0.004972696708176303,0.001993593146685251,0.004972696708176303,0.001993593146685251
0.192,0.0051077108717137,0.002047721384727806,0.0051077108717137,0.002047721384727806
0.193,0.005246792321282882,0.0021034802296692784,0.005246792321282882,0.0021034802296692784
0.194,0.005390073120295286,0.0021609226267680294,0.005390073120295286,0.0021609226267680294
0.195,0.00553768989412544,0.002220103350209236,0.00553768989412544,0.002220103350209236
0.196,0.00568978399524182,0.002281079069307148,0.00568978399524182,0.002281079069307148
0.197,0.005846501674518178,0.002343908417185142,0.005846501674518178,0.002343908417185142
0.198,0.006007994258962769,0.002408652062028766,0.006007994258962769,0.002408652062028766
0.199,0.006174418336109581,0.002475372781009631,0.006174418336109581,0.002475372781009631
0.2,0.0063459359453276265,0.0025441355369828053,0.0063459359453276265,0.0025441355369828053
0.201,0.0065227147763121255,0.0026150075580634907,0.0065227147763121255,0.0026150075580634907
0.202,0.006704928375033891,0.0026880584201937475,0.006704928375033891,0.0026880584201937475
0.203,0.006892756357430966,0.002763360132813147,0.006892756357430966,0.002763360132813147
0.20400000000000001,0.0070863846311404015,0.002840987227752785,0.0070863846311404015,0.002840987227752785
0.20500000000000002,0.007286005625577265,0.00292101685147576,0.007286005625577265,0.00292101685147576
0.20600000000000002,0.007491818530682316,0.0030035288607929917,0.007491818530682316,0.0030035288607929917
0.20700000000000002,0.007704029544668836,0.003088605922186871,0.007704029544668836,0.003088605922186871
0.20800000000000002,0.007922852131115278,0.0031763336148817175,0.007922852131115278,0.0031763336148817175
0.209,0.008148507285760996,0.0032668005378042875,0.008148507285760996,0.0032668005378042875
0.21,0.008381223813378911,0.0033600984205841952,0.008381223813378911,0.0033600984205841952
0.211,0.008621238615109801,0.0034563222387484858,0.008621238615109801,0.0034563222387484858
0.212,0.008868796986661308,0.0035555703332719587,0.008868796986661308,0.0035555703332719587
0.213,0.009124152927787357,0.0036579445346498975,0.009124152927787357,0.0036579445346498975
0.214,0.009387569463482797,0.0037635502916675205,0.009387569463482797,0.0037635502916675205
0.215,0.0096593189773408,0.00387249680504558,0.0096593189773408,0.00387249680504558
0.216,0.009939683557541715,0.0039848971661500115,0.009939683557541715,0.0039848971661500115
0.217,0.010228955355957001,0.004100868500959515,0.010228955355957001,0.004100868500959515
0.218,0.010527436960873724,0.004220532119493738,0.010527436960873724,0.004220532119493738
0.219,0.010835441783860224,0.004344013670910752,0.010835441783860224,0.004344013670910752
